geo_code,,in labour force,not in labour force,employed,unemployed
35250312,male,130,45,125,10
35250313,female,185,115,170,15
35250313,male,195,135,180,15
35250315,female,170,245,155,15
35250315,male,105,175,105,0
35250316,female,215,80,200,0
35250316,male,145,70,140,10
35250317,female,145,70,140,0
35250317,male,170,65,160,15
35250318,female,15,20,15,0
35250318,male,35,15,35,0
35250319,female,150,60,135,15
35250319,male,120,25,120,0
35250320,female,115,95,110,0
35250320,male,125,70,115,10
35250321,female,70,65,60,0
35250321,male,75,70,75,0
35250322,female,105,50,105,10
35250322,male,100,75,85,15
35250323,female,115,110,105,10
35250323,male,130,85,125,10
35250324,female,120,240,110,10
35250324,male,75,110,60,10
35250326,female,100,65,85,15
35250326,male,120,40,110,15
35250327,female,165,175,130,35
35250327,male,180,105,170,10
35250328,female,125,80,110,15
35250328,male,95,70,85,10
35250329,female,110,80,110,0
35250329,male,160,65,160,0
35250330,female,95,95,90,0
35250330,male,70,55,60,10
35250331,female,80,100,80,0
35250331,male,75,70,75,10
35250332,female,140,90,130,0
35250332,male,170,55,160,0
35250333,female,170,95,165,10
35250333,male,170,65,160,10
35250334,female,165,75,170,0
35250334,male,155,100,140,10
35250335,female,85,115,75,15
35250335,male,110,65,90,20
35250336,female,100,100,100,0
35250336,male,110,65,100,10
35250337,female,225,175,205,20
35250337,male,190,120,190,10
35250338,female,175,165,155,20
35250338,male,205,105,185,20
35250339,female,135,85,130,10
35250339,male,175,65,165,10
35250340,female,90,30,85,0
35250340,male,105,35,85,20
35250341,female,165,125,130,30
35250341,male,110,110,105,10
35250342,female,140,75,125,20
35250342,male,145,60,130,20
35250343,female,120,95,120,0
35250343,male,110,100,105,10
35250344,female,120,105,105,15
35250344,male,125,95,115,10
35250345,female,135,40,130,10
35250345,male,130,35,125,10
35250346,female,140,70,130,10
35250346,male,115,80,105,10
35250347,female,110,70,115,0
35250347,male,150,50,140,10
35250348,female,160,100,160,0
35250348,male,200,75,180,20
35250349,female,150,50,140,10
35250349,male,120,40,115,0
35250350,female,180,115,165,15
35250350,male,200,90,185,15
35250351,female,80,120,75,10
35250351,male,70,55,55,15
35250352,female,160,105,155,10
35250352,male,165,65,150,15
35250353,female,140,135,115,20
35250353,male,150,80,130,20
35250354,female,150,80,150,0
35250354,male,155,60,150,10
35250355,female,115,120,105,10
35250355,male,135,75,130,10
35250356,female,165,95,155,10
35250356,male,185,60,165,20
35250357,female,170,60,170,0
35250357,male,195,45,185,15
35250358,female,120,125,115,10
35250358,male,145,105,140,10
35250359,female,130,90,125,10
35250359,male,130,55,115,10
35250360,female,145,75,140,0
35250360,male,150,40,140,15
35250361,female,105,95,95,10
35250361,male,145,70,125,20
35250362,female,145,75,140,0
35250362,male,155,80,145,10
35250363,female,95,85,90,0
35250363,male,115,65,100,10
35250364,female,80,45,80,0
35250364,male,65,30,50,15
35250365,female,275,220,265,15
35250365,male,260,115,240,15
35250366,female,140,175,125,15
35250366,male,175,130,155,15
35250367,female,130,85,115,10
35250367,male,135,85,120,15
35250368,female,170,85,150,20
35250368,male,150,60,140,10
35250369,female,135,85,135,0
35250369,male,140,70,130,10
35250370,female,145,25,135,15
35250370,male,115,45,105,10
35250371,female,140,95,135,0
35250371,male,115,80,110,10
35250372,female,135,85,135,0
35250372,male,120,50,115,0
35250373,female,90,55,95,0
35250373,male,100,45,85,15
35250374,female,135,75,125,10
35250374,male,145,50,145,10
35250375,female,140,85,120,20
35250375,male,170,60,165,10
35250376,female,130,70,130,10
35250376,male,150,45,145,10
35250377,female,135,115,140,0
35250377,male,160,100,155,10
35250378,female,160,70,155,10
35250378,male,165,55,160,10
35250379,female,85,100,85,0
35250379,male,70,50,65,0
35250380,female,135,70,125,10
35250380,male,160,40,160,0
35250381,female,120,95,115,10
35250381,male,90,85,75,20
35250382,female,140,60,135,0
35250382,male,160,70,150,15
35250383,female,90,160,75,15
35250383,male,175,100,150,25
35250384,female,80,80,75,0
35250384,male,185,90,175,10
35250385,female,135,55,125,10
35250385,male,140,30,120,20
35250387,female,140,40,135,0
35250387,male,140,50,140,10
35250388,female,140,80,135,0
35250388,male,140,30,135,10
35250389,female,130,35,130,0
35250389,male,140,25,140,0
35250390,female,185,55,185,0
35250390,male,135,20,125,10
35250391,female,170,50,165,10
35250391,male,180,65,175,10
35250392,female,210,45,205,10
35250392,male,140,40,125,10
35250393,female,150,70,140,10
35250393,male,130,90,120,10
35250394,female,195,125,175,25
35250394,male,230,120,205,30
35250395,female,135,170,120,15
35250395,male,200,110,180,20
35250396,female,170,110,165,0
35250396,male,180,80,160,20
35250397,female,215,55,190,25
35250397,male,160,55,150,10
35250398,female,20,45,15,0
35250398,male,60,120,55,0
35250399,female,30,300,20,10
35250399,male,85,330,55,30
35250400,female,220,100,190,30
35250400,male,175,105,155,20
35250401,female,210,65,205,0
35250401,male,205,115,180,25
35250402,female,125,65,110,10
35250402,male,140,55,135,10
35250403,female,180,140,170,15
35250403,male,225,95,200,20
35250404,female,140,35,125,10
35250404,male,125,25,110,15
35250405,female,130,60,120,10
35250405,male,125,40,120,10
35250406,female,210,105,200,10
35250406,male,175,70,165,10
35250407,female,140,95,140,0
35250407,male,125,80,110,15
35250408,female,115,70,105,10
35250408,male,140,95,115,25
35250409,female,95,70,95,0
35250409,male,105,70,100,10
35250410,female,110,85,105,0
35250410,male,120,55,100,15
35250411,female,155,75,145,10
35250411,male,145,65,135,10
35250412,female,85,245,75,10
35250412,male,55,145,55,0
35250413,female,175,85,155,20
35250413,male,180,70,175,0
35250416,female,145,50,140,10
35250416,male,160,85,140,20
35250417,female,130,65,105,25
35250417,male,80,60,75,10
35250418,female,165,85,150,15
35250418,male,170,40,160,15
35250419,female,125,95,105,15
35250419,male,195,95,175,20
35250420,female,230,155,215,15
35250420,male,300,145,280,15
35250421,female,185,115,180,0
35250421,male,185,105,175,15
35250422,female,80,220,70,15
35250422,male,175,265,150,30
35250423,female,190,145,180,10
35250423,male,175,75,165,15
35250424,female,160,120,145,20
35250424,male,150,120,130,15
35250425,female,235,185,215,20
35250425,male,235,170,215,15
35250426,female,150,70,140,10
35250426,male,140,60,135,10
35250427,female,150,25,145,10
35250427,male,115,10,105,0
35250428,female,145,75,115,30
35250428,male,115,70,100,20
35250429,female,75,45,70,10
35250429,male,140,65,120,20
35250430,female,140,50,125,10
35250430,male,140,55,130,10
35250431,female,155,65,145,15
35250431,male,145,75,125,20
35250434,female,340,275,310,35
35250434,male,365,225,340,25
35250435,female,75,80,80,0
35250435,male,145,115,135,10
35250436,female,105,110,90,20
35250436,male,125,110,105,25
35250437,female,115,80,115,0
35250437,male,175,50,150,25
35250438,female,95,45,60,35
35250438,male,105,60,75,25
35250439,female,180,85,175,10
35250439,male,180,70,160,15
35250440,female,140,105,145,0
35250440,male,215,115,205,10
35250441,female,220,30,210,10
35250441,male,170,70,140,30
35250442,female,175,85,155,20
35250442,male,220,70,195,30
35250443,female,125,70,120,10
35250443,male,160,60,155,0
35250444,female,130,135,115,15
35250444,male,105,90,100,0
35250445,female,90,95,85,10
35250445,male,110,55,110,0
35250446,female,130,80,125,0
35250446,male,145,90,135,10
35250447,female,75,35,80,0
35250447,male,115,20,100,15
35250448,female,225,80,195,30
35250448,male,210,130,185,30
35250449,female,110,55,90,15
35250449,male,135,35,115,15
35250450,female,130,75,105,25
35250450,male,110,60,100,10
35250451,female,35,70,35,0
35250451,male,65,35,55,10
35250452,female,95,55,85,0
35250452,male,90,30,90,0
35250453,female,100,65,100,0
35250453,male,130,35,130,0
35250454,female,175,130,150,25
35250454,male,195,95,165,30
35250455,female,105,105,90,15
35250455,male,130,120,105,20
35250456,female,85,170,90,0
35250456,male,110,125,65,50
35250457,female,x,x,x,x
35250457,male,x,x,x,x
35250458,female,70,135,60,10
35250458,male,70,100,50,20
35250459,female,140,135,135,10
35250459,male,205,110,170,30
35250460,female,65,65,60,10
35250460,male,90,80,85,10
35250461,female,130,70,105,25
35250461,male,105,80,95,10
35250462,female,95,70,80,20
35250462,male,70,50,60,15
35250463,female,90,70,85,10
35250463,male,95,75,85,10
35250464,female,85,50,75,10
35250464,male,75,30,70,10
35250465,female,100,105,90,15
35250465,male,215,60,200,15
35250466,female,105,65,90,10
35250466,male,75,55,70,0
35250467,female,95,265,75,25
35250467,male,150,185,125,20
35250468,female,80,30,75,10
35250468,male,155,85,135,20
35250471,female,65,50,50,10
35250471,male,70,75,65,0
35250472,female,120,85,115,10
35250472,male,105,85,95,10
35250473,female,110,55,100,10
35250473,male,60,55,40,20
35250474,female,95,155,75,20
35250474,male,165,145,150,20
35250475,female,85,70,90,0
35250475,male,105,105,100,10
35250476,female,80,80,60,15
35250476,male,100,50,80,20
35250477,female,100,100,95,10
35250477,male,150,80,135,10
35250478,female,90,75,85,10
35250478,male,80,70,80,0
35250479,female,120,135,105,10
35250479,male,155,95,145,10
35250480,female,140,75,125,15
35250480,male,130,90,110,20
35250481,female,55,80,55,0
35250481,male,85,60,70,15
35250482,female,85,70,75,10
35250482,male,100,70,95,10
35250483,female,85,55,70,10
35250483,male,105,90,95,10
35250484,female,50,95,45,0
35250484,male,100,55,75,20
35250485,female,95,90,90,10
35250485,male,115,85,110,10
35250486,female,125,155,120,0
35250486,male,160,100,145,20
35250487,female,80,95,75,10
35250487,male,75,55,80,0
35250488,female,110,75,95,10
35250488,male,145,65,130,10
35250489,female,80,60,80,0
35250489,male,100,55,95,10
35250490,female,110,75,105,10
35250490,male,150,45,145,10
35250491,female,50,95,45,0
35250491,male,45,45,40,0
35250492,female,95,75,95,0
35250492,male,95,35,85,10
35250493,female,105,65,105,0
35250493,male,115,45,95,20
35250494,female,85,50,75,10
35250494,male,115,55,110,0
35250495,female,125,90,105,15
35250495,male,115,85,105,10
35250496,female,40,60,45,0
35250496,male,65,70,60,10
35250497,female,170,90,165,10
35250497,male,190,55,160,35
35250498,female,155,100,130,20
35250498,male,170,100,150,15
35250499,female,120,90,115,10
35250499,male,160,60,150,10
35250501,female,140,85,135,0
35250501,male,135,70,120,10
35250502,female,145,55,140,10
35250502,male,165,55,150,10
35250503,female,130,65,120,10
35250503,male,185,45,170,10
35250504,female,135,155,125,10
35250504,male,125,125,115,0
35250506,female,165,60,160,10
35250506,male,135,35,115,20
35250507,female,150,70,140,0
35250507,male,130,45,120,10
35250508,female,150,70,140,15
35250508,male,150,45,150,0
35250509,female,205,55,205,0
35250509,male,190,60,175,15
35250510,female,165,65,160,10
35250510,male,155,25,150,10
35250511,female,170,120,170,0
35250511,male,180,80,180,0
35250512,female,160,50,150,10
35250512,male,90,50,90,10
35250513,female,170,50,160,10
35250513,male,170,75,165,0
35250514,female,265,120,255,10
35250514,male,275,90,255,20
35250515,female,90,85,85,0
35250515,male,100,50,100,10
35250516,female,220,155,210,15
35250516,male,235,95,225,15
35250517,female,105,65,105,0
35250517,male,90,45,85,10
35250518,female,65,60,55,10
35250518,male,85,55,80,10
35250519,female,145,105,145,0
35250519,male,180,125,155,30
35250520,female,170,115,165,0
35250520,male,220,70,205,15
35250521,female,120,90,120,0
35250521,male,175,105,170,10
35250522,female,65,40,60,0
35250522,male,60,40,50,0
35250523,female,95,105,95,0
35250523,male,120,80,110,10
35250524,female,80,80,85,0
35250524,male,80,60,70,10
35250525,female,115,80,105,10
35250525,male,95,55,90,0
35250526,female,255,355,210,50
35250526,male,225,185,185,40
35250527,female,110,110,85,25
35250527,male,135,55,120,15
35250528,female,65,115,65,0
35250528,male,85,90,85,0
35250529,female,95,110,95,10
35250529,male,110,50,70,40
35250530,female,95,100,75,15
35250530,male,120,65,115,10
35250531,female,125,105,110,15
35250531,male,145,60,135,10
35250532,female,120,85,115,10
35250532,male,115,55,110,0
35250533,female,190,190,185,10
35250533,male,190,130,180,0
35250534,female,115,110,110,0
35250534,male,135,70,125,0
35250535,female,120,100,110,15
35250535,male,110,90,105,10
35250536,female,115,70,100,15
35250536,male,140,65,125,10
35250537,female,165,90,165,0
35250537,male,195,95,180,15
35250538,female,130,105,130,0
35250538,male,160,125,140,20
35250539,female,210,115,190,15
35250539,male,200,65,170,25
35250540,female,135,135,130,0
35250540,male,155,130,145,10
35250541,female,115,100,105,10
35250541,male,125,75,115,10
35250542,female,100,85,100,10
35250542,male,125,80,120,10
35250545,female,100,75,100,10
35250545,male,85,70,85,0
35250546,female,105,75,80,25
35250546,male,115,70,100,15
35250547,female,105,100,90,10
35250547,male,130,60,120,10
35250548,female,160,155,145,15
35250548,male,140,130,130,15
35250549,female,105,115,105,0
35250549,male,120,60,115,0
35250550,female,120,70,115,0
35250550,male,110,55,105,0
35250551,female,115,110,115,0
35250551,male,120,75,120,0
35250552,female,110,85,105,0
35250552,male,90,45,85,10
35250553,female,175,105,150,20
35250553,male,140,95,125,20
35250554,female,140,95,125,15
35250554,male,140,45,130,10
35250555,female,155,65,150,0
35250555,male,125,55,100,20
35250556,female,130,90,120,10
35250556,male,210,65,185,20
35250557,female,185,120,175,15
35250557,male,175,65,145,30
35250558,female,110,60,105,0
35250558,male,150,45,145,10
35250559,female,130,75,130,0
35250559,male,115,85,105,10
35250560,female,110,175,115,0
35250560,male,130,95,110,20
35250561,female,85,80,90,0
35250561,male,100,55,85,10
35250562,female,135,90,140,0
35250562,male,155,70,135,15
35250563,female,175,130,150,20
35250563,male,155,65,145,10
35250564,female,100,115,100,0
35250564,male,135,110,115,25
35250565,female,205,120,180,25
35250565,male,270,90,270,0
35250566,female,115,50,105,10
35250566,male,125,60,115,10
35250567,female,115,130,115,0
35250567,male,155,80,150,10
35250568,female,210,105,195,15
35250568,male,180,60,160,20
35250569,female,85,115,75,0
35250569,male,85,85,85,10
35250570,female,115,110,105,10
35250570,male,80,100,70,10
35250571,female,85,160,85,10
35250571,male,40,110,35,0
35250572,female,135,70,125,10
35250572,male,150,85,135,10
35250573,female,315,190,295,20
35250573,male,295,195,270,30
35250574,female,125,55,120,0
35250574,male,120,40,105,15
35250578,female,210,125,185,25
35250578,male,195,65,195,0
35250579,female,120,60,110,10
35250579,male,160,30,155,10
35250580,female,75,35,75,10
35250580,male,45,25,40,0
35250581,female,215,85,210,10
35250581,male,205,65,205,10
35250582,female,170,80,165,10
35250582,male,160,90,145,20
35250583,female,205,70,195,10
35250583,male,180,45,165,15
35250585,female,160,95,155,0
35250585,male,190,100,180,15
35250586,female,355,190,330,25
35250586,male,385,140,370,20
35250587,female,125,35,125,0
35250587,male,90,50,85,10
35250588,female,120,75,105,15
35250588,male,110,80,100,10
35250589,female,175,115,170,10
35250589,male,205,70,195,15
35250590,female,115,60,100,10
35250590,male,100,60,90,10
35250591,female,220,85,210,10
35250591,male,215,90,200,15
35250592,female,170,80,165,10
35250592,male,155,55,140,15
35250593,female,95,85,95,0
35250593,male,85,60,80,0
35250594,female,125,110,130,0
35250594,male,130,80,120,10
35250595,female,155,75,150,0
35250595,male,125,85,115,10
35250596,female,190,95,185,10
35250596,male,180,45,165,10
35250597,female,70,95,60,10
35250597,male,135,50,105,35
35250598,female,135,90,125,0
35250598,male,120,55,115,0
35250599,female,85,165,90,0
35250599,male,75,110,65,10
35250600,female,80,60,80,0
35250600,male,130,30,110,20
35250601,female,90,280,75,15
35250601,male,75,95,80,0
35250602,female,65,170,65,0
35250602,male,70,125,65,10
35250603,female,210,105,210,10
35250603,male,200,125,170,30
35250604,female,85,85,90,0
35250604,male,130,85,110,15
35250605,female,90,95,85,10
35250605,male,80,80,75,10
35250606,female,130,115,125,10
35250606,male,110,100,100,10
35250607,female,150,75,140,10
35250607,male,140,55,145,0
35250608,female,85,80,75,0
35250608,male,100,55,90,15
35250609,female,175,50,155,15
35250609,male,130,60,120,10
35250610,female,135,90,120,10
35250610,male,155,45,140,10
35250611,female,90,110,85,15
35250611,male,105,70,90,20
35250612,female,180,85,165,10
35250612,male,160,50,145,25
35250613,female,330,165,320,10
35250613,male,260,115,255,10
35250614,female,55,60,55,0
35250614,male,75,30,70,0
35250615,female,85,100,85,0
35250615,male,70,105,65,0
35250616,female,40,50,35,10
35250616,male,45,45,45,0
35250617,female,115,100,110,10
35250617,male,105,70,100,0
35250618,female,50,50,50,0
35250618,male,80,55,75,0
35250619,female,135,100,105,30
35250619,male,165,75,155,15
35250620,female,110,50,95,0
35250620,male,135,40,120,20
35250621,female,260,140,250,15
35250621,male,210,85,190,20
35250622,female,95,70,85,10
35250622,male,115,35,110,0
35250623,female,105,85,100,0
35250623,male,90,50,80,10
35250624,female,90,140,85,0
35250624,male,110,40,100,10
35250625,female,75,105,70,10
35250625,male,90,75,75,10
35250626,female,125,120,115,0
35250626,male,135,80,130,0
35250627,female,145,90,130,15
35250627,male,170,65,150,15
35250628,female,55,190,55,0
35250628,male,70,75,70,0
35250629,female,175,280,155,15
35250629,male,180,170,160,20
35250630,female,145,80,135,10
35250630,male,170,65,160,10
35250631,female,105,105,105,0
35250631,male,125,60,115,10
35250632,female,155,110,140,15
35250632,male,150,80,130,20
35250633,female,55,55,55,0
35250633,male,70,20,70,0
35250634,female,155,120,125,35
35250634,male,125,105,110,20
35250635,female,95,75,100,0
35250635,male,95,50,85,15
35250636,female,225,175,220,0
35250636,male,270,115,230,40
35250637,female,290,300,275,15
35250637,male,285,175,265,20
35250638,female,95,40,80,15
35250638,male,50,30,50,0
35250639,female,210,105,200,15
35250639,male,165,75,150,15
35250640,female,160,140,140,15
35250640,male,140,80,125,10
35250641,female,125,60,120,10
35250641,male,130,30,120,10
35250642,female,175,75,150,30
35250642,male,145,70,125,15
35250643,female,120,70,120,0
35250643,male,190,85,175,20
35250644,female,95,55,95,0
35250644,male,95,40,90,10
35250645,female,140,105,135,0
35250645,male,175,90,150,20
35250646,female,255,100,245,15
35250646,male,245,120,230,20
35250647,female,260,110,265,0
35250647,male,255,60,235,15
35250648,female,295,130,270,30
35250648,male,240,100,215,20
35250649,female,170,125,160,10
35250649,male,170,85,155,15
35250650,female,110,125,105,10
35250650,male,140,65,110,25
35250651,female,95,35,95,0
35250651,male,120,45,115,0
35250652,female,185,85,185,0
35250652,male,210,80,195,15
35250655,female,460,205,450,10
35250655,male,480,205,470,0
35250656,female,135,125,125,10
35250656,male,75,90,75,10
35250657,female,195,110,185,10
35250657,male,180,125,175,10
35250658,female,85,40,75,0
35250658,male,75,35,65,10
35250659,female,190,100,175,15
35250659,male,170,75,150,20
35250661,female,345,190,315,30
35250661,male,350,135,325,25
35250662,female,490,215,470,25
35250662,male,480,195,455,25
35250663,female,200,90,205,0
35250663,male,190,120,170,15
35250664,female,125,70,115,0
35250664,male,135,60,125,10
35250665,female,140,95,120,20
35250665,male,165,45,160,0
35250666,female,110,100,100,10
35250666,male,115,55,100,10
35250667,female,50,40,45,10
35250667,male,35,25,25,10
35250668,female,75,80,55,20
35250668,male,115,75,95,20
35250669,female,65,65,65,10
35250669,male,80,75,55,20
35250670,female,55,35,40,15
35250670,male,100,40,95,0
35250671,female,70,60,65,0
35250671,male,75,50,55,15
35250672,female,75,55,55,20
35250672,male,55,105,55,0
35250675,female,105,105,90,20
35250675,male,145,80,135,15
35250676,female,70,80,65,10
35250676,male,145,70,130,20
35250677,female,140,65,140,0
35250677,male,140,55,130,15
35250678,female,165,80,160,0
35250678,male,165,45,155,0
35250679,female,125,115,110,15
35250679,male,140,90,130,10
35250680,female,140,105,120,15
35250680,male,120,105,105,10
35250681,female,160,210,155,10
35250681,male,255,115,225,30
35250692,female,90,90,85,0
35250692,male,115,65,95,20
35250693,female,105,55,90,20
35250693,male,70,75,60,15
35250694,female,100,50,75,20
35250694,male,85,45,60,25
35250695,female,50,70,50,0
35250695,male,75,110,75,0
35250696,female,30,105,30,0
35250696,male,60,115,55,10
35250700,female,105,75,85,20
35250700,male,135,65,110,25
35250701,female,140,95,125,10
35250701,male,95,65,90,10
35250702,female,185,80,165,25
35250702,male,160,55,135,25
35250703,female,100,65,85,15
35250703,male,115,80,95,10
35250704,female,100,110,100,0
35250704,male,150,85,130,25
35250705,female,140,105,115,20
35250705,male,165,100,155,10
35250706,female,115,70,110,10
35250706,male,165,35,160,10
35250707,female,120,55,110,10
35250707,male,100,40,95,10
35250708,female,140,145,120,25
35250708,male,190,90,170,20
35250709,female,145,80,140,0
35250709,male,120,55,110,10
35250710,female,105,85,100,0
35250710,male,140,65,125,15
35250711,female,90,60,85,0
35250711,male,105,60,90,10
35250712,female,95,45,95,0
35250712,male,150,30,125,25
35250713,female,75,60,65,10
35250713,male,95,55,80,15
35250714,female,140,55,130,10
35250714,male,110,90,110,0
35250715,female,135,50,110,20
35250715,male,155,55,135,20
35250716,female,115,60,105,0
35250716,male,190,55,185,10
35250717,female,140,80,115,30
35250717,male,155,70,145,10
35250718,female,115,80,110,10
35250718,male,140,50,105,35
35250719,female,100,60,85,10
35250719,male,110,75,90,25
35250720,female,145,120,140,10
35250720,male,160,65,160,10
35250721,female,120,85,95,20
35250721,male,160,85,140,20
35250724,female,95,75,95,0
35250724,male,145,100,130,15
35250725,female,110,65,105,0
35250725,male,140,35,125,15
35250726,female,165,65,145,20
35250726,male,155,55,125,25
35250727,female,50,55,45,0
35250727,male,80,15,70,10
35250728,female,140,70,110,25
35250728,male,165,50,145,20
35250729,female,130,70,125,0
35250729,male,145,45,130,15
35250730,female,125,165,100,20
35250730,male,130,125,120,15
35250731,female,135,155,125,10
35250731,male,155,100,130,25
35250732,female,120,50,115,0
35250732,male,115,55,100,15
35250733,female,215,75,185,25
35250733,male,185,70,165,20
35250734,female,185,85,175,15
35250734,male,160,85,135,25
35250735,female,135,45,120,15
35250735,male,120,65,105,10
35250736,female,140,105,115,25
35250736,male,160,80,130,30
35250737,female,155,70,145,0
35250737,male,135,55,130,0
35250738,female,155,50,140,15
35250738,male,135,50,120,15
35250739,female,165,55,150,10
35250739,male,165,70,155,15
35250740,female,135,110,125,10
35250740,male,165,85,150,15
35250741,female,145,95,135,10
35250741,male,165,85,150,15
35250742,female,155,70,130,20
35250742,male,180,50,170,10
35250743,female,115,75,115,0
35250743,male,170,45,150,20
35250744,female,210,130,210,10
35250744,male,180,95,180,0
35250745,female,100,80,90,10
35250745,male,110,80,105,0
35250746,female,105,65,105,0
35250746,male,85,50,80,10
35250747,female,100,55,100,0
35250747,male,125,50,110,15
35250748,female,115,65,110,0
35250748,male,125,85,130,0
35250749,female,115,75,110,10
35250749,male,115,80,90,20
35250750,female,130,80,120,10
35250750,male,175,40,155,20
35250753,female,130,80,110,15
35250753,male,135,55,120,15
35250754,female,75,85,70,0
35250754,male,120,60,105,20
35250755,female,120,60,100,20
35250755,male,135,60,115,20
35250756,female,155,95,150,0
35250756,male,170,70,150,20
35250757,female,140,95,120,20
35250757,male,180,70,150,30
35250758,female,120,70,100,20
35250758,male,90,60,85,0
35250759,female,120,70,115,0
35250759,male,125,75,105,10
35250760,female,110,70,95,15
35250760,male,115,90,105,10
35250761,female,90,95,85,0
35250761,male,120,100,110,10
35250762,female,115,80,95,20
35250762,male,135,110,120,15
35250763,female,155,80,150,0
35250763,male,185,80,170,15
35250764,female,130,80,120,10
35250764,male,95,45,90,10
35250765,female,110,115,105,10
35250765,male,110,100,100,10
35250766,female,110,100,95,15
35250766,male,125,60,110,10
35250767,female,75,80,55,20
35250767,male,115,55,115,10
35250768,female,115,65,105,0
35250768,male,105,80,100,10
35250769,female,125,85,115,10
35250769,male,125,50,125,0
35250770,female,110,115,95,10
35250770,male,100,100,85,15
35250771,female,110,110,105,0
35250771,male,160,75,150,10
35250772,female,95,75,90,10
35250772,male,105,85,105,0
35250773,female,140,100,130,10
35250773,male,155,90,140,10
35250774,female,105,115,95,15
35250774,male,80,60,75,10
35250775,female,70,115,55,15
35250775,male,125,100,100,25
35250776,female,50,95,45,0
35250776,male,90,85,85,10
35250777,female,150,75,140,15
35250777,male,135,55,120,20
35250778,female,110,85,105,0
35250778,male,115,50,115,0
35250779,female,100,60,85,10
35250779,male,90,80,70,15
35250780,female,105,60,90,15
35250780,male,125,85,105,15
35250781,female,110,45,100,10
35250781,male,155,55,150,0
35250782,female,120,55,115,0
35250782,male,95,50,95,0
35250783,female,125,95,115,10
35250783,male,140,60,135,0
35250784,female,125,70,115,0
35250784,male,115,45,110,10
35250785,female,150,110,140,10
35250785,male,145,85,125,20
35250786,female,130,80,125,10
35250786,male,145,80,135,0
35250787,female,230,105,210,20
35250787,male,210,65,205,0
35250788,female,150,90,140,10
35250788,male,165,65,165,0
35250789,female,150,85,140,15
35250789,male,155,100,130,20
35250790,female,185,50,185,10
35250790,male,155,75,150,10
35250791,female,155,55,155,0
35250791,male,145,30,130,20
35250792,female,135,65,125,10
35250792,male,135,60,120,10
35250793,female,115,90,110,10
35250793,male,110,80,90,20
35250798,female,45,45,45,0
35250798,male,90,40,75,15
35250799,female,100,95,85,10
35250799,male,110,65,95,15
35250800,female,110,90,105,0
35250800,male,105,90,90,15
35250801,female,205,225,200,0
35250801,male,160,170,165,0
35250802,female,125,55,120,10
35250802,male,130,40,120,10
35250803,female,105,65,100,10
35250803,male,130,50,125,10
35250804,female,680,305,650,30
35250804,male,705,225,660,50
35250805,female,270,180,250,20
35250805,male,375,135,340,30
35250806,female,120,50,110,10
35250806,male,155,45,145,15
35250807,female,265,165,255,10
35250807,male,315,95,305,15
35250810,female,220,165,200,20
35250810,male,225,135,210,20
35250812,female,85,85,85,0
35250812,male,125,75,110,10
35250813,female,155,90,150,10
35250813,male,180,45,160,20
35250814,female,135,85,125,15
35250814,male,155,70,150,10
35250815,female,390,260,385,10
35250815,male,405,210,385,20
35250826,female,260,100,225,35
35250826,male,225,110,210,15
35250827,female,95,55,95,0
35250827,male,120,35,120,0
35250828,female,100,20,90,10
35250828,male,85,35,80,0
35250829,female,145,60,140,0
35250829,male,140,105,135,0
35250830,female,165,85,145,15
35250830,male,120,70,110,0
35250831,female,180,415,180,10
35250831,male,160,225,135,20
35250832,female,90,90,75,15
35250832,male,55,40,60,0
35250833,female,105,55,105,0
35250833,male,105,40,95,15
35250834,female,145,55,135,10
35250834,male,120,45,110,10
35250835,female,90,90,90,0
35250835,male,100,50,95,0
35250836,female,110,60,110,0
35250836,male,135,40,130,10
35250843,female,300,200,265,35
35250843,male,270,125,240,30
35250845,female,245,450,210,40
35250845,male,450,360,370,80
35250846,female,155,405,125,25
35250846,male,120,235,110,10
35250847,female,100,150,105,0
35250847,male,180,115,155,20
35250848,female,245,150,225,25
35250848,male,240,135,215,25
35250849,female,320,150,305,15
35250849,male,380,135,320,60
35250850,female,280,210,240,35
35250850,male,320,130,295,20
35250851,female,435,560,400,35
35250851,male,560,405,505,55
35250852,female,505,400,440,65
35250852,male,495,255,460,35
35250853,female,225,280,190,35
35250853,male,280,205,245,40
35250854,female,250,225,225,25
35250854,male,265,220,225,35
35250855,female,270,195,250,20
35250855,male,355,135,295,55
35250857,female,160,75,145,20
35250857,male,200,60,185,15
35250859,female,175,165,155,15
35250859,male,155,120,150,0
35250860,female,495,280,440,55
35250860,male,565,205,505,55
35250861,female,155,70,150,10
35250861,male,165,40,150,15
35250862,female,140,95,130,15
35250862,male,175,50,175,0
35250863,female,105,45,90,10
35250863,male,130,35,135,0
35250864,female,150,70,145,10
35250864,male,195,60,190,0
35250865,female,145,75,135,10
35250865,male,145,60,140,10
35250866,female,150,85,140,0
35250866,male,180,95,175,0
35250867,female,165,55,155,15
35250867,male,185,60,180,10
35250868,female,90,65,80,10
35250868,male,115,45,110,10
35250869,female,155,60,145,10
35250869,male,145,55,140,0
35250870,female,190,120,195,0
35250870,male,255,55,240,10
35250871,female,150,80,145,10
35250871,male,155,80,155,10
35250872,female,190,110,180,0
35250872,male,235,85,230,10
35250873,female,200,75,190,10
35250873,male,235,70,225,0
35250874,female,195,75,195,0
35250874,male,225,65,215,10
35250875,female,185,90,185,0
35250875,male,255,60,235,20
35250876,female,130,35,125,0
