index,geo_code,gender,0_4_years,10_14_years,15_19_years,20_24_years,25_29_years,30_34_years,35_39_years,40_44_years,45_49_years,50_54_years,55_59_years,60_64_years,65_69_years,70_74_years,75_79_years,80_84_years,85_89_years,90_94_years,95_99_years,100_years
858,35250238,female,30,30,25,20,35,35,40,25,25,20,25,25,20,10,5,5,0,0,0,0
859,35250238,male,30,25,25,35,30,30,25,30,25,45,35,25,10,5,5,5,5,0,0,0
860,35250239,female,10,20,20,15,15,15,15,15,10,10,10,15,5,5,5,10,0,0,0,0
861,35250239,male,10,30,20,15,15,10,5,15,15,20,15,5,10,10,5,5,0,0,0,0
862,35250240,female,20,20,10,25,25,25,15,15,25,20,25,25,20,5,5,5,0,5,0,0
863,35250240,male,25,5,15,25,25,35,5,15,20,25,25,15,15,10,5,0,0,0,5,0
864,35250241,female,5,5,10,5,5,10,5,5,10,15,10,10,5,5,15,5,10,0,0,0
865,35250241,male,5,5,10,15,10,5,5,10,10,10,10,15,5,5,10,5,5,0,0,0
866,35250242,female,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
867,35250242,male,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
868,35250243,female,40,35,35,45,40,25,35,50,55,50,45,50,20,30,25,25,5,5,0,0
869,35250243,male,40,35,40,30,40,25,15,45,25,50,35,40,15,20,15,15,10,0,0,0
870,35250248,female,20,20,30,20,35,20,25,20,25,35,35,40,35,25,20,20,5,0,0,0
871,35250248,male,15,15,30,30,25,15,25,15,25,40,20,35,30,30,15,10,5,0,0,0
872,35250249,female,5,5,0,5,15,10,10,10,15,30,25,30,25,25,20,25,15,10,0,0
873,35250249,male,5,5,10,15,5,15,5,15,15,20,15,20,15,25,15,10,10,0,0,5
874,35250250,female,5,10,10,10,5,15,10,15,20,20,25,20,10,20,5,10,5,5,0,0
875,35250250,male,10,10,20,20,10,20,10,15,20,20,25,20,15,10,10,5,5,0,0,0
876,35250251,female,15,10,5,15,15,20,5,15,20,10,20,15,10,5,0,5,5,0,0,0
877,35250251,male,5,5,5,15,20,20,10,10,10,20,15,5,10,10,5,5,0,0,0,0
878,35250254,female,15,15,10,20,10,30,20,15,15,30,25,30,25,20,10,15,10,5,0,0
879,35250254,male,20,10,20,25,15,30,15,20,20,35,25,30,25,25,20,10,5,5,0,0
880,35250255,female,10,10,10,20,20,20,5,10,20,15,20,20,30,15,15,10,10,5,0,0
881,35250255,male,15,10,5,10,15,15,15,15,25,25,15,20,15,15,15,10,10,0,0,0
882,35250256,female,10,20,30,5,20,15,20,20,20,20,20,25,35,15,25,25,15,10,0,0
883,35250256,male,10,15,10,15,15,10,15,15,20,20,25,15,15,10,20,15,5,5,0,0
884,35250257,female,5,10,5,10,15,10,10,20,10,20,35,15,35,30,20,15,15,10,0,0
885,35250257,male,5,10,5,15,15,10,15,20,20,15,25,30,25,20,15,10,10,5,0,0
886,35250258,female,5,10,10,10,5,15,15,15,20,25,30,35,45,45,40,40,25,15,0,0
887,35250258,male,10,10,5,10,10,15,15,20,15,20,35,10,25,35,30,15,15,5,0,0
888,35250259,female,15,15,15,10,20,15,20,15,15,20,20,20,15,10,15,10,10,0,0,0
889,35250259,male,15,10,10,5,15,15,15,15,20,20,15,15,10,15,15,5,10,5,0,0
890,35250260,female,5,15,10,10,15,15,10,5,20,15,20,25,30,25,40,40,30,5,0,0
891,35250260,male,5,10,5,20,10,20,5,10,15,15,10,20,20,15,25,15,10,0,0,0
892,35250261,female,5,10,10,10,15,5,20,10,15,20,30,25,30,20,15,15,5,0,0,0
893,35250261,male,15,15,5,10,5,10,10,20,20,10,20,15,20,10,15,5,0,0,0,0
894,35250262,female,10,10,15,20,10,10,15,20,20,30,20,25,25,35,55,35,45,30,5,0
895,35250262,male,10,10,10,15,15,10,15,10,15,30,20,20,15,25,25,30,25,5,5,0
896,35250263,female,10,10,30,25,20,15,20,30,30,40,45,35,35,15,20,15,10,5,0,5
897,35250263,male,10,25,35,40,30,10,20,30,30,35,35,30,25,15,20,10,15,0,0,0
898,35250264,female,5,5,15,15,10,0,5,15,15,20,15,25,15,10,15,5,0,5,0,0
899,35250264,male,5,15,10,20,15,5,5,5,15,15,20,15,10,15,10,5,0,5,0,0
900,35250265,female,5,10,20,20,10,10,10,10,15,15,20,25,25,15,10,10,5,0,0,0
901,35250265,male,5,10,15,5,15,15,10,10,20,10,20,20,20,15,5,5,0,0,0,0
902,35250266,female,10,0,5,5,10,10,5,15,10,15,10,20,20,10,15,5,10,5,0,0
903,35250266,male,10,5,10,5,5,10,10,5,10,15,5,10,15,10,10,5,5,0,0,0
904,35250267,female,10,15,15,10,10,15,10,15,25,15,15,25,15,5,15,10,5,0,0,0
905,35250267,male,5,15,15,15,15,10,5,15,25,15,30,20,10,5,10,10,5,5,0,0
906,35250269,female,5,5,0,10,5,5,5,10,5,10,15,5,10,10,10,5,5,0,0,0
907,35250269,male,0,10,5,10,10,0,5,5,5,15,15,10,5,5,5,5,5,5,0,0
908,35250270,female,0,5,10,5,5,0,10,10,20,15,10,15,15,15,5,5,5,0,0,0
909,35250270,male,0,10,10,10,5,5,0,5,5,15,5,5,15,15,15,10,0,0,0,0
910,35250271,female,0,5,10,10,15,5,10,5,15,15,5,15,15,15,15,10,0,0,0,0
911,35250271,male,10,5,15,10,5,10,15,10,10,20,10,10,15,10,15,10,5,0,0,0
912,35250272,female,5,5,10,10,5,5,0,10,10,10,10,15,45,25,15,35,10,10,0,0
913,35250272,male,5,10,10,10,10,5,5,10,10,10,10,15,20,20,15,10,10,5,0,0
914,35250273,female,5,10,5,15,10,15,5,10,10,15,10,20,10,15,10,15,5,0,0,0
915,35250273,male,5,5,10,15,5,5,10,20,5,10,15,15,15,10,15,10,5,0,0,0
916,35250274,female,40,30,25,30,40,45,45,35,35,30,35,35,30,15,20,5,5,0,0,0
917,35250274,male,30,30,20,40,30,40,30,25,25,30,25,30,25,25,10,5,0,0,0,0
918,35250275,female,10,15,20,10,15,15,10,10,20,20,20,10,10,10,10,10,5,5,5,0
919,35250275,male,15,15,15,25,15,15,15,15,10,20,20,20,10,5,10,5,5,5,0,0
920,35250276,female,10,15,15,15,25,20,20,15,25,35,30,15,15,15,10,5,10,5,0,0
921,35250276,male,20,10,20,20,25,25,20,15,25,35,20,25,15,5,15,5,0,5,0,0
922,35250277,female,15,15,5,20,20,15,10,10,15,15,15,10,15,10,10,10,0,0,0,0
923,35250277,male,15,10,15,10,20,10,15,5,10,20,20,10,10,10,5,0,0,0,0,0
924,35250278,female,5,10,15,10,10,10,15,5,10,15,20,20,10,5,10,5,5,0,0,0
925,35250278,male,10,15,15,20,15,10,5,15,15,15,15,15,10,10,5,10,0,0,0,0
926,35250279,female,5,20,20,10,20,25,15,20,25,20,30,35,35,25,20,10,5,0,0,0
927,35250279,male,15,10,20,20,25,20,20,25,25,20,20,20,20,20,15,15,5,0,5,0
928,35250280,female,5,15,10,10,20,5,10,15,20,15,15,25,10,15,15,10,0,0,0,0
929,35250280,male,5,15,20,20,5,10,15,10,10,20,15,20,10,10,5,5,5,0,0,0
930,35250281,female,25,10,15,20,20,20,10,15,35,15,15,15,15,10,5,0,0,0,0,0
931,35250281,male,20,25,15,15,20,20,20,15,15,20,20,15,15,5,5,0,0,0,0,0
932,35250282,female,10,15,20,15,25,15,15,15,15,15,25,25,20,5,20,5,5,0,0,0
933,35250282,male,20,10,20,20,20,25,10,15,10,25,30,20,15,10,5,10,10,0,0,0
934,35250283,female,10,15,15,20,15,20,15,20,30,20,25,25,15,20,20,10,10,5,0,0
935,35250283,male,10,15,20,30,15,10,15,10,20,35,25,15,20,15,15,10,5,5,0,0
936,35250284,female,5,15,10,5,5,5,15,10,15,15,15,10,15,15,10,5,5,0,0,0
937,35250284,male,5,10,10,15,15,5,15,15,15,15,15,10,10,15,5,10,5,0,0,0
938,35250285,female,10,30,20,15,25,20,25,35,35,30,20,45,30,15,30,20,10,0,0,0
939,35250285,male,25,30,15,25,25,25,15,20,30,30,35,20,20,20,20,10,5,0,0,0
940,35250286,female,5,5,10,10,10,10,10,5,5,15,15,20,20,20,10,5,0,5,0,0
941,35250286,male,10,10,5,5,10,10,10,5,5,10,0,15,20,15,15,5,0,0,0,0
942,35250287,female,15,10,20,30,10,15,20,20,25,25,40,30,20,20,15,0,5,0,0,0
943,35250287,male,15,15,25,20,20,15,15,15,20,30,35,25,25,20,15,10,5,5,0,0
944,35250288,female,5,10,10,5,15,10,15,15,15,15,10,15,20,15,10,15,5,0,0,0
945,35250288,male,15,10,15,10,15,15,20,10,15,5,15,5,20,10,15,5,5,0,0,0
946,35250289,female,15,10,15,15,15,20,10,20,20,30,20,20,30,15,25,35,45,25,10,0
947,35250289,male,10,15,20,20,15,20,15,15,25,30,25,20,25,15,15,15,10,5,5,5
948,35250290,female,10,15,20,25,15,15,15,20,15,25,35,35,20,10,10,5,5,0,0,0
949,35250290,male,10,15,15,15,25,15,25,15,20,15,30,30,25,15,15,5,5,0,0,0
950,35250291,female,30,25,35,45,30,40,40,40,45,40,45,30,25,15,10,5,5,0,0,0
951,35250291,male,30,35,35,40,20,25,50,45,40,45,40,35,15,20,10,5,0,0,5,0
952,35250293,female,25,25,25,15,25,30,25,15,30,40,40,35,35,25,30,15,20,5,0,0
953,35250293,male,15,20,30,25,30,35,25,15,30,30,40,30,35,15,15,25,5,5,0,0
954,35250294,female,10,5,10,15,15,5,10,25,10,15,20,20,15,5,10,10,20,15,5,0
955,35250294,male,5,10,5,20,10,15,10,20,15,15,15,10,15,10,5,5,5,5,0,5
956,35250295,female,10,5,10,15,10,10,5,10,15,15,25,20,15,5,0,0,0,5,0,0
957,35250295,male,10,5,10,15,10,10,10,10,10,10,20,10,10,10,5,5,0,0,0,0
958,35250296,female,5,10,15,15,10,10,10,10,15,15,20,30,30,25,5,0,5,0,0,0
959,35250296,male,5,10,5,15,15,5,5,10,15,15,20,20,25,25,10,5,0,0,0,0
960,35250297,female,10,20,15,15,10,10,15,10,25,20,20,25,30,20,10,10,5,0,0,0
961,35250297,male,10,20,25,15,20,15,10,10,20,25,20,20,20,30,15,10,5,0,0,0
962,35250298,female,5,15,10,25,15,15,10,10,25,30,35,25,20,10,10,5,5,5,0,0
963,35250298,male,5,15,25,25,15,15,10,5,20,20,40,25,25,5,5,5,0,5,0,0
964,35250299,female,10,10,10,15,15,15,15,10,20,25,25,35,35,15,5,5,5,5,0,0
965,35250299,male,10,20,20,25,10,15,10,10,15,25,20,40,30,15,10,5,5,0,0,0
966,35250300,female,15,25,20,20,20,15,25,20,30,45,35,35,35,20,20,5,0,0,5,0
967,35250300,male,15,30,10,30,20,25,20,20,30,30,35,30,30,25,25,10,5,5,0,0
968,35250302,female,5,5,5,10,10,0,10,10,10,15,20,20,30,20,10,10,5,0,0,0
969,35250302,male,10,5,10,15,10,10,10,10,15,5,10,20,15,15,15,5,5,0,0,0
970,35250303,female,10,5,10,15,5,10,10,10,20,15,25,25,35,25,15,5,10,5,0,0
971,35250303,male,0,5,15,10,10,15,15,10,10,15,20,20,30,30,25,10,5,0,0,0
972,35250304,female,10,15,20,10,10,10,20,15,20,15,20,15,20,15,20,10,5,0,0,0
973,35250304,male,15,20,15,15,20,15,15,20,25,25,20,10,20,15,20,5,5,0,0,0
974,35250305,female,10,5,15,25,15,10,20,15,20,15,20,25,25,15,10,10,5,0,0,0
975,35250305,male,20,20,20,15,10,20,15,15,25,10,25,25,20,10,10,5,5,5,0,0
976,35250306,female,20,10,10,10,10,15,10,15,15,20,15,5,15,10,10,5,10,5,0,0
977,35250306,male,10,15,10,10,10,15,15,10,15,20,20,10,5,10,5,5,5,0,0,0
978,35250307,female,10,15,25,15,15,15,15,20,20,25,25,20,15,15,10,20,25,10,5,5
979,35250307,male,15,25,15,25,20,25,15,15,25,30,25,25,15,10,10,5,5,5,0,0
980,35250308,female,20,25,30,30,35,35,25,40,40,50,40,25,25,15,5,5,5,0,0,0
981,35250308,male,25,25,25,40,30,25,20,35,30,40,25,25,20,20,10,5,0,5,0,0
982,35250309,female,0,10,10,20,15,5,10,10,15,20,15,15,10,5,10,0,0,0,0,0
983,35250309,male,5,15,10,25,20,5,10,5,5,15,15,15,10,5,5,5,0,0,0,0
984,35250310,female,0,10,15,10,10,5,10,15,20,15,15,20,20,5,0,0,0,0,0,0
985,35250310,male,5,20,15,20,10,10,10,15,10,20,15,15,25,15,0,5,0,0,0,0
986,35250311,female,15,15,20,20,15,15,20,25,30,25,15,15,15,10,10,5,0,0,0,0
987,35250311,male,15,25,25,15,20,10,20,25,25,25,15,20,10,10,5,0,0,0,0,0
988,35250312,female,10,5,10,10,5,10,15,5,10,20,25,20,5,5,10,5,0,0,0,0
989,35250312,male,15,5,10,15,10,15,15,10,5,20,25,15,20,5,0,5,0,0,0,0
990,35250313,female,10,15,20,15,10,10,15,20,30,25,45,50,30,15,5,15,5,0,0,0
991,35250313,male,15,20,10,20,15,10,20,20,30,25,35,35,45,30,15,10,5,5,0,0
992,35250315,female,5,5,5,0,5,20,5,10,20,25,30,50,70,60,45,40,30,10,0,0
993,35250315,male,5,0,5,5,10,10,5,5,5,20,30,25,40,40,30,30,15,5,0,0
994,35250316,female,15,20,15,15,30,30,20,30,35,25,30,25,20,20,5,5,5,0,0,0
995,35250316,male,25,15,15,15,20,30,20,30,20,20,25,20,15,15,10,5,0,0,0,0
996,35250317,female,10,10,15,15,20,10,15,10,25,30,30,25,15,5,0,5,0,0,0,0
997,35250317,male,10,10,15,20,20,20,25,10,15,20,25,25,20,10,5,0,0,0,0,0
998,35250318,female,0,5,5,0,0,5,0,0,5,5,5,10,0,5,0,0,0,0,0,0
999,35250318,male,0,0,0,5,5,0,5,0,5,5,10,0,0,5,0,5,0,0,0,0
1000,35250319,female,15,10,10,15,25,20,15,10,25,15,15,10,10,5,0,0,5,5,0,0
1001,35250319,male,20,5,10,20,20,20,15,10,20,20,10,15,5,5,0,0,5,0,0,0
1002,35250320,female,10,15,10,15,15,10,20,20,15,10,15,15,20,10,15,15,0,0,0,0
1003,35250320,male,15,15,20,20,25,15,10,10,15,20,15,10,20,20,5,5,5,0,0,0
1004,35250321,female,10,10,10,5,10,10,10,10,10,10,25,10,5,15,5,10,0,5,5,0
1005,35250321,male,10,5,5,5,15,15,15,10,10,20,15,10,10,10,10,5,5,0,5,0
1006,35250322,female,5,5,10,5,15,15,10,15,15,25,25,15,15,10,10,5,5,0,0,0
1007,35250322,male,5,10,5,15,10,5,10,10,10,20,25,20,15,10,5,5,5,0,0,0
1008,35250323,female,10,5,15,20,10,10,20,20,20,25,25,20,20,10,5,5,5,10,0,0
1009,35250323,male,10,15,25,15,10,15,15,25,15,35,20,15,10,10,0,5,5,0,0,0
1010,35250324,female,50,50,50,30,30,35,35,40,25,25,15,25,15,15,10,5,5,5,0,0
1011,35250324,male,50,55,55,25,10,15,20,20,20,10,25,10,10,15,10,0,5,0,0,0
1012,35250326,female,15,25,15,5,20,10,10,20,10,15,10,10,10,5,0,5,0,0,0,0
1013,35250326,male,5,15,20,10,15,15,15,5,5,15,15,5,5,10,0,0,0,0,0,0
1014,35250327,female,35,30,35,30,25,35,35,30,15,30,30,10,10,5,5,0,0,0,0,0
1015,35250327,male,40,40,40,25,30,20,20,20,20,25,15,20,10,0,5,5,0,0,0,0
1016,35250328,female,10,5,20,15,10,10,20,15,15,20,15,15,10,5,5,5,0,0,0,0
1017,35250328,male,5,5,10,10,15,5,20,5,15,20,15,15,15,10,5,0,0,0,0,0
1018,35250329,female,10,10,15,25,20,15,15,20,20,20,15,20,15,5,10,5,5,0,0,0
1019,35250329,male,25,5,15,15,15,25,15,15,20,20,20,10,20,5,5,10,5,0,0,0
1020,35250330,female,10,10,10,20,25,15,15,10,10,25,15,15,10,5,20,10,5,0,0,0
1021,35250330,male,5,15,15,25,15,10,10,10,5,10,15,10,10,10,5,5,0,0,0,0
1022,35250331,female,10,15,20,10,20,15,15,15,20,15,10,5,0,10,5,5,0,0,0,0
1023,35250331,male,20,30,20,20,5,10,15,10,10,20,5,10,5,0,5,5,0,0,0,0
1024,35250332,female,15,10,20,20,15,10,20,15,10,30,25,20,30,10,10,10,5,5,0,0
1025,35250332,male,10,5,10,15,20,15,20,20,15,20,20,30,25,10,5,5,5,5,0,0
1026,35250333,female,15,10,15,20,15,20,20,15,25,30,30,25,10,20,10,10,10,5,0,0
1027,35250333,male,15,15,15,15,30,20,10,15,20,40,40,20,15,10,5,5,0,5,0,0
1028,35250334,female,10,10,10,15,25,20,5,15,20,25,20,20,15,10,10,10,5,10,0,0
1029,35250334,male,15,10,15,10,15,30,10,10,30,30,20,15,10,10,10,10,0,10,0,0
1030,35250335,female,5,5,10,10,15,10,10,10,10,20,20,15,15,10,10,5,5,5,0,0
1031,35250335,male,10,5,10,15,20,10,10,5,15,25,30,15,15,10,5,0,5,0,0,0
1032,35250336,female,10,10,15,20,15,15,15,10,20,25,30,15,15,10,10,10,10,5,0,0
1033,35250336,male,10,15,10,15,25,15,10,15,20,20,30,25,10,5,10,10,5,0,0,0
1034,35250337,female,10,10,15,20,30,20,20,20,20,45,35,35,45,20,15,15,15,5,0,0
1035,35250337,male,15,10,10,30,25,25,35,25,25,25,35,25,20,15,15,10,5,0,0,0
1036,35250338,female,20,15,15,40,30,35,20,20,20,30,30,40,35,15,10,10,5,0,0,0
1037,35250338,male,15,10,10,30,35,15,20,15,25,25,35,30,25,15,5,5,5,5,0,0
1038,35250339,female,10,10,15,10,15,20,20,20,20,20,30,15,20,5,10,5,5,5,0,0
1039,35250339,male,10,15,15,20,20,25,20,15,25,25,20,20,10,10,5,5,5,0,0,0
1040,35250340,female,5,5,10,0,5,10,5,10,10,15,15,5,10,5,5,0,0,5,0,0
1041,35250340,male,5,10,10,15,10,0,10,5,10,20,10,10,10,5,5,0,0,0,0,0
1042,35250341,female,10,5,5,25,15,25,20,15,25,25,40,25,25,15,15,10,5,5,5,0
1043,35250341,male,15,10,15,20,30,25,25,15,10,30,30,30,20,20,10,5,5,0,0,0
1044,35250342,female,15,20,20,25,20,30,15,10,20,25,15,15,10,5,10,0,5,0,0,0
1045,35250342,male,25,15,20,20,10,30,15,10,15,20,20,15,5,5,10,5,0,0,0,0
1046,35250343,female,10,10,5,10,15,15,10,15,15,25,25,20,10,15,10,10,5,5,0,0
1047,35250343,male,15,15,15,15,20,20,10,15,25,25,20,15,15,10,10,10,0,0,0,0
1048,35250344,female,10,10,10,10,20,15,10,20,15,25,20,15,15,10,10,5,10,5,0,0
1049,35250344,male,5,15,15,20,15,20,10,15,15,15,25,25,20,5,5,5,5,5,0,0
1050,35250345,female,15,10,10,10,15,10,15,10,15,15,15,20,5,5,5,5,10,5,0,0
1051,35250345,male,10,10,5,15,20,15,10,10,15,10,20,10,10,5,5,5,0,5,0,0
1052,35250346,female,10,10,10,10,20,15,20,5,20,20,25,15,10,0,5,5,5,0,0,0
1053,35250346,male,20,5,10,10,15,20,20,10,10,20,20,15,5,0,5,5,5,0,0,0
1054,35250347,female,10,5,5,10,15,15,10,10,10,25,20,20,15,10,10,5,0,5,0,0
1055,35250347,male,20,5,5,15,20,15,15,15,25,20,20,20,10,10,10,5,0,0,0,0
1056,35250348,female,10,15,15,20,15,15,10,10,15,35,25,10,15,15,10,15,15,5,0,0
1057,35250348,male,5,10,20,20,20,15,10,5,20,35,25,20,15,10,10,10,5,0,0,0
1058,35250349,female,15,10,20,15,15,10,10,15,15,25,25,20,15,5,5,5,0,0,0,0
1059,35250349,male,10,15,15,25,15,15,5,10,5,20,15,15,15,5,0,0,5,0,0,0
1060,35250350,female,15,10,10,25,25,20,10,20,15,25,35,15,10,15,15,15,5,5,0,0
1061,35250350,male,15,10,10,25,30,30,15,10,15,25,25,20,10,15,20,5,10,0,0,0
1062,35250351,female,5,10,0,10,5,5,10,10,10,10,15,20,20,30,10,15,15,5,0,0
1063,35250351,male,5,5,5,10,5,10,5,15,10,15,10,5,15,15,10,5,5,0,0,0
1064,35250352,female,15,10,15,15,35,25,20,15,20,25,20,15,20,5,10,15,5,5,0,0
1065,35250352,male,15,15,10,20,20,15,25,15,20,15,20,15,10,5,5,10,0,0,0,0
1066,35250353,female,20,15,10,15,20,20,15,15,15,30,25,30,30,20,10,10,5,0,0,0
1067,35250353,male,10,15,15,15,20,15,15,10,20,20,30,15,20,15,10,0,5,5,0,0
1068,35250354,female,15,10,10,15,15,15,20,10,15,30,40,25,10,15,10,10,5,5,0,0
1069,35250354,male,10,10,5,25,20,20,10,10,10,20,25,20,20,15,5,15,5,5,0,0
1070,35250355,female,15,15,10,10,20,20,20,15,10,20,25,25,10,15,15,15,20,5,0,0
1071,35250355,male,15,15,20,20,15,20,10,15,15,20,30,20,20,5,10,15,5,5,0,0
1072,35250356,female,10,10,15,15,15,15,20,20,20,35,20,25,20,10,10,15,10,5,0,0
1073,35250356,male,20,15,25,20,20,10,15,20,25,30,30,25,15,10,10,5,5,0,0,0
1074,35250357,female,10,10,15,10,15,25,15,25,15,20,25,15,15,5,10,10,0,0,0,0
1075,35250357,male,20,10,10,10,20,20,15,25,15,20,25,10,10,5,5,10,5,0,0,0
1076,35250358,female,15,5,5,10,15,20,15,10,15,30,25,25,15,15,15,15,5,10,0,0
1077,35250358,male,15,15,10,15,20,25,20,20,15,20,25,20,10,10,5,5,10,5,0,0
1078,35250359,female,15,10,10,10,30,20,5,15,15,15,15,25,15,10,10,5,10,0,0,0
1079,35250359,male,10,5,10,10,25,20,10,10,20,10,25,20,10,10,5,5,0,0,0,0
1080,35250360,female,15,10,15,15,30,20,10,10,20,20,25,10,15,5,5,5,10,5,0,0
1081,35250360,male,10,0,10,10,35,15,20,10,20,15,20,25,10,10,5,10,5,0,0,0
1082,35250361,female,15,10,5,15,20,20,20,15,10,20,25,15,15,15,5,10,10,5,0,0
1083,35250361,male,10,10,10,15,25,20,15,15,15,15,20,20,15,10,5,5,0,0,0,0
1084,35250362,female,15,10,5,15,25,20,15,15,15,15,15,25,15,10,5,5,5,5,0,0
1085,35250362,male,10,10,15,20,25,20,15,15,25,15,15,5,10,10,5,0,0,0,0,0
1086,35250363,female,10,10,5,10,25,15,15,15,15,15,20,10,10,10,5,5,5,0,5,0
1087,35250363,male,10,5,10,15,20,20,15,10,15,15,25,15,5,5,10,5,5,0,0,0
1088,35250364,female,0,5,5,5,10,5,10,10,5,10,10,10,5,5,0,0,5,0,0,0
1089,35250364,male,5,5,5,10,5,20,5,5,15,15,5,5,5,5,5,0,0,0,0,0
1090,35250365,female,15,5,15,25,35,30,40,25,30,25,45,45,60,35,20,20,10,10,0,0
1091,35250365,male,15,10,10,15,45,25,25,30,25,35,25,30,35,25,15,10,10,0,0,0
1092,35250366,female,25,15,15,30,35,35,20,25,35,20,35,20,20,10,10,10,10,0,0,0
1093,35250366,male,20,5,10,35,50,40,25,10,25,30,30,25,20,15,5,5,0,0,0,0
1094,35250367,female,20,15,15,20,15,20,25,15,15,15,20,15,15,5,10,0,5,0,0,0
1095,35250367,male,15,20,15,20,35,25,20,20,15,20,25,15,10,5,0,5,5,0,0,0
1096,35250368,female,10,15,15,20,30,25,20,10,15,25,25,20,15,10,5,5,5,5,0,0
1097,35250368,male,15,5,10,20,30,20,20,20,10,20,20,10,10,15,0,5,0,0,0,0
1098,35250369,female,15,10,15,15,15,25,10,10,15,20,20,25,10,5,10,10,5,5,0,0
1099,35250369,male,10,10,20,20,10,30,10,15,15,25,20,20,15,5,5,5,5,5,0,0
1100,35250370,female,10,10,10,10,20,15,20,15,15,20,20,15,5,5,5,0,0,0,0,0
1101,35250370,male,10,10,5,20,15,15,15,5,15,20,15,15,10,5,10,0,0,0,0,0
1102,35250371,female,15,10,5,15,40,20,15,10,10,20,20,15,15,10,5,5,5,0,0,0
1103,35250371,male,20,10,15,5,25,25,15,20,5,20,20,15,20,5,10,10,5,0,0,0
1104,35250372,female,15,5,10,10,30,20,15,5,20,30,25,20,10,10,10,5,5,5,0,0
1105,35250372,male,10,10,15,10,30,20,10,15,20,25,25,10,10,5,5,10,5,0,0,0
1106,35250373,female,10,10,10,10,15,15,10,10,20,20,15,25,15,5,10,0,0,5,0,0
1107,35250373,male,10,10,5,10,15,15,15,10,20,20,20,15,15,5,5,5,5,0,0,0
1108,35250374,female,20,10,10,15,25,15,15,20,10,20,30,25,15,10,0,5,10,5,0,0
1109,35250374,male,15,5,10,20,15,15,15,15,15,20,25,20,15,5,5,5,0,0,0,0
1110,35250375,female,15,10,10,15,20,30,15,15,15,20,25,25,15,5,10,5,5,0,0,0
1111,35250375,male,10,20,10,25,15,20,20,20,15,25,30,10,10,5,5,5,0,0,0,0
1112,35250376,female,10,5,10,10,15,15,15,20,20,20,20,20,10,15,5,5,5,5,0,0
1113,35250376,male,20,10,10,10,15,20,15,15,15,25,25,10,5,5,5,5,5,0,0,0
1114,35250377,female,15,15,10,15,15,20,25,15,30,20,15,25,10,15,10,5,10,5,5,0
1115,35250377,male,10,15,20,25,20,25,15,20,20,25,25,15,15,5,10,5,10,0,0,0
1116,35250378,female,5,10,10,15,20,20,15,15,15,25,25,15,15,5,5,5,5,5,0,0
1117,35250378,male,15,5,5,20,15,10,20,20,15,20,15,15,10,10,5,5,0,0,0,0
1118,35250379,female,5,10,10,5,5,5,10,15,10,15,10,25,15,10,10,10,10,5,0,0
1119,35250379,male,10,5,10,10,5,10,5,5,10,10,15,15,15,10,5,5,10,0,0,0
1120,35250380,female,10,10,15,15,15,20,15,15,15,20,25,15,10,5,0,5,5,5,0,0
1121,35250380,male,15,20,5,15,15,15,10,10,10,20,15,20,15,5,5,0,5,5,0,0
1122,35250381,female,10,10,5,15,15,15,10,10,15,30,20,20,15,5,10,5,5,5,0,0
1123,35250381,male,10,10,25,10,15,10,10,10,15,20,15,10,10,15,10,5,5,0,0,0
1124,35250382,female,15,15,10,10,15,15,20,15,20,15,30,15,15,5,10,5,5,0,0,0
1125,35250382,male,15,10,20,15,25,25,10,20,15,20,15,15,15,10,5,0,5,0,0,0
1126,35250383,female,20,10,10,30,30,20,20,25,20,10,20,15,15,15,15,15,5,5,0,0
1127,35250383,male,10,20,10,30,25,35,25,25,20,15,15,15,10,5,10,10,0,5,0,0
1128,35250384,female,15,15,15,25,20,15,5,15,15,10,10,10,10,5,5,0,5,0,0,0
1129,35250384,male,10,10,30,45,25,15,15,15,20,20,10,15,5,5,5,0,0,0,0,0
1130,35250385,female,15,5,15,20,15,20,15,15,20,15,20,20,10,10,5,5,0,0,0,0
1131,35250385,male,20,10,15,30,15,10,15,15,15,15,25,15,10,5,5,0,5,5,0,0
1132,35250387,female,5,15,20,20,10,10,10,5,15,20,25,20,15,10,5,10,0,5,0,0
1133,35250387,male,10,10,20,20,10,10,10,5,15,20,15,25,20,10,0,10,0,0,0,0
1134,35250388,female,20,25,15,10,15,15,15,25,25,20,15,25,10,10,0,5,5,0,0,0
1135,35250388,male,20,10,20,15,10,10,25,15,30,15,20,10,25,5,0,0,0,0,0,0
1136,35250389,female,5,10,10,10,20,20,10,15,10,15,15,10,15,10,0,5,5,0,0,0
1137,35250389,male,10,10,10,10,10,15,10,25,15,10,15,10,10,5,5,5,0,5,0,0
1138,35250390,female,15,5,15,20,25,40,25,20,10,20,20,10,15,5,5,0,0,0,0,0
1139,35250390,male,10,5,10,10,25,20,30,10,15,20,15,15,10,10,5,0,0,0,0,0
1140,35250391,female,10,0,0,20,55,45,30,15,10,15,15,5,10,5,5,10,5,0,0,0
1141,35250391,male,15,5,0,15,30,50,20,10,10,15,15,15,15,10,10,0,0,5,0,0
1142,35250392,female,15,10,10,30,30,30,15,15,15,25,15,15,15,10,0,5,5,0,0,0
1143,35250392,male,15,10,10,10,35,25,20,10,20,20,20,15,10,5,5,5,0,0,0,0
