index,geo_code,gender,0_4_years,10_14_years,15_19_years,20_24_years,25_29_years,30_34_years,35_39_years,40_44_years,45_49_years,50_54_years,55_59_years,60_64_years,65_69_years,70_74_years,75_79_years,80_84_years,85_89_years,90_94_years,95_99_years,100_years
280,35240477,female,15,30,25,25,15,5,20,30,35,30,25,20,20,5,20,10,5,5,0,0
281,35240477,male,10,30,30,20,5,10,15,30,25,35,20,15,25,10,10,5,5,0,0,0
282,35240478,female,10,5,15,15,10,5,5,10,15,15,20,15,15,5,5,5,0,5,0,0
283,35240478,male,10,5,10,15,10,5,10,5,15,10,10,15,15,0,5,0,0,0,0,0
284,35240479,female,5,10,5,5,0,5,10,10,10,5,10,15,15,40,30,15,15,5,5,0
285,35240479,male,5,5,10,5,5,5,5,15,10,5,5,5,20,15,15,5,0,5,0,0
286,35240480,female,25,35,30,35,20,30,35,40,45,35,30,15,15,30,15,20,5,5,0,0
287,35240480,male,30,35,40,35,20,20,25,25,25,35,20,10,20,10,10,10,10,5,0,0
288,35240481,female,15,10,15,15,10,15,10,20,15,20,20,15,15,5,10,5,5,5,0,0
289,35240481,male,15,15,10,15,10,15,15,10,20,20,20,15,5,10,10,5,5,0,0,0
290,35240482,female,15,25,20,15,20,15,20,20,35,35,30,25,25,30,20,15,10,0,0,0
291,35240482,male,10,20,25,35,20,20,20,15,25,25,25,30,25,20,10,15,10,0,0,0
292,35240483,female,10,15,5,15,15,15,10,20,20,25,25,25,35,10,20,20,35,40,15,5
293,35240483,male,15,15,10,20,10,15,10,20,15,20,20,20,15,20,20,10,15,10,5,5
294,35240484,female,30,25,35,35,55,65,40,35,50,50,45,25,25,15,10,0,5,0,0,0
295,35240484,male,30,35,35,45,55,55,50,45,40,50,30,30,15,15,10,5,5,0,5,0
296,35240485,female,10,15,10,15,0,5,10,15,10,15,10,15,20,15,10,0,0,0,0,0
297,35240485,male,10,15,10,15,10,5,15,10,15,10,15,15,15,15,10,0,0,5,0,0
298,35240486,female,15,10,15,20,10,10,10,30,25,25,30,20,30,15,20,10,0,0,0,0
299,35240486,male,20,20,30,30,10,15,10,20,20,20,30,15,30,20,15,5,5,0,0,0
300,35240487,female,5,10,5,5,5,5,5,20,10,10,15,5,5,15,5,0,0,0,0,0
301,35240487,male,10,10,5,5,5,5,10,10,20,5,15,5,10,10,5,0,5,0,0,0
302,35240488,female,45,30,25,20,50,55,60,70,55,45,40,20,20,10,10,5,0,0,0,0
303,35240488,male,40,50,40,30,35,65,60,55,55,40,35,25,15,20,5,5,0,0,0,0
304,35240489,female,20,10,10,20,5,20,25,20,10,25,5,10,25,15,10,10,0,0,0,0
305,35240489,male,10,15,10,15,5,10,20,15,15,15,10,10,10,20,5,10,0,0,0,0
306,35240490,female,5,5,10,5,5,15,10,5,15,10,10,5,5,10,5,5,0,5,0,0
307,35240490,male,10,10,5,10,5,20,15,5,15,5,10,5,5,5,5,0,0,0,0,0
308,35240491,female,15,15,20,15,15,5,20,20,25,20,20,20,30,10,15,15,30,20,5,0
309,35240491,male,15,20,25,15,10,15,10,25,25,20,20,10,30,15,10,5,15,10,5,0
310,35240492,female,10,20,15,10,20,30,20,25,15,25,25,25,15,15,5,0,0,0,0,0
311,35240492,male,25,10,20,25,20,20,25,15,15,25,25,15,5,10,5,0,0,0,0,0
312,35240493,female,10,5,10,10,10,20,10,10,15,20,20,25,35,40,65,60,45,20,0,0
313,35240493,male,5,5,5,10,15,10,5,15,10,20,15,20,20,30,25,45,30,10,0,0
314,35240494,female,5,10,20,25,10,10,10,15,25,30,20,15,10,20,5,5,0,0,0,0
315,35240494,male,15,20,15,15,15,5,10,10,20,25,15,20,10,10,10,5,0,0,0,0
316,35240495,female,15,15,15,15,10,15,15,10,15,25,15,15,25,35,45,15,10,0,0,0
317,35240495,male,15,15,25,15,10,10,10,20,15,25,15,10,15,30,15,10,5,5,0,0
318,35240496,female,10,25,20,5,5,5,15,30,10,15,15,15,15,20,15,0,0,0,0,0
319,35240496,male,10,20,25,10,5,5,10,25,20,20,15,15,15,15,15,5,5,0,0,0
320,35240497,female,10,20,15,15,5,5,15,15,15,25,25,10,15,15,5,5,0,0,0,0
321,35240497,male,15,15,20,20,5,5,10,20,20,15,35,10,10,10,10,0,5,0,0,0
322,35240498,female,10,10,15,10,10,5,10,10,15,20,20,10,15,15,5,10,0,0,0,0
323,35240498,male,5,20,15,10,5,10,5,10,15,20,10,10,15,10,5,10,0,0,0,0
324,35240499,female,5,15,5,15,0,5,10,20,10,25,10,10,5,5,5,0,5,0,0,0
325,35240499,male,5,15,10,10,5,5,10,10,15,15,20,10,5,5,5,0,0,0,0,0
326,35240501,female,10,5,10,10,5,10,5,10,10,15,10,0,10,5,10,5,0,0,0,0
327,35240501,male,10,15,5,5,5,5,10,10,5,10,10,10,10,5,5,5,5,0,0,0
328,35240503,female,5,15,10,15,5,10,15,20,20,25,15,10,15,10,5,5,5,0,0,0
329,35240503,male,5,15,15,20,15,10,15,20,10,20,25,15,15,10,10,5,0,0,0,0
330,35240504,female,25,5,10,15,10,15,10,20,20,25,15,10,10,10,10,10,5,0,0,0
331,35240504,male,15,10,10,15,10,15,10,15,20,15,15,10,5,5,10,5,5,0,0,0
332,35240505,female,15,30,30,25,20,15,20,30,25,20,15,15,10,10,10,15,5,0,0,0
333,35240505,male,20,30,20,25,15,10,15,20,20,25,15,20,10,10,5,10,5,0,0,0
334,35240506,female,15,5,15,10,10,15,20,15,20,15,20,10,10,10,10,10,5,0,0,0
335,35240506,male,20,10,15,15,10,10,15,15,15,25,20,10,0,10,10,5,5,0,0,0
336,35240507,female,20,5,15,15,10,15,5,20,20,25,15,25,15,15,10,15,5,5,0,0
337,35240507,male,10,10,20,15,10,15,15,15,20,30,10,25,25,10,15,10,5,0,0,0
338,35240508,female,25,20,20,20,15,20,25,25,30,40,30,20,15,10,15,10,10,5,0,0
339,35240508,male,15,30,25,25,25,20,30,25,25,30,25,25,15,15,0,10,5,0,0,0
340,35240509,female,20,20,15,15,10,20,25,20,25,30,30,25,25,20,35,50,75,45,10,0
341,35240509,male,15,15,20,10,10,10,15,20,20,30,30,20,15,10,15,15,40,30,10,5
342,35240512,female,5,5,5,5,15,10,10,10,5,15,20,20,15,15,10,10,10,5,0,0
343,35240512,male,5,5,5,15,10,10,5,15,15,10,15,10,10,10,5,5,5,0,5,0
344,35240513,female,10,5,5,10,15,10,15,15,15,20,20,15,35,20,10,5,10,5,0,0
345,35240513,male,15,5,10,15,10,10,15,20,10,15,15,15,15,5,10,10,0,0,0,0
346,35240516,female,5,15,20,20,10,10,15,15,20,25,25,25,20,15,10,15,5,5,0,0
347,35240516,male,5,25,30,15,5,15,15,15,20,25,30,25,20,20,15,10,10,0,0,0
348,35240517,female,20,10,10,15,10,10,25,10,15,20,20,10,20,10,15,5,5,0,0,0
349,35240517,male,15,10,20,15,0,10,25,20,10,25,15,10,15,10,10,5,5,0,0,0
350,35240518,female,15,20,15,10,10,20,20,25,35,20,20,20,10,15,20,15,5,10,0,0
351,35240518,male,20,20,15,20,15,15,15,25,25,30,25,25,15,5,15,10,10,0,0,0
352,35240519,female,10,15,5,10,5,15,10,15,20,20,15,10,20,5,5,10,5,5,0,0
353,35240519,male,15,10,15,15,5,10,10,10,25,20,20,10,15,10,5,10,5,0,0,0
354,35240520,female,15,10,25,20,15,20,20,25,25,40,35,30,25,15,20,15,5,0,0,0
355,35240520,male,15,20,25,20,15,15,25,15,20,35,35,25,20,20,10,15,10,5,0,0
356,35240521,female,15,20,20,20,10,15,10,25,30,25,25,30,20,15,15,15,5,0,0,0
357,35240521,male,20,25,25,10,10,10,10,20,40,25,20,20,15,15,15,10,0,0,0,0
358,35240522,female,5,15,10,5,10,5,15,15,15,25,20,10,15,25,10,10,0,0,0,0
359,35240522,male,5,15,10,15,10,5,10,10,20,20,25,15,15,15,10,10,5,5,0,0
360,35240523,female,15,15,15,15,10,10,5,20,15,15,20,20,15,20,15,5,0,0,0,0
361,35240523,male,10,10,10,20,10,5,10,15,10,20,25,15,10,15,10,5,10,0,0,0
362,35240524,female,10,10,20,15,10,5,10,15,20,35,15,15,20,15,5,5,10,5,0,0
363,35240524,male,15,20,20,15,10,5,10,10,20,25,15,20,20,15,10,5,5,0,0,0
364,35240525,female,5,30,20,25,5,10,5,20,30,40,30,15,20,15,15,10,5,0,0,0
365,35240525,male,10,25,25,20,15,5,5,15,25,20,25,20,15,15,15,15,5,0,0,0
366,35240526,female,5,5,5,10,5,5,5,10,10,10,15,10,10,5,10,5,0,0,0,0
367,35240526,male,10,0,15,10,5,5,5,10,5,5,10,10,5,10,10,10,0,5,0,0
368,35240528,female,10,20,10,10,20,15,20,10,15,20,10,15,5,5,5,0,0,0,0,0
369,35240528,male,10,15,20,15,15,15,15,15,15,25,15,5,10,5,5,5,0,0,0,0
370,35240529,female,20,25,15,15,15,20,15,15,25,15,30,10,15,5,5,5,0,0,0,0
371,35240529,male,15,10,20,10,10,20,10,15,20,20,25,15,5,10,5,0,5,0,0,0
372,35240530,female,10,10,5,20,5,20,10,10,15,20,20,15,25,5,5,5,0,0,0,0
373,35240530,male,15,5,15,15,10,15,15,10,10,15,15,20,20,10,5,5,0,0,0,0
374,35240531,female,10,15,15,15,10,10,15,15,15,25,15,20,20,5,5,0,0,0,0,0
375,35240531,male,5,15,25,25,5,15,10,15,15,20,10,15,20,10,5,0,0,0,0,0
376,35240532,female,20,20,40,40,55,60,30,40,45,60,50,40,25,25,15,10,5,0,0,0
377,35240532,male,25,20,25,35,50,70,40,45,40,40,50,35,30,15,10,5,5,0,0,0
378,35240533,female,10,10,5,15,10,15,10,20,5,10,15,15,5,10,5,0,0,0,0,0
379,35240533,male,20,5,15,15,5,10,20,5,10,10,15,10,10,10,5,0,0,0,0,0
380,35240534,female,20,25,5,15,15,25,15,15,20,10,20,10,5,5,0,5,0,0,0,0
381,35240534,male,20,20,15,15,25,15,25,20,25,5,15,10,10,5,5,5,0,0,0,0
382,35240535,female,10,15,10,10,10,20,10,15,20,25,20,15,15,5,10,10,5,0,0,0
383,35240535,male,5,15,20,15,10,10,15,10,15,25,30,20,10,5,5,5,5,0,0,0
384,35240536,female,10,5,5,20,30,30,20,15,20,30,25,25,30,20,20,25,10,0,0,0
385,35240536,male,20,10,15,25,30,35,20,10,15,15,20,25,20,20,15,15,10,0,5,0
386,35240537,female,25,10,15,20,30,40,30,15,20,20,10,15,10,10,0,5,0,5,0,0
387,35240537,male,25,10,10,15,35,40,35,15,10,15,20,10,5,5,10,0,5,0,0,0
388,35240538,female,35,35,45,40,40,40,60,45,40,35,45,25,15,15,5,5,5,0,0,0
389,35240538,male,25,50,30,40,35,35,35,35,25,35,25,30,15,5,5,5,0,0,0,0
390,35240539,female,15,15,10,15,35,35,25,25,35,40,40,30,30,30,15,0,5,5,0,0
391,35240539,male,15,5,20,25,40,30,25,20,25,30,15,25,15,15,15,10,5,0,0,0
392,35240540,female,10,15,20,10,5,10,10,20,15,20,20,15,15,10,10,0,0,0,0,0
393,35240540,male,15,15,10,15,10,10,10,25,10,15,15,15,15,20,0,5,5,0,0,0
394,35240541,female,10,10,15,10,5,10,20,10,20,15,25,20,5,5,5,5,5,0,0,0
395,35240541,male,10,25,15,15,10,10,15,10,20,15,25,15,5,5,5,0,0,0,0,0
396,35240542,female,5,5,10,15,15,15,20,10,10,30,25,25,25,20,5,15,10,5,0,0
397,35240542,male,10,5,5,10,15,15,10,10,10,15,25,20,20,10,15,5,5,0,5,0
398,35240543,female,0,10,20,20,10,10,10,10,20,25,35,15,25,15,15,15,10,0,0,0
399,35240543,male,10,10,25,15,10,5,10,10,15,15,30,15,15,20,15,15,5,5,0,0
400,35240544,female,10,30,25,20,15,15,10,25,20,45,25,25,15,10,5,0,0,5,0,0
401,35240544,male,10,25,30,30,25,10,10,15,15,25,25,15,10,5,0,5,0,0,0,0
402,35240545,female,35,30,30,40,15,25,45,35,35,50,40,25,35,20,10,5,5,0,0,0
403,35240545,male,35,45,35,25,15,25,30,40,35,50,40,25,25,15,15,5,5,0,0,0
404,35240546,female,20,15,15,15,45,50,35,20,20,20,20,20,10,15,10,5,0,5,0,0
405,35240546,male,30,25,20,15,35,35,35,25,15,20,25,20,15,10,10,5,0,5,0,0
406,35240590,female,20,15,15,30,40,35,30,25,35,35,45,45,35,30,35,40,35,30,10,5
407,35240590,male,20,20,20,25,35,45,25,30,25,40,35,30,35,40,20,15,20,5,5,0
408,35240591,female,20,20,25,35,55,45,40,35,40,40,30,40,35,25,30,15,10,5,0,0
409,35240591,male,30,30,10,40,45,55,40,40,50,45,40,25,25,15,10,15,5,5,0,0
410,35240592,female,60,60,60,90,95,100,75,70,60,65,70,45,40,35,20,10,5,5,0,0
411,35240592,male,70,60,40,70,115,95,60,75,55,60,55,40,40,30,10,10,5,0,0,0
412,35240593,female,20,35,45,40,35,30,40,45,35,65,55,55,55,25,30,35,20,25,15,5
413,35240593,male,25,20,40,50,30,35,30,40,55,60,50,30,50,40,20,25,15,0,0,0
414,35240594,female,25,30,40,30,35,35,30,25,40,35,20,20,15,5,15,5,5,0,0,0
415,35240594,male,30,35,45,35,35,40,35,20,30,40,25,30,15,10,5,10,5,0,0,0
416,35240595,female,20,15,35,20,20,25,20,30,30,40,40,40,40,45,40,40,25,10,0,0
417,35240595,male,10,20,25,25,25,15,30,25,25,40,25,35,25,25,25,15,20,0,0,0
418,35240596,female,15,0,5,15,20,25,15,20,30,40,50,60,100,110,100,75,100,50,15,5
419,35240596,male,15,10,10,25,25,25,20,15,25,30,40,40,65,55,60,65,60,30,0,0
420,35240598,female,25,25,30,50,80,60,55,75,70,80,80,110,110,100,105,80,50,20,0,0
421,35240598,male,40,30,35,30,65,55,60,70,55,65,60,70,75,60,65,55,25,10,5,0
422,35240641,female,5,10,25,20,5,10,15,15,25,25,30,20,10,5,5,0,0,0,0,0
423,35240641,male,15,30,20,20,10,15,10,20,20,30,30,25,15,10,5,0,0,0,0,0
424,35240642,female,10,15,15,10,5,5,5,20,20,15,25,20,15,20,5,0,0,0,0,0
425,35240642,male,10,15,20,15,15,10,5,10,15,15,20,20,20,10,5,10,0,0,0,0
426,35240643,female,5,20,25,25,10,15,15,25,15,30,50,20,15,10,10,5,0,5,0,0
427,35240643,male,5,20,25,15,15,10,10,15,30,30,45,25,20,15,10,5,0,0,0,0
428,35240644,female,10,15,15,20,15,5,15,20,20,30,25,20,15,15,10,10,5,0,0,0
429,35240644,male,5,20,20,15,15,10,10,15,10,25,30,20,15,20,5,10,5,5,0,0
430,35240645,female,0,20,10,20,10,5,10,15,20,25,20,15,20,0,15,10,25,10,5,5
431,35240645,male,10,15,20,15,10,5,10,15,20,30,30,15,15,15,10,5,5,5,0,0
432,35240647,female,15,15,20,20,15,15,10,15,35,45,35,30,25,15,15,10,5,5,0,0
433,35240647,male,15,15,15,20,10,10,20,10,25,35,40,30,30,20,15,5,10,0,0,0
434,35240648,female,15,20,30,15,30,40,30,30,25,45,30,25,20,10,10,10,0,0,0,0
435,35240648,male,25,20,25,25,25,35,30,20,25,20,15,15,10,15,5,5,5,0,0,0
436,35240649,female,20,15,15,25,15,20,30,25,20,30,25,15,10,5,5,0,0,0,0,0
437,35240649,male,20,25,20,25,10,20,25,25,15,30,20,10,10,10,0,0,0,0,0,0
438,35240650,female,15,30,30,25,5,20,30,25,30,35,30,25,25,10,5,5,5,0,0,0
439,35240650,male,30,30,30,35,25,15,25,30,35,30,30,20,20,10,5,5,0,0,0,0
440,35240651,female,15,10,20,10,15,15,10,25,30,35,20,10,10,20,10,5,0,0,0,0
441,35240651,male,15,15,20,15,10,15,10,20,20,25,25,15,10,5,10,5,0,0,0,0
442,35240654,female,10,30,40,15,5,0,10,35,50,30,20,15,15,5,10,5,0,0,5,0
443,35240654,male,5,40,35,25,5,5,10,20,50,30,20,20,15,10,5,0,5,0,0,0
444,35240655,female,15,35,45,30,15,15,20,35,45,50,45,50,70,70,50,25,15,0,0,0
445,35240655,male,15,35,40,40,20,5,15,25,40,60,40,35,45,65,55,20,20,0,0,0
446,35240656,female,10,15,15,20,5,5,15,15,10,30,20,15,5,10,5,0,0,0,0,0
447,35240656,male,5,15,20,15,5,5,10,10,15,20,20,15,15,0,5,0,0,0,0,0
448,35240659,female,30,30,25,25,30,45,40,40,35,55,45,15,15,10,10,5,5,0,0,0
449,35240659,male,20,35,30,25,30,25,25,25,20,30,20,20,10,5,5,5,5,0,0,0
450,35240660,female,10,15,20,10,10,20,20,25,35,30,25,25,15,10,5,5,5,5,0,0
451,35240660,male,10,25,20,20,15,15,15,25,20,20,25,10,10,10,10,0,0,0,0,0
452,35240661,female,5,15,20,15,10,10,10,20,25,30,20,20,15,5,5,5,5,0,0,0
453,35240661,male,15,20,25,25,10,5,15,10,20,30,25,20,10,5,5,0,0,5,0,0
454,35240662,female,30,25,25,30,70,95,70,60,65,60,65,75,105,90,90,95,135,100,20,0
455,35240662,male,30,40,25,25,55,75,70,60,45,45,45,45,65,70,70,60,85,50,15,0
456,35240663,female,5,20,25,30,10,10,15,10,25,25,30,10,15,10,0,5,0,5,0,0
457,35240663,male,5,15,20,25,15,5,15,10,20,20,35,10,10,10,5,0,0,0,0,0
458,35240664,female,10,20,30,25,10,10,15,20,25,30,35,30,30,20,10,5,0,0,0,0
459,35240664,male,10,20,25,25,15,10,10,15,20,35,30,20,30,15,10,5,5,0,0,0
460,35240665,female,10,15,30,15,15,5,10,15,25,30,25,10,10,10,10,5,0,0,0,0
461,35240665,male,10,25,20,20,5,0,5,10,25,20,30,15,10,10,5,5,5,0,0,0
462,35240666,female,20,25,45,25,40,35,35,45,55,40,35,40,20,35,20,10,5,5,0,0
463,35240666,male,15,25,30,25,35,35,25,45,40,30,25,20,15,15,10,10,0,0,0,0
464,35240667,female,25,35,40,20,10,15,25,40,45,35,20,15,5,5,5,0,0,0,0,0
465,35240667,male,25,50,25,20,5,10,20,45,40,30,25,10,10,0,10,5,0,0,0,0
466,35240668,female,15,20,20,20,15,15,20,25,30,30,10,10,5,5,0,5,0,0,0,0
467,35240668,male,15,30,20,15,10,10,20,15,30,25,15,10,5,5,5,0,0,0,0,0
468,35240669,female,50,45,35,20,20,40,60,65,60,35,20,10,5,5,0,0,5,0,0,0
469,35240669,male,55,65,45,25,20,30,55,55,65,40,20,20,0,0,0,0,0,0,0,0
470,35240670,female,30,25,15,10,15,30,30,40,35,20,10,15,5,5,0,0,0,0,0,0
471,35240670,male,35,35,30,20,15,15,35,40,25,25,15,5,10,5,5,0,5,0,0,0
472,35240671,female,15,30,20,15,10,25,30,45,40,30,15,5,10,5,5,0,0,0,0,0
473,35240671,male,25,35,30,20,0,20,35,40,40,20,15,10,5,10,0,0,0,0,0,0
474,35240672,female,25,55,40,20,10,10,35,80,55,25,20,10,10,5,5,5,0,0,0,0
475,35240672,male,15,65,30,20,5,15,30,50,60,30,20,10,5,5,5,0,0,0,0,0
476,35240673,female,15,15,10,10,15,20,30,35,15,15,5,10,5,0,5,0,0,0,0,0
477,35240673,male,20,20,15,10,15,10,15,35,15,15,5,10,5,5,0,0,0,0,0,0
478,35240674,female,15,60,30,10,10,15,35,65,45,25,20,10,15,10,0,0,0,0,0,0
479,35240674,male,25,55,25,10,5,5,20,60,55,25,20,5,10,10,5,5,0,0,0,0
480,35240675,female,40,70,35,20,10,40,45,75,65,35,20,25,15,20,10,0,0,0,0,0
481,35240675,male,40,70,45,25,20,25,40,80,75,30,20,15,20,15,10,5,5,0,0,0
482,35240676,female,25,55,25,30,35,50,35,60,55,35,20,10,20,10,10,5,0,0,0,0
483,35240676,male,30,50,25,35,35,40,30,50,60,25,20,10,5,5,5,5,0,0,0,0
484,35240677,female,15,25,15,5,5,10,25,30,30,25,10,0,10,0,5,0,0,0,0,0
485,35240677,male,25,25,20,15,5,10,20,25,30,20,10,5,10,0,5,0,0,0,0,0
486,35240678,female,40,40,40,30,70,70,55,60,55,50,45,40,50,50,40,25,10,5,0,0
487,35240678,male,35,40,30,20,55,75,35,50,45,50,35,35,45,30,25,25,15,0,0,0
488,35240679,female,25,40,15,15,25,25,50,40,35,20,15,15,20,10,15,15,40,25,15,5
489,35240679,male,40,40,30,5,25,20,35,40,35,25,15,10,15,10,10,5,10,10,5,0
490,35240680,female,25,20,20,35,85,75,60,50,40,30,35,20,20,10,10,5,0,0,0,0
491,35240680,male,25,35,30,35,60,75,50,50,40,35,20,10,10,15,0,5,0,0,0,0
492,35240681,female,20,20,10,10,15,30,40,20,15,15,10,15,10,5,5,20,20,10,0,0
493,35240681,male,25,15,20,10,15,15,30,40,20,15,10,10,5,10,5,10,15,10,0,0
494,35240682,female,25,25,20,15,35,35,30,35,25,35,20,25,15,5,10,5,5,5,0,0
495,35240682,male,20,25,30,15,15,30,35,35,25,20,20,15,5,15,5,5,0,0,0,0
496,35240683,female,20,30,25,15,10,20,25,35,35,40,25,20,15,15,10,0,5,0,0,0
497,35240683,male,25,25,25,20,10,15,25,35,30,40,25,10,20,5,5,10,0,0,0,0
498,35240684,female,0,5,5,15,30,50,25,25,20,15,25,30,25,20,10,15,10,0,0,0
499,35240684,male,10,0,0,10,30,45,25,20,15,25,10,15,15,5,5,5,5,0,0,0
500,35240685,female,65,70,40,20,30,45,80,105,65,30,20,10,15,15,10,5,5,0,0,0
501,35240685,male,60,65,35,15,20,30,60,80,85,30,20,15,10,15,5,5,0,5,0,0
502,35240686,female,40,95,80,25,10,35,35,90,95,35,15,20,10,5,5,5,0,0,0,0
503,35240686,male,35,90,55,25,10,20,35,70,85,55,20,15,10,5,5,5,0,0,0,0
504,35240756,female,20,30,35,15,10,20,40,50,40,20,5,5,10,5,0,0,0,0,0,0
505,35240756,male,30,45,30,10,15,15,30,45,50,15,5,5,5,5,0,0,0,0,0,0
506,35240757,female,25,35,25,10,15,20,30,40,40,25,10,15,5,5,0,0,0,0,0,0
507,35240757,male,20,45,30,10,5,15,25,40,35,30,10,10,5,0,5,5,0,0,0,0
508,35240758,female,25,50,40,30,10,15,30,50,55,50,30,25,40,20,5,10,5,0,0,0
509,35240758,male,15,50,45,35,15,10,25,40,55,40,35,20,25,15,15,5,0,0,0,0
510,35240759,female,10,25,20,20,0,5,5,20,25,30,20,20,25,20,20,10,5,0,0,0
511,35240759,male,10,20,20,15,10,0,10,15,20,25,30,20,20,20,25,20,5,0,0,0
512,35240780,female,30,60,50,30,10,30,60,60,55,40,35,30,20,20,10,5,0,0,0,0
513,35240780,male,25,45,40,25,20,25,40,45,45,30,25,25,25,15,10,10,0,0,0,0
514,35240782,female,20,35,30,25,15,25,30,30,35,50,15,20,20,10,5,5,5,0,0,0
515,35240782,male,20,35,45,25,20,25,25,20,40,35,20,15,15,10,5,0,0,5,0,0
516,35240783,female,5,10,10,5,10,0,5,10,10,15,20,20,15,10,10,5,5,0,0,0
517,35240783,male,5,10,20,15,5,0,5,10,10,15,15,25,10,15,5,10,5,0,0,0
518,35240785,female,20,35,60,25,15,15,15,50,45,55,35,30,15,10,5,5,0,0,0,0
519,35240785,male,15,50,35,40,15,15,15,25,35,55,50,20,25,15,5,0,0,0,0,0
520,35240807,female,20,15,20,35,35,45,40,30,25,40,45,35,35,25,20,15,5,10,0,0
521,35240807,male,15,25,15,15,25,35,35,25,30,25,35,30,30,15,20,10,10,0,0,0
522,35240808,female,5,0,0,15,20,10,15,15,5,20,30,45,50,55,65,75,40,20,0,0
523,35240808,male,5,5,0,10,15,15,10,10,10,15,35,20,35,30,45,40,40,10,5,0
524,35240809,female,0,0,0,0,0,0,0,0,0,5,5,5,10,5,15,20,40,20,5,5
525,35240809,male,0,0,0,5,0,0,5,0,5,5,5,5,5,10,5,10,20,5,5,0
526,35240898,female,85,95,105,75,60,100,120,155,140,140,95,45,30,25,25,25,30,35,5,0
527,35240898,male,110,105,125,90,80,80,110,125,130,145,95,55,40,25,25,15,15,5,10,0
528,35240903,female,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
529,35240903,male,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
530,35240904,female,45,50,45,45,50,60,55,50,65,55,55,40,45,30,25,15,5,0,0,0
531,35240904,male,45,35,40,50,45,60,55,60,55,65,45,40,25,25,25,15,5,0,0,0
532,35250030,female,10,5,5,10,10,10,10,10,10,20,20,25,10,10,5,10,0,0,0,0
533,35250030,male,5,10,15,15,15,5,15,10,10,25,20,15,10,10,5,5,5,5,0,0
534,35250031,female,0,15,10,15,5,10,15,10,20,25,5,15,15,15,15,15,15,5,0,0
535,35250031,male,10,10,10,10,15,10,10,15,20,20,15,15,15,5,10,10,0,0,0,0
536,35250032,female,15,15,20,20,15,10,15,15,25,25,40,15,15,10,10,5,5,0,0,0
537,35250032,male,10,20,35,20,15,15,15,20,20,25,35,20,20,15,10,5,5,0,0,0
538,35250033,female,15,15,15,25,5,10,15,20,25,20,30,25,35,25,10,5,0,0,0,0
539,35250033,male,15,15,20,20,10,10,15,15,20,30,25,25,20,20,10,5,0,0,0,0
540,35250034,female,20,15,20,25,25,25,30,20,20,30,35,25,10,15,5,5,10,0,5,0
541,35250034,male,20,25,20,15,20,25,25,25,20,25,25,25,15,5,5,5,5,5,5,0
542,35250035,female,10,10,10,10,15,10,15,10,10,10,20,15,10,10,5,10,5,5,0,0
543,35250035,male,10,15,10,20,15,15,10,10,15,20,10,10,15,10,5,5,5,0,0,0
544,35250036,female,25,15,15,10,15,20,25,20,20,20,30,30,15,10,5,5,5,0,0,0
545,35250036,male,15,20,15,15,15,15,25,20,20,15,25,20,20,10,5,0,0,0,0,0
546,35250037,female,5,15,15,20,20,10,10,15,15,20,25,25,25,5,10,10,5,5,0,0
547,35250037,male,20,15,15,15,15,10,10,15,15,15,30,25,20,10,5,10,0,0,0,0
548,35250038,female,5,5,5,10,25,10,20,15,25,25,25,25,25,30,35,40,25,25,5,0
549,35250038,male,10,10,10,15,20,10,15,20,25,35,20,20,15,20,20,15,10,10,0,0
550,35250039,female,5,0,10,10,25,15,10,10,15,15,20,20,30,15,30,35,25,10,5,0
551,35250039,male,0,5,5,5,10,10,5,10,15,25,15,10,20,20,10,15,10,5,0,0
552,35250040,female,10,10,15,10,10,20,20,15,10,35,15,25,20,15,10,10,0,5,0,0
553,35250040,male,25,20,15,15,5,10,15,10,10,15,15,15,10,15,5,10,0,0,0,0
554,35250041,female,5,5,5,15,15,15,10,5,15,10,15,15,25,15,5,20,5,0,5,0
555,35250041,male,10,0,5,10,10,10,15,10,10,15,10,20,10,15,10,5,5,0,0,0
556,35250042,female,5,5,5,10,5,10,5,5,10,10,5,10,15,5,5,0,5,0,0,0
557,35250042,male,5,5,5,5,10,10,5,5,10,15,10,15,10,5,5,5,0,0,0,0
558,35250043,female,0,20,15,15,15,15,10,25,15,20,30,25,30,15,15,15,15,5,0,0
559,35250043,male,10,10,10,20,10,15,10,10,25,10,25,30,25,20,10,15,0,0,0,0
560,35250044,female,5,10,5,5,5,5,20,10,15,25,20,15,15,15,10,5,0,0,0,0
561,35250044,male,10,15,15,20,5,10,10,15,15,15,15,15,15,10,10,5,0,0,0,0
562,35250045,female,10,10,5,15,35,20,10,15,5,10,20,10,5,10,15,0,5,0,0,0
563,35250045,male,10,0,10,15,35,25,15,10,10,15,10,10,15,0,10,5,5,0,0,0
564,35250046,female,10,20,15,20,10,15,15,20,15,25,20,20,20,15,10,5,5,5,0,0
565,35250046,male,15,15,15,10,15,5,10,15,20,10,15,25,20,5,10,5,5,5,0,0
566,35250047,female,10,20,15,15,5,10,5,15,15,30,25,25,30,30,20,10,15,0,0,0
567,35250047,male,5,10,15,20,5,10,5,15,10,30,15,20,25,25,15,5,10,5,0,0
568,35250048,female,5,5,15,15,0,5,10,10,10,15,10,20,5,5,10,5,5,0,0,0
