,geo_code,1 to 4 rooms,5 rooms,6 rooms,7 rooms,8 or more rooms
859,35250712,15,30,40,25,45
860,35250713,50,15,25,40,25
861,35250714,70,20,30,50,40
862,35250715,80,15,35,25,55
863,35250716,130,25,10,20,70
864,35250717,65,35,45,40,70
865,35250718,90,25,20,10,65
866,35250719,70,35,15,20,50
867,35250720,105,45,30,20,60
868,35250721,110,10,20,35,55
869,35250724,70,10,30,10,90
870,35250725,25,10,10,20,95
871,35250726,75,30,35,50,60
872,35250727,10,10,25,15,40
873,35250728,25,30,60,45,50
874,35250729,65,55,45,10,50
875,35250730,250,20,50,20,20
876,35250731,150,70,35,20,30
877,35250732,25,0,25,25,85
878,35250733,20,15,25,30,140
879,35250734,105,45,35,20,75
880,35250735,10,30,20,60,70
881,35250736,15,10,25,65,95
882,35250737,15,15,60,45,55
883,35250738,20,25,35,35,85
884,35250739,50,35,30,45,65
885,35250740,40,55,45,60,45
886,35250741,30,40,65,60,40
887,35250742,20,35,35,45,85
888,35250743,35,20,65,30,40
889,35250744,80,50,55,40,80
890,35250745,30,70,35,15,40
891,35250746,15,50,45,30,35
892,35250747,45,15,35,25,30
893,35250748,30,40,50,20,45
894,35250749,40,55,15,15,50
895,35250750,55,45,40,40,50
896,35250753,30,35,50,25,50
897,35250754,10,40,50,25,55
898,35250755,30,35,35,35,40
899,35250756,20,40,55,30,55
900,35250757,55,65,40,35,35
901,35250758,40,40,50,20,20
902,35250759,40,35,60,35,20
903,35250760,45,50,40,20,50
904,35250761,55,45,80,20,15
905,35250762,120,50,45,20,40
906,35250763,55,35,55,50,30
907,35250764,25,35,60,50,35
908,35250765,45,60,45,35,35
909,35250766,40,75,40,35,40
910,35250767,25,70,20,25,30
911,35250768,25,70,55,15,20
912,35250769,65,50,30,30,45
913,35250770,185,35,20,10,10
914,35250771,55,50,65,35,20
915,35250772,50,60,40,25,20
916,35250773,65,40,40,30,50
917,35250774,30,55,55,30,25
918,35250775,40,50,50,40,40
919,35250776,40,25,50,30,30
920,35250777,80,25,80,10,35
921,35250778,40,30,65,35,30
922,35250779,50,60,15,10,35
923,35250780,45,30,50,25,30
924,35250781,55,50,50,35,15
925,35250782,45,45,35,15,45
926,35250783,75,35,65,40,25
927,35250784,20,55,45,40,40
928,35250785,30,40,55,60,40
929,35250786,25,25,45,60,45
930,35250787,25,70,105,70,60
931,35250788,50,50,45,15,65
932,35250789,20,15,35,45,105
933,35250790,10,25,50,55,95
934,35250791,0,35,20,75,50
935,35250792,65,25,35,40,50
936,35250793,20,20,20,50,75
937,35250798,40,10,20,20,45
938,35250799,35,30,35,35,25
939,35250800,40,25,50,20,60
940,35250801,165,140,85,25,50
941,35250802,55,40,30,45,40
942,35250803,15,50,45,35,30
943,35250804,90,160,165,165,325
944,35250805,15,65,110,95,130
945,35250806,10,0,15,25,75
946,35250807,20,60,60,60,160
947,35250810,10,30,60,65,175
948,35250812,10,0,15,50,85
949,35250813,10,25,35,35,95
950,35250814,0,10,25,30,110
951,35250815,55,95,90,110,225
952,35250826,65,35,55,40,140
953,35250827,10,20,25,20,55
954,35250828,20,15,20,15,50
955,35250829,90,15,25,60,65
956,35250830,85,45,40,25,40
957,35250831,255,190,55,45,60
958,35250832,105,50,15,0,0
959,35250833,0,0,15,20,85
960,35250834,0,0,20,60,70
961,35250835,25,30,35,30,60
962,35250836,35,30,50,40,30
963,35250843,25,45,75,75,150
964,35250845,750,130,50,25,20
965,35250846,560,70,25,10,15
966,35250847,210,45,10,10,0
967,35250848,165,60,55,35,95
968,35250849,10,35,100,85,180
969,35250850,280,65,30,65,60
970,35250851,720,205,65,40,35
971,35250852,500,245,90,15,20
972,35250853,325,95,30,20,0
973,35250854,440,65,15,0,0
974,35250855,350,70,10,10,25
975,35250857,0,40,50,75,45
976,35250859,110,15,35,50,85
977,35250860,40,85,130,115,220
978,35250861,0,10,20,50,70
979,35250862,0,20,25,35,130
980,35250863,10,10,15,25,75
981,35250864,65,10,30,15,95
982,35250865,40,25,25,25,95
983,35250866,10,10,25,25,110
984,35250867,0,0,10,25,130
985,35250868,0,10,0,35,80
986,35250869,10,0,10,25,140
987,35250870,25,10,40,30,180
988,35250871,0,15,10,40,110
989,35250872,10,15,20,20,180
990,35250873,0,15,50,40,145
991,35250874,10,20,15,30,150
992,35250875,10,25,55,35,120
993,35250876,10,15,15,25,70
994,35250877,0,15,30,15,110
995,35250878,0,20,30,25,100
996,35250879,80,45,30,30,105
997,35250880,85,35,30,20,65
998,35250881,165,35,30,35,35
999,35250882,75,45,50,35,130
1000,35250883,10,30,45,50,75
1001,35250884,0,15,30,55,80
1002,35250885,0,0,10,15,140
1003,35250886,10,10,15,35,110
1004,35250887,0,15,25,35,155
1005,35250888,0,10,10,45,120
1006,35250889,10,30,45,50,65
1007,35250890,0,0,15,0,105
1008,35250891,0,0,10,10,120
1009,35250892,70,155,275,180,260
1010,35250893,10,0,35,15,120
1011,35250894,0,10,20,30,115
1012,35250895,0,15,55,20,115
1013,35250896,15,15,15,35,90
1014,35250897,0,0,55,50,90
1015,35250898,10,0,25,20,105
1016,35250899,0,15,30,25,100
1017,35250900,0,0,10,40,65
1018,35250901,0,10,45,25,105
1019,35250902,15,15,25,35,95
1020,35250903,25,15,20,65,110
1021,35250904,10,10,25,55,115
1022,35250905,40,30,10,25,115
1023,35250906,10,15,25,35,90
1024,35250907,10,25,10,20,75
1025,35250908,15,20,20,25,100
1026,35250909,35,45,120,115,240
1027,35250910,15,30,60,60,260
1028,35250911,15,15,20,30,115
1029,35250912,0,25,20,45,115
1030,35250913,10,95,40,35,90
1031,35250914,20,20,35,40,85
1032,35250918,245,250,275,185,145
1033,35250919,0,20,45,35,115
1034,35250920,15,40,60,105,205
1035,35250921,15,30,60,65,120
1036,35250922,10,25,50,30,130
1037,35250923,15,20,20,40,65
1038,35250924,10,0,35,30,80
1039,35250925,0,20,40,50,100
1040,35250928,10,0,25,30,95
1041,35250929,10,15,35,45,130
1042,35250930,0,30,30,50,110
1043,35250931,10,0,45,35,135
1044,35250932,50,85,35,15,50
1045,35250933,0,20,30,20,95
1046,35250934,0,15,25,30,75
1047,35250935,125,115,125,95,75
1048,35250936,0,10,20,30,95
1049,35250937,30,10,55,70,210
1050,35250938,15,30,35,45,140
1051,35250939,15,10,35,25,135
1052,35250940,0,20,30,30,95
1053,35250941,20,35,40,30,155
1054,35250942,20,35,20,30,75
1055,35250943,10,30,50,90,165
1056,35250944,20,10,25,45,75
1057,35250945,10,30,15,45,130
1058,35250946,35,40,25,20,95
1059,35250947,20,40,45,25,110
1060,35250948,0,60,65,65,215
1061,35250949,0,0,25,40,85
1062,35250950,0,10,30,45,70
1063,35250951,0,0,35,50,90
1064,35250952,45,95,230,175,200
1065,35250953,60,20,20,25,25
1066,35250954,30,15,20,45,70
1067,35250955,75,45,15,10,0
1068,35250956,460,10,10,10,15
1069,35250957,70,55,30,35,45
1070,35250958,95,30,30,10,60
1071,35250959,95,35,0,10,65
1072,35250960,70,10,20,40,35
1073,35250961,70,10,15,30,60
1074,35250962,170,25,30,25,50
1075,35250963,1050,365,105,15,20
1076,35250964,65,45,45,40,100
1077,35250965,85,15,40,30,20
1078,35250966,x,x,x,x,x
1079,35250967,10,20,35,55,70
1080,35250968,10,25,30,25,70
1081,35250969,15,15,35,45,75
1082,35250970,175,25,20,10,0
1083,35250971,15,10,35,35,75
1084,35250972,10,30,15,20,90
1085,35250973,10,20,25,40,65
1086,35250974,0,15,30,20,70
1087,35250975,0,0,35,30,75
1088,35250976,10,10,25,10,65
1089,35250978,50,85,175,135,290
1090,35250980,0,0,25,35,50
1091,35250981,45,60,100,120,340
1092,35250982,115,55,25,25,10
1093,35250983,0,0,20,45,80
1094,35250985,0,20,50,45,240
1095,35250986,10,15,30,25,345
1096,35250987,10,25,60,105,90
1097,35250988,20,60,95,90,70
1098,35250989,20,75,100,85,80
1099,35250990,70,35,30,20,80
1100,35250991,25,30,40,45,110
1101,35250992,10,10,15,35,80
1102,35250993,0,0,10,20,30
1103,35250994,50,60,90,65,110
1104,35250995,465,175,130,55,45
1105,35250996,15,45,65,105,180
1106,35250997,70,140,150,100,115
1107,35250998,10,25,30,35,125
1108,35250999,0,10,25,55,255
1109,35251000,10,10,10,20,70
1110,35251001,0,10,10,20,120
1111,35251002,15,15,55,40,65
1112,35251003,0,20,45,25,55
1113,35251004,20,50,45,35,55
1114,35251005,0,25,20,30,205
1115,35251006,10,15,35,75,180
1116,35251007,35,70,55,45,125
1117,35251008,0,10,15,20,105
1118,35251009,25,45,75,65,115
1119,35251010,10,25,25,35,110
1120,35251011,0,35,25,45,95
1121,35251012,0,10,25,30,105
1122,35251013,10,30,60,20,150
1123,35251014,0,10,15,10,70
1124,35251015,10,15,25,50,125
1125,35251016,0,15,30,50,75
1126,35251017,10,10,35,45,55
1127,35251018,35,45,55,55,65
1128,35251019,10,10,10,20,90
1129,35251020,20,45,75,60,100
1130,35251021,10,40,55,65,75
1131,35251022,20,60,100,155,255
1132,35251023,15,50,50,25,160
1133,35251024,10,55,70,70,165
1134,35251025,130,95,30,15,40
1135,35251026,10,10,65,80,85
1136,35260307,15,15,25,65,175
1137,35260309,25,50,50,65,295
1138,35260310,10,10,25,25,90
1139,35260311,30,55,80,80,145
1140,35260313,25,40,40,50,70
1141,35260314,10,0,15,40,130
1142,35260315,20,35,30,15,70
1143,35260316,60,45,35,30,65
1144,35260317,10,10,25,60,70
1145,35260318,10,15,45,25,95
1146,35260319,25,15,30,35,60
1147,35260320,10,30,25,40,55
1148,35260321,220,75,25,10,30
1149,35260322,50,30,45,50,55
1150,35260323,40,35,30,25,110
1151,35260324,50,65,35,60,95
1152,35260325,135,35,30,10,25
1153,35260326,10,15,25,20,130
1154,35260327,0,15,15,10,85
1155,35260328,0,0,10,25,90
1156,35260330,10,20,40,30,95
1157,35260332,0,0,35,35,90
1158,35260333,10,15,45,55,100
1159,35260334,10,10,40,35,75
1160,35260335,45,145,120,120,215
1161,35260336,40,85,95,70,260
1162,35260337,0,10,25,15,85
1163,35260338,90,135,160,100,215
1164,35260339,0,10,75,85,45
1165,35260340,40,20,70,75,200
1166,35260341,15,10,55,40,90
1167,35260342,0,35,30,65,45
1168,35260734,65,65,90,105,230
1169,35260828,65,40,25,40,55
1170,35260829,25,35,75,40,30
1171,35260830,25,25,55,60,170
1172,35260831,0,15,20,30,75
1173,35260832,0,20,80,65,120
1174,35260833,10,10,30,35,155
