geo_code,,median_government_transfers_2015,median_income
35250401,female,726,26656
35250401,male,978,28608
35250402,female,3376,33536
35250402,male,1460,29824
35250403,female,5056,32085
35250403,male,1108,34560
35250404,female,4512,31808
35250404,male,522,50944
35250405,female,2992,34432
35250405,male,1212,39680
35250406,female,2856,22720
35250406,male,1196,27200
35250407,female,4856,25536
35250407,male,2120,36096
35250408,female,4736,19168
35250408,male,1202,25792
35250409,female,11424,25664
35250409,male,3120,27968
35250410,female,3568,37504
35250410,male,1424,41664
35250411,female,6416,34560
35250411,male,1692,36544
35250412,female,14912,21792
35250412,male,14496,24256
35250413,female,5048,30656
35250413,male,1944,39584
35250416,female,4592,23616
35250416,male,3024,32320
35250417,female,3936,23840
35250417,male,4416,31936
35250418,female,5680,22016
35250418,male,861,30272
35250419,female,2772,21312
35250419,male,1206,26512
35250420,female,1340,34560
35250420,male,1116,43520
35250421,female,5584,30624
35250421,male,1628,29632
35250422,female,11616,19456
35250422,male,10144,24640
35250423,female,8064,25664
35250423,male,1772,27072
35250424,female,8560,23872
35250424,male,8224,21440
35250425,female,3368,28992
35250425,male,1052,32299
35250426,female,3992,33152
35250426,male,5216,38176
35250427,female,558,34432
35250427,male,574,40064
35250428,female,6768,18560
35250428,male,3096,23104
35250429,female,6512,21216
35250429,male,5104,25280
35250430,female,3336,30528
35250430,male,709,26848
35250431,female,5776,23616
35250431,male,1896,32512
35250434,female,2148,22310
35250434,male,900,22880
35250435,female,10080,17600
35250435,male,5560,22080
35250436,female,11168,23360
35250436,male,8768,26240
35250437,female,7760,16704
35250437,male,3848,24512
35250438,female,8352,24640
35250438,male,8560,22848
35250439,female,6256,20928
35250439,male,1564,25280
35250440,female,6096,26112
35250440,male,906,35968
35250441,female,2284,34368
35250441,male,1628,31360
35250442,female,6928,23616
35250442,male,4704,36160
35250443,female,6672,34432
35250443,male,1132,38784
35250444,female,13248,25792
35250444,male,11616,29504
35250445,female,8288,27712
35250445,male,3304,35712
35250446,female,5488,25088
35250446,male,2492,32256
35250447,female,6512,22464
35250447,male,3312,27200
35250448,female,6728,20640
35250448,male,1972,26432
35250449,female,4704,22016
35250449,male,3928,32384
35250450,female,8176,28587
35250450,male,2980,28160
35250451,female,x,x
35250451,male,x,x
35250452,female,6976,25152
35250452,male,1464,34944
35250453,female,6928,20096
35250453,male,4144,37632
35250454,female,5016,24128
35250454,male,1916,28704
35250455,female,6560,21824
35250455,male,6448,30592
35250456,female,14688,15072
35250456,male,11744,20032
35250457,female,x,x
35250457,male,x,x
35250458,female,11872,16352
35250458,male,9760,23040
35250459,female,7688,15344
35250459,male,5152,26976
35250460,female,8016,26432
35250460,male,4336,27072
35250461,female,8200,20480
35250461,male,7168,28736
35250462,female,7136,17600
35250462,male,6688,28352
35250463,female,11104,27029
35250463,male,8544,24384
35250464,female,4592,22016
35250464,male,5288,29952
35250465,female,5264,17920
35250465,male,559,23531
35250466,female,6736,23424
35250466,male,1974,29568
35250467,female,13216,15520
35250467,male,11088,18944
35250468,female,1740,30656
35250468,male,1116,37888
35250471,female,7403,21440
35250471,male,6048,34091
35250472,female,2925,20224
35250472,male,3837,30080
35250473,female,7808,22496
35250473,male,6984,23744
35250474,female,10720,17472
35250474,male,8016,25280
35250475,female,7792,20736
35250475,male,4955,27840
35250476,female,5104,23872
35250476,male,7184,27712
35250477,female,9088,19584
35250477,male,4592,31296
35250478,female,8896,25088
35250478,male,5128,27840
35250479,female,7360,25792
35250479,male,4224,32960
35250480,female,6328,21184
35250480,male,3448,31424
35250481,female,8112,20736
35250481,male,5456,27456
35250482,female,11776,19008
35250482,male,6544,33664
35250483,female,8448,24128
35250483,male,5344,32576
35250484,female,9824,23104
35250484,male,6912,31072
35250485,female,5552,24128
35250485,male,4800,36992
35250486,female,9248,24171
35250486,male,5024,29952
35250487,female,4656,24896
35250487,male,5520,36736
35250488,female,6800,25408
35250488,male,4576,37248
35250489,female,7920,22272
35250489,male,4528,35456
35250490,female,7264,30400
35250490,male,6672,32448
35250491,female,14240,15648
35250491,male,1616,14624
35250492,female,7712,23872
35250492,male,2808,42496
35250493,female,5424,33152
35250493,male,2720,34944
35250494,female,8480,29056
35250494,male,7568,35883
35250495,female,8992,25408
35250495,male,5264,34816
35250496,female,x,x
35250496,male,x,x
35250497,female,7952,28352
35250497,male,2888,30656
35250498,female,6960,23616
35250498,male,2696,28672
35250499,female,5024,29472
35250499,male,2036,32896
35250501,female,5744,40704
35250501,male,2664,38528
35250502,female,3732,25600
35250502,male,622,55424
35250503,female,1588,20544
35250503,male,626,23360
35250504,female,560,13472
35250504,male,557,16533
35250506,female,4072,42880
35250506,male,1300,37760
35250507,female,4272,40960
35250507,male,874,34944
35250508,female,4560,44928
35250508,male,617,63744
35250509,female,2664,39296
35250509,male,682,51456
35250510,female,3368,46592
35250510,male,468,55680
35250511,female,4240,37184
35250511,male,1752,49216
35250512,female,5392,34688
35250512,male,2944,43093
35250513,female,3984,30656
35250513,male,1148,36992
35250514,female,4520,39552
35250514,male,5616,51456
35250515,female,8384,37632
35250515,male,4576,49664
35250516,female,6624,31744
35250516,male,7336,43904
35250517,female,6112,35584
35250517,male,1564,45952
35250518,female,6960,29888
35250518,male,7904,40320
35250519,female,8112,33664
35250519,male,5552,44416
35250520,female,6808,27776
35250520,male,5360,39424
35250521,female,7344,23872
35250521,male,4848,37675
35250522,female,x,x
35250522,male,x,x
35250523,female,7920,33920
35250523,male,7824,26880
35250524,female,9200,22592
35250524,male,2896,29504
35250525,female,7664,30784
35250525,male,1556,43264
35250526,female,11413,17888
35250526,male,5000,19648
35250527,female,7520,33408
35250527,male,8640,39211
35250528,female,9824,30656
35250528,male,11136,29472
35250529,female,10656,26112
35250529,male,6832,34624
35250530,female,6736,29152
35250530,male,1196,28608
35250531,female,7936,26944
35250531,male,4912,41216
35250532,female,7184,35200
35250532,male,5792,28864
35250533,female,7632,24704
35250533,male,5024,25664
35250534,female,8640,33920
35250534,male,2904,30784
35250535,female,10736,18496
35250535,male,5520,27712
35250536,female,10144,25536
35250536,male,4880,33877
35250537,female,7008,25728
35250537,male,1532,31520
35250538,female,8736,32192
35250538,male,8528,36480
35250539,female,6064,27712
35250539,male,3080,38976
35250540,female,7568,32896
35250540,male,6896,44672
35250541,female,7920,24224
35250541,male,1756,33856
35250542,female,6032,31968
35250542,male,3144,38912
35250545,female,8352,38720
35250545,male,9568,28096
35250546,female,7632,23744
35250546,male,3592,34432
35250547,female,5776,24256
35250547,male,2824,39296
35250548,female,7728,25280
35250548,male,3632,35648
35250549,female,6928,28992
35250549,male,1588,39168
35250550,female,8352,33408
35250550,male,6656,40768
35250551,female,6960,26240
35250551,male,2952,38016
35250552,female,10208,20672
35250552,male,2056,23232
35250553,female,7392,24832
35250553,male,3364,41600
35250554,female,5312,26464
35250554,male,2424,41472
35250555,female,5040,28032
35250555,male,4896,48256
35250556,female,4960,33664
35250556,male,5936,48768
35250557,female,10400,20800
35250557,male,4496,27840
35250558,female,9760,29248
35250558,male,1556,42283
35250559,female,7680,30144
35250559,male,2968,42624
35250560,female,14656,28864
35250560,male,11360,29504
35250561,female,6896,41344
35250561,male,3264,44672
35250562,female,6064,33536
35250562,male,3064,31424
35250563,female,6752,23104
35250563,male,1624,37888
35250564,female,6928,32064
35250564,male,5280,49280
35250565,female,5904,36224
35250565,male,6224,44928
35250566,female,6128,32640
35250566,male,5424,46464
35250567,female,8512,29056
35250567,male,8416,29440
35250568,female,7792,23104
35250568,male,2088,36160
35250569,female,10784,21696
35250569,male,12480,22272
35250570,female,7152,29696
35250570,male,8544,27008
35250571,female,14416,23104
35250571,male,14816,3720
35250572,female,6128,29760
35250572,male,3688,30400
35250573,female,4944,36160
35250573,male,2360,45952
35250574,female,5200,30528
35250574,male,2536,39296
35250578,female,6704,25984
35250578,male,1844,46208
35250579,female,1576,31808
35250579,male,760,37568
35250580,female,10016,28608
35250580,male,3768,23616
35250581,female,3464,30800
35250581,male,1358,41344
35250582,female,4656,31872
35250582,male,1730,37760
35250583,female,2240,36736
35250583,male,616,52096
35250585,female,7568,26432
35250585,male,2776,35392
35250586,female,2968,34432
35250586,male,1412,44544
35250587,female,5744,30272
35250587,male,3640,41472
35250588,female,7744,24512
35250588,male,6432,36736
35250589,female,2840,32896
35250589,male,1596,46720
35250590,female,5920,33408
35250590,male,2268,48512
35250591,female,3296,34688
35250591,male,946,40320
35250592,female,7024,32448
35250592,male,3864,39936
35250593,female,6592,21888
35250593,male,1588,35200
35250594,female,6416,30528
35250594,male,8080,32704
35250595,female,6864,34304
35250595,male,7120,32768
35250596,female,5184,25792
35250596,male,3216,33664
35250597,female,6032,32832
35250597,male,7152,33152
35250598,female,5520,28352
35250598,male,2824,39040
35250599,female,14080,18624
35250599,male,14064,20416
35250600,female,5936,27200
35250600,male,2424,29248
35250601,female,15520,25152
35250601,male,13408,34432
35250602,female,13664,26816
35250602,male,13296,27968
35250603,female,7568,28864
35250603,male,6096,35200
35250604,female,9376,26176
35250604,male,8320,31936
35250605,female,9568,18016
35250605,male,6384,21568
35250606,female,10176,30656
35250606,male,10464,30592
35250607,female,4944,27264
35250607,male,7664,37248
35250608,female,10731,20448
35250608,male,1364,21184
35250609,female,3560,35136
35250609,male,1364,40320
35250610,female,7264,32064
35250610,male,2808,32192
35250611,female,7328,22976
35250611,male,5952,25280
35250612,female,5968,28832
35250612,male,1340,37120
35250613,female,5520,27136
35250613,male,1716,31552
35250614,female,6616,30400
35250614,male,4088,36736
35250615,female,7888,33664
35250615,male,8405,37504
35250616,female,4072,36352
35250616,male,1364,43392
35250617,female,9984,20672
35250617,male,2760,28352
35250618,female,5488,32128
35250618,male,2152,41088
35250619,female,6368,32960
35250619,male,1600,40192
35250620,female,4496,31616
35250620,male,1500,44672
35250621,female,8096,31232
35250621,male,4720,41600
35250622,female,5568,22976
35250622,male,1812,33024
35250623,female,7008,34816
35250623,male,6400,35840
35250624,female,13600,28224
35250624,male,12208,36864
35250625,female,10592,22080
35250625,male,7824,35456
35250626,female,7360,24896
35250626,male,7704,34944
35250627,female,3376,28832
35250627,male,1980,41344
35250628,female,17621,17984
35250628,male,14592,29120
35250629,female,12288,24512
35250629,male,8288,30272
35250630,female,3544,25920
35250630,male,4688,36224
35250631,female,10624,28224
35250631,male,7920,33664
35250632,female,5328,25056
35250632,male,2294,31968
35250633,female,x,x
35250633,male,x,x
35250634,female,10880,22080
35250634,male,4432,24896
35250635,female,7312,25280
35250635,male,8416,32576
35250636,female,3400,33536
35250636,male,1116,41344
35250637,female,9360,24448
35250637,male,6304,43456
35250638,female,2120,33152
35250638,male,3400,34688
35250639,female,5584,24896
35250639,male,1616,45952
35250640,female,5792,31936
35250640,male,2472,40192
35250641,female,3800,28672
35250641,male,2216,46720
35250642,female,5696,21568
35250642,male,1564,28416
35250643,female,3000,32448
35250643,male,631,35456
35250644,female,2012,24896
35250644,male,1644,49536
35250645,female,5248,33707
35250645,male,2824,27744
35250646,female,3704,34176
35250646,male,994,41664
35250647,female,3520,36544
35250647,male,710,43104
35250648,female,6256,25088
35250648,male,700,39552
35250649,female,8480,25920
35250649,male,1580,39808
35250650,female,5152,26560
35250650,male,1384,38272
35250651,female,3312,30272
35250651,male,650,37696
35250652,female,3288,30464
35250652,male,1116,40832
35250655,female,4437,33728
35250655,male,862,45568
35250656,female,5861,24960
35250656,male,1852,33152
35250657,female,3560,29760
35250657,male,1632,36352
35250658,female,3480,29504
35250658,male,5072,43648
35250659,female,6456,20032
35250659,male,2216,35456
35250661,female,4084,31680
35250661,male,924,46677
35250662,female,3292,34816
35250662,male,689,50080
35250663,female,3240,32448
35250663,male,1572,35200
35250664,female,6800,34048
35250664,male,6352,45952
35250665,female,7248,31936
35250665,male,3672,41216
35250666,female,7920,33920
35250666,male,6112,45013
35250667,female,x,x
35250667,male,x,x
35250668,female,3384,15968
35250668,male,600,17312
35250669,female,630,10272
35250669,male,559,11034
35250670,female,694,15424
35250670,male,574,17792
35250671,female,1788,20032
35250671,male,618,13344
35250672,female,618,10592
35250672,male,560,13088
35250675,female,1748,16832
35250675,male,558,13472
35250676,female,2272,35968
35250676,male,559,26176
35250677,female,3525,42624
35250677,male,558,78464
35250678,female,3160,49792
35250678,male,559,95488
35250679,female,559,11021
35250679,male,558,14688
35250680,female,786,14496
35250680,male,559,9824
35250681,female,3112,18624
35250681,male,632,26667
35250692,female,9376,22848
35250692,male,2856,31488
35250693,female,8512,20416
35250693,male,6064,25216
35250694,female,6816,21440
35250694,male,7376,23136
35250695,female,13440,18880
35250695,male,2584,18624
35250696,female,11616,22784
35250696,male,5592,30352
35250700,female,6320,21696
35250700,male,4192,34944
35250701,female,10096,22187
35250701,male,2264,30720
35250702,female,7568,24128
35250702,male,2256,36800
35250703,female,8256,21376
35250703,male,8176,31136
35250704,female,9824,20416
35250704,male,3368,30656
35250705,female,5504,25856
35250705,male,1580,31808
35250706,female,8928,20544
35250706,male,1796,34880
35250707,female,8736,19456
35250707,male,6128,33536
35250708,female,10176,21056
35250708,male,5568,30400
35250709,female,7344,23360
35250709,male,1572,30464
35250710,female,8040,24640
35250710,male,3112,43840
35250711,female,6256,21632
35250711,male,2416,36480
35250712,female,4912,21472
35250712,male,2896,29120
35250713,female,5136,25408
35250713,male,2432,38208
35250714,female,9024,25344
35250714,male,3608,35456
35250715,female,7888,19648
35250715,male,2464,32640
35250716,female,7216,21824
35250716,male,1868,31360
35250717,female,3864,24512
35250717,male,6224,36352
35250718,female,8368,26176
35250718,male,4608,27456
35250719,female,7136,28448
35250719,male,8176,34240
35250720,female,3980,29376
35250720,male,1692,30677
35250721,female,6120,27712
35250721,male,1820,25152
35250724,female,4400,27968
35250724,male,1792,36523
35250725,female,6576,26080
35250725,male,2356,32384
35250726,female,5352,28320
35250726,male,5008,39936
35250727,female,8544,23104
35250727,male,8112,33088
35250728,female,5216,27712
35250728,male,1571,36224
35250729,female,5200,25216
35250729,male,3112,29952
35250730,female,11744,21504
35250730,male,9888,30912
35250731,female,9920,21184
35250731,male,6496,36992
35250732,female,5488,35712
35250732,male,4736,44800
35250733,female,4112,23872
35250733,male,3464,49280
35250734,female,4069,27712
35250734,male,4400,36992
35250735,female,7920,36992
35250735,male,2936,43179
35250736,female,4880,31808
35250736,male,5237,40064
35250737,female,6368,32576
35250737,male,3576,45184
35250738,female,3576,33408
35250738,male,3128,44928
35250739,female,6016,31168
35250739,male,2536,38656
35250740,female,7168,33920
35250740,male,2408,39296
35250741,female,6000,35456
35250741,male,4240,47232
35250742,female,5648,30112
35250742,male,2328,45952
35250743,female,7024,27328
35250743,male,2312,41344
35250744,female,6704,26272
35250744,male,6576,37696
35250745,female,7072,24512
35250745,male,9888,37248
35250746,female,7952,26464
35250746,male,2968,38656
35250747,female,6624,23552
35250747,male,3504,32960
35250748,female,4208,28160
35250748,male,4152,36736
35250749,female,7600,27712
35250749,male,5424,38016
35250750,female,6512,24928
35250750,male,3168,38656
35250753,female,6864,25280
35250753,male,2944,40384
35250754,female,5688,26560
35250754,male,6832,39552
35250755,female,6576,28704
35250755,male,5280,41280
35250756,female,5680,26816
35250756,male,1740,38272
35250757,female,9312,26624
35250757,male,7568,33152
35250758,female,9440,23488
35250758,male,8168,31104
35250759,female,7288,21312
35250759,male,6720,36992
35250760,female,7520,24928
35250760,male,6864,36480
35250761,female,7216,23872
35250761,male,5696,40192
35250762,female,9056,25024
35250762,male,6528,27968
35250763,female,8459,27968
35250763,male,6800,38528
35250764,female,6464,29248
35250764,male,4192,38272
35250765,female,7952,23104
35250765,male,6912,35968
35250766,female,8480,23392
35250766,male,2576,42624
35250767,female,8816,21440
35250767,male,5104,33408
35250768,female,6032,24128
35250768,male,5680,32320
35250769,female,10848,22891
35250769,male,7760,34645
35250770,female,8736,19584
35250770,male,3336,33408
35250771,female,6768,25888
35250771,male,4920,32512
35250772,female,5696,24512
35250772,male,4464,30784
35250773,female,6256,21440
35250773,male,5488,33440
35250774,female,7448,25792
35250774,male,5392,30912
35250775,female,10144,14496
35250775,male,6912,23232
35250776,female,8240,17440
35250776,male,7792,30592
35250777,female,7392,25280
35250777,male,5040,38784
35250778,female,8000,25536
35250778,male,8080,45184
35250779,female,6864,24128
35250779,male,5184,34368
35250780,female,6795,21952
35250780,male,3208,45312
35250781,female,7544,26048
35250781,male,5848,38400
35250782,female,7056,23936
35250782,male,5392,31851
35250783,female,5904,25216
35250783,male,8368,39296
35250784,female,6864,28288
35250784,male,2632,39424
35250785,female,4888,32896
35250785,male,2784,41899
35250786,female,7824,22336
35250786,male,4208,34688
35250787,female,5312,35968
35250787,male,3704,43392
35250788,female,4656,30208
35250788,male,6688,30464
35250789,female,5680,33280
35250789,male,8224,37504
35250790,female,4640,34560
35250790,male,3560,53568
35250791,female,5040,39040
35250791,male,3304,37504
35250792,female,4984,31552
35250792,male,1300,39808
35250793,female,5936,33280
35250793,male,3568,45056
35250798,female,3472,21760
35250798,male,3616,25408
35250799,female,7968,22208
35250799,male,6360,33152
35250800,female,6056,25280
35250800,male,2408,26688
35250801,female,12448,29120
35250801,male,8416,31328
35250802,female,3464,25792
35250802,male,966,39808
35250803,female,6728,24000
35250803,male,9280,41344
35250804,female,4880,36480
35250804,male,1774,50048
35250805,female,4512,36224
35250805,male,1220,48064
35250806,female,4032,32896
35250806,male,4240,34176
35250807,female,3384,36608
35250807,male,1208,48640
35250810,female,3944,37376
35250810,male,4144,57472
35250812,female,5936,29120
35250812,male,4336,42752
35250813,female,5200,30912
35250813,male,1476,45440
35250814,female,4616,33408
35250814,male,7440,39296
35250815,female,6812,34048
35250815,male,8768,43392
35250826,female,3160,42176
35250826,male,1604,62208
35250827,female,7248,33664
35250827,male,5872,32896
35250828,female,5808,39552
35250828,male,1488,48640
35250829,female,5968,36480
35250829,male,7984,46592
35250830,female,7088,31936
35250830,male,6032,22848
35250831,female,13024,24640
35250831,male,13568,18208
35250832,female,13152,29760
35250832,male,15136,42368
35250833,female,3896,36224
35250833,male,3320,45952
35250834,female,7040,29504
35250834,male,1516,44032
35250835,female,6448,33792
35250835,male,1516,52608
35250836,female,5392,24192
35250836,male,3464,46208
35250843,female,7408,28992
35250843,male,1572,34304
35250845,female,11344,19744
35250845,male,7248,27328
35250846,female,15608,20672
35250846,male,14848,26048
35250847,female,3220,14880
35250847,male,1392,19840
35250848,female,2328,20352
35250848,male,573,38784
35250849,female,4944,32320
35250849,male,1304,47317
35250850,female,7760,24512
35250850,male,5616,35392
35250851,female,9312,20624
35250851,male,3888,25408
35250852,female,7696,22784
35250852,male,3860,32000
35250853,female,8661,17952
35250853,male,2408,22592
35250854,female,660,18880
35250854,male,574,21664
35250855,female,1224,16608
35250855,male,559,21504
35250857,female,5720,24576
35250857,male,4448,38272
35250859,female,8096,36480
35250859,male,3256,45440
35250860,female,5424,28448
35250860,male,834,44928
35250861,female,3560,30400
35250861,male,666,44672
35250862,female,5296,40832
35250862,male,8224,41536
35250863,female,3040,23616
35250863,male,1644,53888
35250864,female,7440,32320
35250864,male,808,42880
35250865,female,4752,37248
35250865,male,3528,53632
35250866,female,4496,28480
35250866,male,778,44288
35250867,female,3888,36416
35250867,male,1508,52224
35250868,female,3160,24896
35250868,male,998,60288
35250869,female,2344,39936
35250869,male,1828,85504
35250870,female,3936,43136
35250870,male,650,63616
35250871,female,5056,27072
35250871,male,1996,60608
35250872,female,2856,33920
35250872,male,820,49664
35250873,female,2643,37952
35250873,male,1260,49152
35250874,female,2928,30912
35250874,male,1644,41216
35250875,female,3912,32768
35250875,male,1240,41088
35250876,female,2888,28608
35250876,male,2056,44032
35250877,female,3788,24576
35250877,male,4112,56192
35250878,female,4240,35712
35250878,male,6992,48000
35250879,female,4552,33408
35250879,male,1544,49824
35250880,female,9184,27136
35250880,male,6360,36736
35250881,female,10784,26624
35250881,male,6992,36224
35250882,female,4024,37056
35250882,male,626,68693
35250883,female,2944,36096
35250883,male,415,56448
35250884,female,1927,39595
35250884,male,436,70912
35250885,female,2104,41088
35250885,male,610,69376
35250886,female,3000,36096
35250886,male,586,52864
35250887,female,1927,35200
35250887,male,577,64064
35250888,female,2360,39680
35250888,male,894,56832
35250889,female,3020,37696
35250889,male,626,64512
35250890,female,1924,35200
35250890,male,578,60480
35250891,female,2392,43392
35250891,male,423,74240
35250892,female,4342,39360
35250892,male,624,58688
35250893,female,2888,24992
35250893,male,1300,44160
35250894,female,3280,30112
35250894,male,6384,47744
35250895,female,5264,32704
35250895,male,1572,35712
35250896,female,3968,23168
35250896,male,1448,34773
35250897,female,6224,26048
35250897,male,5440,46976
35250898,female,6592,19136
35250898,male,5040,45952
35250899,female,6128,32672
35250899,male,1676,39296
35250900,female,5120,27392
35250900,male,1316,44800
35250901,female,4384,30784
35250901,male,7504,57024
35250902,female,4736,30784
35250902,male,1244,52736
35250903,female,6896,26752
35250903,male,4112,39744
35250904,female,5776,28096
35250904,male,7008,43904
35250905,female,6806,22720
35250905,male,6896,40576
35250906,female,4923,35712
35250906,male,4048,50112
35250907,female,6192,25152
35250907,male,3176,35072
35250908,female,5200,25024
35250908,male,1424,40320
35250909,female,2645,34720
35250909,male,559,59648
35250910,female,2740,37056
35250910,male,843,43648
35250911,female,1551,39936
35250911,male,560,59008
35250912,female,1652,32448
35250912,male,578,53504
35250913,female,5840,33664
35250913,male,1500,35328
35250914,female,9408,30272
35250914,male,12064,33984
35250918,female,13952,5472
35250918,male,15086,1081
35250919,female,3616,30528
35250919,male,2888,43968
35250920,female,3848,35712
35250920,male,1316,57515
35250921,female,6352,27584
35250921,male,6048,32768
35250922,female,6160,26496
35250922,male,5520,27584
35250923,female,3240,28928
35250923,male,3816,45952
35250924,female,6704,26944
35250924,male,3752,38400
35250925,female,3784,28032
35250925,male,6800,39296
35250928,female,6032,25190
35250928,male,5061,30016
35250929,female,4968,28896
35250929,male,1132,37248
35250930,female,6000,22080
35250930,male,1900,51136
35250931,female,3976,30528
35250931,male,3288,41984
35250932,female,10816,27168
35250932,male,12768,41856
35250933,female,3152,28224
35250933,male,4944,48512
35250934,female,4960,27968
35250934,male,788,46976
35250935,female,12768,15968
35250935,male,14868,21952
35250936,female,4336,33707
35250936,male,6128,41088
35250937,female,4992,36992
35250937,male,7768,50944
35250938,female,6736,31936
35250938,male,1644,53696
35250939,female,6960,28480
35250939,male,6720,44032
35250940,female,8352,27968
35250940,male,8608,42112
35250941,female,5168,30272
35250941,male,1916,45184
35250942,female,4144,26624
35250942,male,1288,39552
35250943,female,3984,37504
35250943,male,2052,49280
35250944,female,2736,33152
35250944,male,668,57856
35250945,female,2944,41728
35250945,male,806,56064
35250946,female,8672,34176
35250946,male,5648,45440
35250947,female,5568,34944
35250947,male,6096,48256
35250948,female,3552,36224
35250948,male,712,56192
35250949,female,2856,36864
35250949,male,694,71424
35250950,female,2120,34112
35250950,male,554,64128
35250951,female,1898,42752
35250951,male,457,58496
35250952,female,3888,39168
35250952,male,572,61077
35250953,female,8208,18944
35250953,male,6096,23392
35250954,female,8496,16032
35250954,male,4656,27712
35250955,female,15424,14880
35250955,male,3856,16512
35250956,female,15232,8240
35250956,male,12896,8672
35250957,female,6240,20544
35250957,male,2616,29504
35250958,female,8224,19904
35250958,male,3088,32544
35250959,female,8992,23264
35250959,male,1436,28352
35250960,female,10624,24320
35250960,male,6336,20800
35250961,female,6832,25024
35250961,male,2992,29056
35250962,female,2544,19776
35250962,male,818,21440
35250963,female,7312,21872
35250963,male,1569,24640
35250964,female,6960,27904
35250964,male,1488,26496
35250965,female,2412,19008
35250965,male,619,36608
35250966,female,F,F
35250966,male,F,F
35250967,female,5488,44032
35250967,male,7632,57408
35250968,female,3736,18432
35250968,male,1044,17984
35250969,female,5056,24512
35250969,male,1260,20928
35250970,female,2344,22080
35250970,male,1006,26816
35250971,female,3232,35712
35250971,male,3096,46272
35250972,female,7312,27328
35250972,male,7152,39040
35250973,female,4976,27584
35250973,male,3640,40576
35250974,female,5648,40320
35250974,male,4272,32448
35250975,female,6784,36224
35250975,male,3240,35392
35250976,female,7664,30016
35250976,male,6392,41216
35250978,female,4312,35968
35250978,male,876,55872
35250980,female,4752,27712
35250980,male,3848,38784
35250981,female,2712,31520
35250981,male,731,53824
35250982,female,15264,814
35250982,male,15344,654
35250983,female,4328,26944
35250983,male,4304,40064
35250985,female,3112,34432
35250985,male,742,52224
35250986,female,1836,35200
35250986,male,646,75008
35250987,female,6368,27456
35250987,male,2824,51328
35250988,female,4512,32448
35250988,male,1108,36224
35250989,female,3976,30784
35250989,male,1044,36672
35250990,female,10592,20992
35250990,male,4816,25152
35250991,female,5568,26944
35250991,male,6160,33664
35250992,female,1972,34944
35250992,male,1434,48832
35250993,female,x,x
35250993,male,x,x
35250994,female,4048,42112
35250994,male,937,49280
35250995,female,11520,25728
35250995,male,6480,26560
35250996,female,3664,40064
35250996,male,1436,56704
35250997,female,13960,24128
35250997,male,14629,22848
35250998,female,4720,30016
35250998,male,8448,46848
35250999,female,3608,40491
35250999,male,4816,55232
35251000,female,1884,34304
35251000,male,1912,49280
35251001,female,3144,33792
35251001,male,694,39680
35251002,female,3328,34432
35251002,male,1148,43648
35251003,female,3048,37248
35251003,male,1876,64384
35251004,female,3320,41344
35251004,male,1204,44544
35251005,female,2784,41728
35251005,male,559,77824
35251006,female,3888,40064
35251006,male,3836,61440
35251007,female,2568,44928
35251007,male,637,62848
35251008,female,3512,40832
35251008,male,4152,49536
35251009,female,2456,41600
35251009,male,558,47232
35251010,female,2648,43648
35251010,male,588,62400
35251011,female,4208,40405
35251011,male,1244,53632
35251012,female,2920,28992
35251012,male,1084,52480
35251013,female,2059,28032
35251013,male,559,64128
35251014,female,3448,40064
35251014,male,2344,57984
35251015,female,3044,37376
35251015,male,602,53760
35251016,female,2032,32832
35251016,male,838,53632
35251017,female,2648,32224
35251017,male,491,49536
35251018,female,5616,29888
35251018,male,1148,34176
35251019,female,2520,36480
35251019,male,894,56704
35251020,female,3608,34432
35251020,male,658,56704
35251021,female,2744,36608
35251021,male,559,61632
35251022,female,3448,35840
35251022,male,860,63360
35251023,female,3384,39168
35251023,male,646,68480
35251024,female,4432,39104
35251024,male,990,62976
35251025,female,12192,12832
35251025,male,6176,21184
35251026,female,5008,32064
35251026,male,8608,40576
35260307,female,5880,40277
35260307,male,1984,58368
35260309,female,3952,34069
35260309,male,1780,54016
35260310,female,6648,24576
35260310,male,6896,44416
35260311,female,6880,36181
35260311,male,8656,43392
35260313,female,6848,35712
35260313,male,8416,45184
35260314,female,5456,32736
35260314,male,8320,41344
35260315,female,6000,23872
35260315,male,7280,47744
35260316,female,5936,27072
35260316,male,1980,41088
35260317,female,6848,25664
35260317,male,5520,44032
35260318,female,6480,26176
35260318,male,4800,37248
35260319,female,8896,33472
35260319,male,11712,28992
35260320,female,5808,32064
35260320,male,5104,37824
35260321,female,12128,21888
35260321,male,11424,33280
35260322,female,8592,29888
35260322,male,8144,44416
35260323,female,9728,27968
35260323,male,11136,50048
35260324,female,9824,27968
35260324,male,7312,47680
35260325,female,13824,21504
35260325,male,10528,25024
35260326,female,6656,30912
35260326,male,7840,47488
35260327,female,6832,24960
35260327,male,8544,42624
35260328,female,6624,47744
35260328,male,8768,73984
35260330,female,6160,33024
35260330,male,2827,47744
35260332,female,4752,34347
35260332,male,2240,39296
35260333,female,5744,25408
35260333,male,2216,36779
35260334,female,4368,25536
35260334,male,1876,40064
35260335,female,3984,37632
35260335,male,1276,59584
35260336,female,4528,41472
35260336,male,2104,60928
35260337,female,4848,25088
35260337,male,8544,46592
35260338,female,4024,33536
35260338,male,1564,56021
35260339,female,3212,31872
35260339,male,458,50816
35260340,female,5360,36864
35260340,male,2002,55808
35260341,female,5568,31552
35260341,male,6544,36736
35260342,female,5088,25152
35260342,male,2824,39552
