geo_code,,"under $10,000 (including loss)","$10,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $149,999","$150,000 and over"
35240648,female,45,40,45,35,40,35,20,25,25,15,10,0
35240648,male,25,25,20,30,35,25,15,20,20,10,20,5
35240649,female,40,30,25,15,20,25,5,20,15,15,20,0
35240649,male,25,20,15,20,20,20,20,15,10,10,35,15
35240650,female,50,55,25,25,20,25,15,10,15,25,20,5
35240650,male,30,30,20,20,15,25,20,10,15,20,55,30
35240651,female,25,25,30,25,20,15,20,10,20,5,15,10
35240651,male,25,20,5,15,15,10,15,15,10,10,35,15
35240654,female,45,30,15,20,15,15,5,15,10,15,25,20
35240654,male,25,25,15,5,10,10,10,20,10,5,40,70
35240655,female,85,75,55,45,50,40,40,30,25,25,40,35
35240655,male,55,30,15,20,25,30,35,25,25,20,85,135
35240656,female,35,10,15,10,10,10,10,5,10,10,20,10
35240656,male,20,15,5,10,10,10,5,10,0,5,30,40
35240659,female,50,70,50,50,40,25,20,20,10,15,25,10
35240659,male,35,30,45,15,20,20,15,20,5,15,20,20
35240660,female,40,30,20,20,25,25,15,20,10,10,20,5
35240660,male,30,10,25,15,20,15,5,15,5,15,30,25
35240661,female,35,25,25,20,15,10,10,15,10,15,20,5
35240661,male,30,15,15,10,10,5,15,15,5,10,40,30
35240662,female,90,135,110,100,105,80,90,55,35,30,40,10
35240662,male,35,60,55,60,75,70,60,70,55,40,70,40
35240663,female,40,35,20,15,15,20,5,15,15,10,20,15
35240663,male,25,25,10,10,10,5,20,10,10,5,30,35
35240664,female,45,50,35,30,15,15,20,10,10,10,30,15
35240664,male,25,20,15,20,20,15,15,15,10,0,45,50
35240665,female,45,25,25,20,20,5,20,5,10,5,10,15
35240665,male,25,20,10,10,10,5,10,5,10,15,25,60
35240666,female,65,40,65,45,60,35,40,20,20,25,30,15
35240666,male,35,20,25,35,30,30,25,25,30,15,30,35
35240667,female,65,25,25,15,15,20,20,10,15,20,30,20
35240667,male,20,15,10,10,15,15,10,10,20,15,45,45
35240668,female,25,25,15,20,15,10,20,15,20,5,10,5
35240668,male,30,15,15,10,5,15,15,10,10,10,25,10
35240669,female,60,45,40,35,30,30,25,20,20,30,30,10
35240669,male,40,35,20,25,20,25,30,30,20,20,60,25
35240670,female,45,20,15,20,10,20,20,25,15,15,15,5
35240670,male,30,15,15,10,15,15,10,15,15,15,50,20
35240671,female,35,15,30,20,15,20,20,20,10,15,20,5
35240671,male,30,20,20,15,10,15,20,15,15,15,40,15
35240672,female,65,30,40,20,30,25,10,25,10,15,30,10
35240672,male,35,20,15,10,20,20,20,20,20,25,60,25
35240673,female,25,30,25,20,15,15,10,10,15,5,10,0
35240673,male,25,15,15,15,15,10,10,10,10,15,25,10
35240674,female,55,25,25,20,10,15,15,20,25,10,25,20
35240674,male,25,15,15,15,15,15,10,15,15,15,65,35
35240675,female,75,55,30,40,25,40,30,20,15,20,50,10
35240675,male,45,35,35,30,10,15,25,25,20,30,70,60
35240676,female,75,45,30,40,40,35,30,25,25,15,25,0
35240676,male,40,35,20,15,25,25,20,20,20,20,60,30
35240677,female,35,10,5,10,10,10,10,10,15,10,10,10
35240677,male,25,10,5,0,10,10,10,10,10,15,40,25
35240678,female,85,95,85,60,80,50,70,40,25,25,40,10
35240678,male,40,55,45,55,55,50,50,40,50,25,70,25
35240679,female,30,45,35,30,30,30,15,15,15,5,15,0
35240679,male,35,25,15,20,25,20,25,20,25,10,30,5
35240680,female,70,60,70,55,55,60,40,25,20,20,10,5
35240680,male,50,35,35,35,35,50,35,40,30,25,35,10
35240681,female,30,25,25,35,30,30,15,20,15,15,20,5
35240681,male,20,20,20,25,25,15,20,20,15,5,25,10
35240682,female,45,50,25,35,30,40,30,15,10,5,10,5
35240682,male,40,15,15,20,20,20,20,25,15,15,45,10
35240683,female,40,30,30,30,20,20,20,15,15,15,30,10
35240683,male,25,25,5,20,15,15,20,25,15,10,45,25
35240684,female,20,50,55,30,35,35,35,20,15,15,5,0
35240684,male,5,20,20,30,40,35,20,20,10,10,20,5
35240685,female,85,45,35,45,40,35,40,45,25,30,25,10
35240685,male,45,25,20,20,25,15,30,20,40,40,75,35
35240686,female,115,45,30,30,30,25,30,15,20,30,45,20
35240686,male,45,35,25,15,15,20,15,20,15,20,85,80
35240756,female,40,20,30,20,25,15,15,15,10,15,20,0
35240756,male,35,10,15,15,15,5,10,10,10,20,45,30
35240757,female,35,30,15,20,10,15,15,10,20,30,15,15
35240757,male,25,15,5,15,10,20,10,15,15,20,45,20
35240758,female,65,70,50,35,25,20,20,15,15,15,35,25
35240758,male,45,40,25,20,25,20,10,20,15,10,60,80
35240759,female,30,40,35,25,15,15,15,10,10,15,25,15
35240759,male,25,15,15,15,10,15,25,15,10,10,35,50
35240780,female,70,55,40,35,35,30,35,30,20,25,50,20
35240780,male,40,40,25,20,20,20,25,25,15,20,65,55
35240782,female,50,45,40,35,25,30,25,10,15,5,15,5
35240782,male,45,25,15,25,25,15,25,25,25,10,45,15
35240783,female,15,20,15,15,15,15,10,5,5,5,15,20
35240783,male,20,15,10,10,10,10,10,10,5,5,25,35
35240785,female,60,40,35,30,25,20,20,25,15,20,45,15
35240785,male,30,25,15,20,15,10,15,15,10,20,65,80
35240807,female,50,75,55,60,60,30,25,10,10,15,20,10
35240807,male,30,45,40,30,35,30,35,15,20,15,40,15
35240808,female,25,85,80,65,55,55,45,25,15,15,30,15
35240808,male,15,30,35,50,45,40,30,20,20,20,20,25
35240809,female,x,x,x,x,x,x,x,x,x,x,x,x
35240809,male,x,x,x,x,x,x,x,x,x,x,x,x
35240898,female,175,140,95,110,120,100,85,55,50,55,75,20
35240898,male,135,110,60,70,70,100,90,85,85,50,160,60
35240903,female,x,x,x,x,x,x,x,x,x,x,x,x
35240903,male,x,x,x,x,x,x,x,x,x,x,x,x
35240904,female,95,95,80,65,65,60,55,25,25,35,30,5
35240904,male,60,55,50,35,50,65,55,25,35,30,85,35
35250030,female,25,35,25,20,15,10,10,5,10,5,10,5
35250030,male,25,25,30,15,30,5,10,10,10,5,10,5
35250031,female,20,20,30,25,15,15,15,0,5,10,10,10
35250031,male,15,20,15,15,20,15,15,15,5,10,15,10
35250032,female,35,25,35,35,30,20,10,5,10,15,15,5
35250032,male,40,25,15,30,25,15,20,20,20,5,35,25
35250033,female,30,35,30,20,20,20,15,25,10,20,20,5
35250033,male,35,15,15,15,15,15,15,10,20,20,45,25
35250034,female,40,40,50,30,30,25,30,10,10,10,5,5
35250034,male,20,20,30,35,30,30,20,20,15,10,15,5
35250035,female,15,30,25,25,20,10,10,10,5,5,5,0
35250035,male,15,10,25,15,25,10,20,10,10,5,10,5
35250036,female,30,40,20,20,25,20,15,10,20,15,15,5
35250036,male,20,25,20,10,15,15,20,15,15,20,30,20
35250037,female,25,40,30,35,30,5,15,10,5,5,15,15
35250037,male,15,25,30,30,15,5,15,15,10,10,15,30
35250038,female,25,55,60,50,35,25,15,10,10,0,10,5
35250038,male,25,35,50,45,25,20,20,10,10,5,15,5
35250039,female,25,55,65,35,35,20,10,5,5,0,5,0
35250039,male,5,45,20,35,15,20,10,5,5,5,5,0
35250040,female,30,65,30,30,20,10,10,10,5,5,10,5
35250040,male,30,35,25,10,15,5,5,5,10,5,5,5
35250041,female,25,30,45,35,30,10,10,5,5,5,5,0
35250041,male,15,25,25,15,30,10,10,5,5,5,10,5
35250042,female,x,x,x,x,x,x,x,x,x,x,x,x
35250042,male,x,x,x,x,x,x,x,x,x,x,x,x
35250043,female,30,35,40,25,40,25,15,15,15,15,10,5
35250043,male,20,25,25,20,20,20,10,20,15,10,20,10
35250044,female,15,25,25,15,20,10,10,10,5,15,10,5
35250044,male,25,20,15,15,15,20,10,10,10,10,15,10
35250045,female,25,50,30,20,15,15,5,5,0,0,0,0
35250045,male,25,35,30,25,25,20,10,10,5,5,0,5
35250046,female,30,30,30,20,15,15,20,10,10,15,15,5
35250046,male,15,25,20,20,15,10,20,10,10,20,20,20
35250047,female,30,55,30,25,25,20,20,10,10,5,10,15
35250047,male,20,25,25,15,15,15,20,10,15,15,35,30
35250048,female,10,15,10,10,10,5,5,10,10,10,10,5
35250048,male,10,10,10,10,10,5,10,0,5,15,20,10
35250049,female,25,20,20,10,20,20,20,10,10,10,10,0
35250049,male,15,10,15,10,15,15,20,15,10,5,20,10
35250050,female,20,30,25,10,15,15,5,10,10,10,10,10
35250050,male,15,10,5,10,10,15,15,15,15,5,30,10
35250051,female,65,80,70,55,55,45,35,40,30,40,40,10
35250051,male,60,40,45,40,35,35,60,35,35,35,75,50
35250052,female,30,15,25,15,10,20,15,10,10,5,5,0
35250052,male,15,15,10,10,20,10,15,10,10,10,10,0
35250053,female,25,25,20,25,20,20,30,15,10,15,25,30
35250053,male,15,15,10,10,15,20,15,20,15,15,30,55
35250054,female,30,25,20,25,20,10,15,0,5,5,10,0
35250054,male,25,10,15,5,15,15,10,5,10,5,20,5
35250055,female,50,50,35,35,30,20,25,20,25,15,20,5
35250055,male,40,35,25,15,15,15,25,15,15,15,25,20
35250056,female,x,x,x,x,x,x,x,x,x,x,x,x
35250056,male,x,x,x,x,x,x,x,x,x,x,x,x
35250059,female,65,70,45,40,50,35,35,20,20,25,35,25
35250059,male,45,40,30,20,30,25,30,20,40,20,45,45
35250060,female,35,25,30,30,30,20,25,20,20,20,15,10
35250060,male,40,25,15,10,10,25,20,25,20,15,30,25
35250061,female,25,20,15,10,20,15,15,15,10,5,10,5
35250061,male,20,15,5,10,20,10,5,15,5,15,25,15
35250062,female,25,20,25,25,20,15,15,15,15,10,20,35
35250062,male,20,20,15,25,25,20,10,10,15,10,35,50
35250064,female,35,55,40,40,30,20,30,15,20,10,20,15
35250064,male,30,25,30,25,25,15,15,20,20,20,40,60
35250065,female,45,20,25,20,25,10,15,10,5,15,20,5
35250065,male,30,20,15,10,10,15,20,10,10,10,35,25
35250066,female,20,25,15,15,15,10,10,5,15,10,10,15
35250066,male,15,10,15,10,10,5,10,10,10,10,25,25
35250067,female,45,30,30,25,25,20,10,20,10,15,15,10
35250067,male,20,20,20,10,10,15,15,15,15,20,35,20
35250070,female,20,35,30,20,25,20,10,10,5,10,10,5
35250070,male,20,25,20,20,20,20,15,10,10,5,20,10
35250073,female,30,25,20,30,25,25,10,10,10,10,0,0
35250073,male,15,20,10,20,25,20,20,10,10,10,10,5
35250074,female,25,25,20,20,20,10,5,5,5,0,5,0
35250074,male,15,15,10,20,20,20,15,10,5,5,10,0
35250075,female,25,35,20,15,25,15,10,10,10,10,10,0
35250075,male,20,15,15,25,15,15,10,5,10,10,20,5
35250077,female,55,65,40,25,35,10,10,5,0,5,0,0
35250077,male,35,40,25,15,15,15,15,10,5,10,10,5
35250078,female,20,30,30,15,25,25,10,5,10,0,5,0
35250078,male,25,25,10,20,20,20,15,5,5,0,15,0
35250079,female,25,25,15,15,15,10,10,5,5,0,5,0
35250079,male,15,15,10,15,15,15,10,10,5,5,10,0
35250080,female,35,70,50,30,20,20,5,0,5,5,10,0
35250080,male,30,40,30,35,15,10,15,5,5,5,10,5
35250081,female,60,85,85,60,40,30,25,5,10,5,5,0
35250081,male,50,60,45,45,40,40,30,20,10,15,10,5
35250082,female,x,x,x,x,x,x,x,x,x,x,x,x
35250082,male,x,x,x,x,x,x,x,x,x,x,x,x
35250083,female,65,65,60,35,20,15,15,10,5,0,10,5
35250083,male,60,40,35,25,15,15,5,15,5,5,15,0
35250084,female,25,40,30,15,10,15,5,5,0,0,0,0
35250084,male,15,15,15,15,25,15,5,10,0,5,0,5
35250085,female,35,25,25,15,10,10,5,5,0,0,5,5
35250085,male,15,15,15,15,10,15,15,5,5,0,5,0
35250086,female,25,35,25,20,25,20,10,5,5,0,10,0
35250086,male,20,20,10,20,20,15,15,10,10,5,0,0
35250087,female,40,40,45,20,25,15,15,5,5,0,0,0
35250087,male,15,25,30,30,20,25,10,10,10,5,10,5
35250088,female,30,40,25,35,30,20,10,10,10,5,5,0
35250088,male,20,30,15,20,15,25,15,10,15,5,5,5
35250089,female,25,50,75,50,45,25,10,5,0,0,0,0
35250089,male,20,20,40,20,25,15,10,0,0,0,0,0
35250093,female,40,40,30,30,20,15,15,10,0,5,5,5
35250093,male,30,40,20,25,20,20,20,15,15,5,10,10
35250094,female,25,35,25,20,20,10,5,0,5,5,5,0
35250094,male,15,15,25,15,10,5,10,0,5,5,0,0
35250095,female,30,40,25,20,20,10,10,10,10,5,5,5
35250095,male,20,25,20,20,25,20,10,10,10,5,15,0
35250096,female,40,45,40,35,20,15,15,5,5,0,5,0
35250096,male,30,30,25,25,25,15,20,5,5,0,5,5
35250097,female,20,30,15,15,10,5,10,5,5,5,10,0
35250097,male,15,20,15,10,5,5,15,10,10,10,20,10
35250098,female,x,x,x,x,x,x,x,x,x,x,x,x
35250098,male,x,x,x,x,x,x,x,x,x,x,x,x
35250099,female,50,70,45,40,30,30,20,20,15,20,20,20
35250099,male,50,45,20,20,20,25,10,15,15,20,35,30
35250100,female,20,35,25,25,30,15,10,10,15,10,15,10
35250100,male,20,15,20,15,10,15,15,20,15,10,15,10
35250101,female,25,30,25,20,10,20,10,10,5,10,10,5
35250101,male,25,15,10,20,20,15,15,15,15,5,20,5
35250102,female,15,15,10,15,15,15,5,10,5,5,5,5
35250102,male,10,10,5,15,10,10,15,5,10,10,15,10
35250105,female,25,50,30,15,30,25,15,5,15,15,10,5
35250105,male,20,25,30,20,25,20,20,20,15,10,20,10
35250106,female,25,45,30,30,20,20,5,10,5,5,5,5
35250106,male,15,15,20,35,15,20,20,5,5,10,25,5
35250107,female,30,35,30,20,15,20,15,15,10,10,5,5
35250107,male,15,15,20,25,15,15,15,15,5,15,20,5
35250108,female,25,45,30,40,20,20,15,5,5,5,10,0
35250108,male,25,20,30,30,20,20,10,20,15,5,20,5
35250109,female,45,35,40,35,25,20,25,10,5,15,15,0
35250109,male,30,20,30,30,30,20,20,20,15,15,25,10
35250110,female,35,40,40,35,25,20,15,15,10,0,5,0
35250110,male,35,30,35,15,25,25,15,15,10,10,15,5
35250111,female,20,75,90,40,20,25,15,10,5,5,15,0
35250111,male,15,20,20,20,20,20,15,15,5,15,10,0
35250112,female,25,45,40,10,20,15,15,10,5,5,5,0
35250112,male,15,15,20,30,25,10,20,15,10,10,10,0
35250113,female,20,25,20,15,10,15,10,5,5,5,5,0
35250113,male,15,25,10,15,20,10,5,5,10,5,10,0
35250114,female,15,40,20,25,20,15,10,5,10,0,5,5
35250114,male,10,10,15,20,25,20,10,15,10,5,5,0
35250115,female,100,115,105,80,95,50,25,15,5,0,5,0
35250115,male,70,100,70,65,55,45,35,10,10,0,10,5
35250116,female,45,45,50,30,30,30,10,5,5,10,10,0
35250116,male,30,25,30,25,35,25,20,20,15,10,15,5
35250117,female,15,30,20,10,10,5,5,0,0,5,0,0
35250117,male,15,15,20,5,10,10,10,10,5,5,5,0
35250118,female,25,35,30,20,15,15,10,5,0,5,0,5
35250118,male,20,20,15,25,20,10,10,15,5,5,10,5
35250119,female,35,45,35,35,30,20,10,5,5,5,5,0
35250119,male,25,25,25,20,25,15,15,20,5,5,10,0
35250120,female,30,30,20,25,20,15,15,5,5,5,0,0
35250120,male,30,20,15,20,20,10,5,5,10,5,5,0
35250121,female,30,35,35,30,30,15,15,0,5,5,0,0
35250121,male,20,15,15,15,15,20,15,10,10,0,5,0
35250122,female,20,30,35,20,15,10,10,5,5,5,5,5
35250122,male,15,15,15,20,20,15,5,10,10,5,10,5
35250123,female,25,20,20,20,15,5,5,10,5,5,10,0
35250123,male,20,20,20,10,15,15,15,10,5,5,15,5
35250124,female,35,35,25,45,30,10,20,10,5,5,5,0
35250124,male,20,30,30,20,20,20,10,5,5,0,5,0
35250125,female,20,25,20,20,15,15,5,5,0,0,0,5
35250125,male,20,20,10,15,10,15,5,10,10,5,10,0
35250126,female,40,70,50,30,20,15,10,10,0,5,5,0
35250126,male,45,45,25,25,20,20,10,10,5,0,10,5
35250127,female,125,100,75,55,65,55,35,25,25,20,30,5
35250127,male,95,70,50,50,40,35,30,45,35,30,60,20
35250128,female,35,30,30,15,20,5,10,5,5,10,10,10
35250128,male,30,20,20,10,20,10,10,5,15,15,20,15
35250129,female,15,25,20,20,15,10,15,5,0,10,5,0
35250129,male,20,15,15,10,15,10,15,15,10,0,15,5
35250130,female,20,25,15,10,20,15,10,10,5,5,5,0
35250130,male,10,20,10,15,10,15,10,5,10,5,10,5
35250133,female,10,45,80,40,20,10,10,0,5,0,0,0
35250133,male,5,15,30,20,15,10,5,0,0,0,5,0
35250134,female,50,65,40,40,45,30,25,10,10,10,10,0
35250134,male,40,35,30,30,25,25,20,25,20,10,30,10
35250135,female,115,95,85,70,60,70,40,20,25,25,25,5
35250135,male,100,65,55,55,55,65,40,35,40,30,55,15
35250136,female,30,30,20,10,20,5,5,5,10,5,5,5
35250136,male,10,20,25,15,15,10,5,10,10,5,15,5
35250137,female,25,25,30,20,25,5,5,10,5,5,10,0
35250137,male,20,15,15,15,15,10,15,20,10,10,10,10
35250144,female,105,70,65,35,55,50,50,30,45,35,45,20
35250144,male,60,50,40,45,50,30,45,35,45,30,110,65
35250145,female,20,20,15,15,10,10,5,5,5,15,15,0
35250145,male,20,10,10,10,15,10,10,5,15,5,20,20
35250146,female,40,40,25,25,40,20,25,20,10,15,35,15
35250146,male,35,35,30,15,20,20,20,20,10,25,40,65
35250147,female,20,30,20,15,5,15,20,15,10,0,15,0
35250147,male,15,15,15,20,15,10,15,15,10,5,25,5
35250148,female,20,25,35,15,15,15,10,15,10,5,10,5
35250148,male,15,20,10,15,20,15,10,15,15,10,20,15
35250149,female,40,35,20,25,20,10,15,15,15,15,10,5
35250149,male,30,25,20,20,15,15,25,15,15,20,30,30
35250150,female,15,30,35,25,20,15,15,10,5,10,10,5
35250150,male,15,10,20,25,15,10,15,10,15,10,15,10
35250151,female,25,20,25,15,20,15,10,15,10,10,15,5
35250151,male,20,5,15,15,15,15,20,20,10,10,25,15
35250152,female,70,80,75,60,65,50,55,45,30,35,40,15
35250152,male,55,50,35,40,60,45,35,35,25,40,70,60
35250153,female,25,25,20,30,30,20,25,20,10,5,20,5
35250153,male,30,20,20,20,15,15,25,10,10,15,30,20
35250156,female,25,25,20,15,15,10,10,5,10,10,10,10
35250156,male,20,15,10,10,15,10,10,10,15,5,20,15
35250158,female,25,20,20,20,20,25,15,15,10,5,25,15
35250158,male,25,15,10,10,15,10,5,10,10,15,25,55
35250159,female,20,20,15,15,10,15,20,5,10,10,30,10
35250159,male,20,10,5,15,10,15,10,10,10,5,25,35
35250160,female,15,20,20,15,20,5,5,5,10,10,10,15
35250160,male,20,10,10,5,10,10,10,10,15,10,15,25
35250161,female,40,25,25,20,25,20,15,10,10,20,30,30
35250161,male,30,25,20,15,10,5,15,15,10,10,45,75
35250162,female,15,15,20,15,10,15,10,10,5,10,15,10
35250162,male,20,10,15,15,10,10,5,10,5,10,25,25
35250163,female,25,35,25,25,10,25,10,5,15,10,25,35
35250163,male,15,20,5,15,5,10,15,15,5,10,35,50
35250164,female,25,50,55,25,15,15,10,10,15,5,15,10
35250164,male,25,20,20,25,10,20,10,15,10,5,30,20
35250172,female,30,45,25,25,20,20,10,10,10,5,5,5
35250172,male,25,20,20,20,10,30,10,10,10,15,20,15
35250173,female,60,60,65,50,50,55,35,20,15,25,20,5
35250173,male,30,35,30,20,45,30,45,35,45,25,70,15
35250175,female,80,110,90,85,75,35,30,15,15,20,15,5
35250175,male,75,70,60,50,40,60,45,40,40,20,35,10
35250176,female,65,50,35,25,40,15,25,20,10,10,5,0
35250176,male,35,30,25,30,15,25,20,20,20,25,35,5
35250177,female,45,50,40,35,30,25,20,10,10,10,10,0
35250177,male,50,30,20,25,30,20,25,20,15,5,15,10
35250178,female,35,50,35,30,20,15,20,0,5,10,5,0
35250178,male,30,30,30,20,20,15,30,15,10,15,20,5
35250179,female,40,35,30,30,25,25,10,10,15,5,10,0
35250179,male,30,35,20,30,20,15,20,20,15,15,30,15
35250180,female,85,95,95,85,80,55,40,20,20,10,15,5
35250180,male,65,70,70,50,50,70,50,40,35,25,35,15
35250181,female,20,20,20,20,30,10,5,0,5,5,0,0
35250181,male,25,25,20,10,10,15,5,5,5,5,10,5
35250183,female,x,x,x,x,x,x,x,x,x,x,x,x
35250183,male,x,x,x,x,x,x,x,x,x,x,x,x
35250184,female,20,25,15,20,25,15,5,5,5,5,0,0
35250184,male,15,20,10,10,10,20,15,15,10,10,15,5
35250185,female,25,25,30,20,25,15,5,5,5,5,5,0
35250185,male,10,15,10,25,15,15,15,5,10,5,10,5
35250186,female,25,35,10,20,15,10,5,0,0,0,0,0
35250186,male,15,10,15,10,15,15,20,10,5,0,5,0
35250188,female,35,50,35,35,45,30,25,20,5,15,10,0
35250188,male,20,25,15,35,40,20,30,15,10,15,20,5
35250189,female,35,45,35,20,35,25,20,10,5,5,5,5
35250189,male,25,30,20,30,20,25,15,20,15,20,25,10
35250190,female,25,35,25,20,25,15,5,0,0,0,5,5
35250190,male,25,25,20,10,15,15,25,10,10,5,5,0
35250191,female,55,50,40,40,35,30,10,5,5,5,10,0
35250191,male,35,35,25,30,30,30,25,15,25,10,15,5
35250192,female,80,85,65,65,75,35,40,15,35,20,20,5
35250192,male,60,55,45,40,50,65,35,40,35,25,60,15
35250193,female,25,20,20,20,15,15,10,0,5,5,10,0
35250193,male,10,20,10,10,10,10,10,10,5,0,20,5
35250194,female,30,35,25,20,25,15,15,5,5,10,10,0
35250194,male,25,20,20,20,20,25,20,20,10,10,15,10
35250196,female,30,30,30,20,40,25,15,10,10,10,5,0
35250196,male,25,25,20,20,15,15,30,10,10,5,20,0
35250197,female,35,35,30,35,20,25,5,5,10,5,0,5
35250197,male,20,20,20,25,20,15,20,10,15,5,20,5
35250199,female,165,215,185,145,130,105,70,50,35,20,40,5
35250199,male,120,160,110,80,105,95,95,70,50,30,85,35
35250200,female,35,40,35,30,20,20,15,15,5,5,10,0
35250200,male,20,30,30,40,25,25,15,20,10,5,5,10
35250201,female,15,20,20,20,15,15,5,5,5,0,5,0
35250201,male,15,15,15,20,10,5,5,10,5,5,5,0
35250202,female,75,90,95,55,35,25,20,5,5,0,5,0
35250202,male,65,60,60,55,45,45,25,15,10,5,15,0
35250203,female,80,80,95,60,30,20,15,10,5,0,5,0
35250203,male,55,60,60,55,45,40,15,20,10,5,10,0
35250204,female,85,100,65,55,30,15,10,5,0,0,0,0
35250204,male,60,65,45,35,35,20,15,5,0,0,5,0
35250205,female,x,x,x,x,x,x,x,x,x,x,x,x
35250205,male,x,x,x,x,x,x,x,x,x,x,x,x
35250206,female,40,55,45,35,35,20,10,5,5,5,10,0
35250206,male,25,30,25,35,35,20,25,20,5,10,15,0
35250207,female,10,30,25,20,20,5,5,5,0,5,5,5
35250207,male,10,15,15,15,15,10,5,10,5,5,10,0
35250208,female,20,25,30,25,20,15,10,5,0,5,5,0
35250208,male,10,20,20,20,15,25,10,10,5,0,15,0
35250209,female,25,30,20,15,20,15,5,5,5,5,5,0
35250209,male,10,15,10,15,15,10,10,10,5,5,15,0
35250210,female,35,35,30,35,20,10,10,0,5,5,10,0
35250210,male,20,20,25,25,15,25,20,10,5,5,10,5
35250211,female,10,35,40,25,20,10,15,5,5,5,5,0
35250211,male,10,10,25,30,10,10,10,5,0,0,5,0
35250212,female,25,50,40,35,30,10,10,0,5,5,0,0
35250212,male,15,20,30,35,25,15,15,5,5,10,5,0
35250213,female,20,30,25,30,20,15,5,5,5,0,10,5
35250213,male,15,20,30,10,30,20,10,10,10,5,10,5
35250216,female,25,45,30,20,20,10,10,5,0,5,5,0
35250216,male,15,15,20,15,15,15,20,10,5,10,5,0
35250217,female,45,60,45,45,20,15,5,5,5,5,5,0
35250217,male,25,25,25,35,30,20,15,5,10,0,10,5
35250218,female,45,35,30,45,20,15,5,0,5,5,0,0
35250218,male,30,40,30,30,35,15,15,10,5,5,0,5
35250221,female,35,75,60,30,30,15,5,0,0,0,0,0
35250221,male,25,40,65,25,30,20,5,5,5,0,0,0
35250222,female,30,35,50,40,30,20,10,10,0,0,10,0
35250222,male,20,25,20,30,35,15,15,10,10,5,10,5
35250223,female,30,30,40,25,20,15,5,5,5,5,5,0
35250223,male,20,25,25,25,25,15,15,15,5,10,10,5
35250224,female,40,35,30,10,15,10,0,0,5,0,5,0
35250224,male,30,20,20,30,25,15,5,0,5,5,5,0
35250225,female,20,30,35,20,15,5,15,5,0,0,5,0
35250225,male,15,20,20,30,15,20,10,5,10,5,10,0
35250226,female,25,75,65,40,25,15,10,5,0,0,5,0
35250226,male,10,25,50,40,20,10,15,5,5,5,0,0
35250227,female,40,65,55,30,30,15,5,5,0,0,0,5
35250227,male,15,50,35,30,30,15,5,5,5,5,0,5
35250230,female,25,45,45,20,30,10,10,0,5,0,0,0
35250230,male,20,25,30,35,25,25,15,20,5,5,10,5
35250231,female,55,75,65,45,25,20,10,5,5,0,0,0
35250231,male,30,40,60,45,30,20,25,15,10,5,20,5
35250232,female,35,105,75,45,25,15,0,0,5,0,0,0
35250232,male,55,55,30,30,20,20,10,0,5,0,0,0
35250233,female,30,70,70,25,25,10,0,5,0,5,0,0
35250233,male,25,25,40,30,30,10,10,10,5,0,5,0
35250234,female,30,40,45,20,15,5,5,0,0,0,0,0
35250234,male,25,20,30,25,20,10,5,5,0,0,0,0
35250238,female,65,90,75,35,15,10,0,0,0,0,0,0
35250238,male,65,85,65,45,30,15,10,5,5,5,5,0
35250239,female,40,40,25,20,10,10,5,0,0,0,0,0
35250239,male,30,25,20,20,20,10,10,5,0,0,0,0
35250240,female,50,80,60,25,20,0,0,0,0,0,0,0
35250240,male,50,70,35,40,20,10,5,0,0,0,0,0
35250241,female,25,25,35,10,5,5,5,5,0,5,0,0
35250241,male,20,15,15,15,15,15,5,5,5,0,5,0
35250242,female,x,x,x,x,x,x,x,x,x,x,x,x
35250242,male,x,x,x,x,x,x,x,x,x,x,x,x
35250243,female,70,135,100,65,50,25,15,10,10,5,10,5
35250243,male,60,80,70,45,35,30,30,20,15,15,20,10
35250248,female,65,90,60,45,40,25,10,10,10,5,5,0
35250248,male,45,45,55,35,35,35,20,20,25,10,25,5
35250249,female,30,85,65,30,25,10,10,5,5,0,0,0
35250249,male,20,40,30,30,25,15,15,10,0,5,10,0
35250250,female,25,30,25,25,30,20,15,5,0,5,10,0
35250250,male,25,30,15,25,25,20,30,15,10,5,15,5
35250251,female,30,40,30,20,15,10,10,0,5,5,5,0
35250251,male,20,20,20,15,20,10,10,10,10,5,5,0
35250254,female,35,70,55,40,30,15,20,5,5,5,5,0
35250254,male,30,45,40,40,55,25,20,20,10,10,15,0
35250255,female,30,55,40,40,20,15,10,5,5,5,5,5
35250255,male,20,15,30,40,25,20,25,10,15,5,10,10
35250256,female,35,65,60,30,40,30,15,10,5,5,5,0
35250256,male,20,20,25,25,20,25,25,20,5,10,15,5
35250257,female,25,70,80,30,30,15,10,5,5,0,5,0
35250257,male,20,40,40,30,30,25,10,15,10,5,10,0
35250258,female,40,65,100,45,40,40,20,10,5,5,10,5
35250258,male,10,35,40,40,40,30,25,20,15,5,10,5
35250259,female,40,40,35,25,35,20,10,5,5,5,5,0
35250259,male,20,20,20,35,25,20,20,10,10,15,15,5
35250260,female,35,75,95,50,30,15,10,5,0,0,0,5
35250260,male,15,40,40,35,25,10,15,10,5,5,10,0
35250261,female,35,85,60,35,15,5,5,0,0,0,0,0
35250261,male,20,30,45,25,20,15,10,10,5,0,0,0
35250262,female,35,60,80,45,35,20,15,5,5,0,5,0
35250262,male,30,30,30,45,30,30,15,15,10,5,15,0
