geo_code,,"under $10,000 (including loss)","$10,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $149,999","$150,000 and over"
35250508,female,25,25,15,10,20,15,10,10,15,10,25,10
35250508,male,15,15,15,5,15,10,15,15,10,15,25,25
35250509,female,35,35,20,30,25,15,25,15,15,15,20,10
35250509,male,25,35,20,15,15,10,15,15,15,15,25,15
35250510,female,30,20,25,10,25,15,15,20,15,10,20,10
35250510,male,20,10,15,20,10,20,10,5,10,15,35,20
35250511,female,30,65,40,40,20,30,25,15,15,5,15,0
35250511,male,35,25,35,25,20,25,25,25,15,10,25,10
35250512,female,30,35,30,20,15,25,20,5,5,5,10,5
35250512,male,15,20,20,20,20,15,10,5,10,10,10,5
35250513,female,20,40,35,30,25,20,20,10,5,10,10,5
35250513,male,25,40,25,25,20,15,10,15,10,10,15,0
35250514,female,40,50,45,35,25,25,30,25,15,30,25,30
35250514,male,30,35,20,25,25,25,20,25,15,25,30,40
35250515,female,20,15,25,20,20,10,10,5,5,10,15,15
35250515,male,15,25,15,5,15,20,5,10,10,10,15,20
35250516,female,55,50,40,35,40,25,20,20,10,5,20,15
35250516,male,40,35,30,30,25,30,20,20,20,20,30,20
35250517,female,20,25,20,20,20,20,15,10,10,5,5,0
35250517,male,20,15,15,15,15,5,15,15,10,10,5,0
35250518,female,20,20,20,20,20,10,10,5,5,10,5,0
35250518,male,10,10,10,5,10,5,15,10,5,15,10,5
35250519,female,35,55,40,40,25,20,5,10,10,10,5,0
35250519,male,30,40,30,30,25,25,25,20,15,5,15,5
35250520,female,45,45,50,40,30,20,15,10,10,10,10,0
35250520,male,45,30,35,35,35,20,35,20,15,10,15,5
35250521,female,35,40,35,20,15,20,10,10,0,5,5,0
35250521,male,40,30,30,10,20,25,15,15,15,5,15,5
35250522,female,x,x,x,x,x,x,x,x,x,x,x,x
35250522,male,x,x,x,x,x,x,x,x,x,x,x,x
35250523,female,35,45,30,30,25,15,5,5,10,0,5,0
35250523,male,25,40,25,30,25,25,10,10,10,5,10,5
35250524,female,20,40,30,15,15,15,10,0,0,5,0,0
35250524,male,25,15,20,10,15,15,10,5,0,0,5,0
35250525,female,25,35,35,15,20,10,15,5,5,0,5,0
35250525,male,20,20,15,20,15,10,15,10,10,10,5,0
35250526,female,115,145,110,60,55,25,20,15,0,0,5,5
35250526,male,85,75,60,40,35,30,20,10,5,0,5,0
35250527,female,25,35,40,35,30,5,15,5,0,5,0,0
35250527,male,25,20,20,20,25,20,10,10,0,5,10,0
35250528,female,20,45,35,25,30,15,5,5,0,5,0,0
35250528,male,15,20,25,30,20,15,15,10,10,5,5,0
35250529,female,30,40,40,25,15,5,5,5,0,0,0,0
35250529,male,25,20,20,25,25,10,10,5,10,0,5,0
35250530,female,35,35,35,30,25,15,5,5,5,0,5,0
35250530,male,30,15,35,25,15,20,10,5,5,5,5,0
35250531,female,35,40,35,20,25,10,5,5,5,5,5,0
35250531,male,30,15,25,15,25,15,15,10,10,5,10,0
35250532,female,25,40,25,20,25,10,15,10,5,5,5,0
35250532,male,20,25,25,20,20,15,20,10,5,5,10,0
35250533,female,60,90,85,60,25,15,5,0,0,5,5,0
35250533,male,45,60,55,45,40,25,5,5,10,0,5,0
35250534,female,20,50,55,25,35,15,10,10,5,0,5,0
35250534,male,20,25,20,30,30,15,15,15,5,0,0,0
35250535,female,50,55,45,30,15,20,10,10,5,0,5,0
35250535,male,30,25,35,30,20,15,15,10,0,10,15,5
35250536,female,15,50,40,30,25,15,5,0,0,0,0,0
35250536,male,15,30,40,30,25,15,10,15,5,5,5,0
35250537,female,30,55,50,45,25,25,5,5,5,0,5,0
35250537,male,45,35,35,30,30,25,20,15,10,15,5,0
35250538,female,30,45,40,35,35,15,15,10,5,0,5,0
35250538,male,25,20,35,40,30,25,20,10,5,5,15,0
35250539,female,45,50,50,50,35,25,15,10,5,0,5,0
35250539,male,35,25,35,30,35,30,20,25,5,5,15,0
35250540,female,35,50,45,30,30,15,10,10,5,10,5,0
35250540,male,25,25,30,30,35,25,25,25,5,10,10,10
35250541,female,40,45,45,30,25,20,10,5,10,5,5,5
35250541,male,30,20,25,30,25,20,10,15,15,10,5,5
35250542,female,30,35,45,20,15,25,10,0,0,5,5,0
35250542,male,25,30,25,30,25,25,20,15,5,5,5,0
35250545,female,20,45,30,30,15,15,5,5,5,5,10,0
35250545,male,20,25,25,30,25,15,15,5,10,5,5,0
35250546,female,20,60,50,30,5,15,0,5,0,0,0,0
35250546,male,20,40,25,30,20,10,10,5,5,0,5,0
35250547,female,30,45,25,20,10,15,5,5,0,0,5,0
35250547,male,20,30,15,25,20,20,10,15,5,5,5,5
35250548,female,45,60,75,35,35,20,10,5,5,0,5,0
35250548,male,40,50,35,20,40,25,20,15,5,0,5,5
35250549,female,35,55,35,45,20,20,5,0,5,5,0,0
35250549,male,35,20,25,25,30,25,15,15,5,5,5,0
35250550,female,25,40,40,30,25,10,15,10,5,5,0,0
35250550,male,15,25,30,25,20,10,20,20,0,10,5,0
35250551,female,35,40,40,35,25,10,10,5,0,0,0,0
35250551,male,30,20,30,30,30,15,15,20,10,5,10,0
35250552,female,30,35,35,20,15,10,5,5,0,5,0,0
35250552,male,25,25,25,15,10,15,10,5,0,0,5,0
35250553,female,45,45,40,20,25,20,10,10,5,5,5,0
35250553,male,35,25,20,15,20,20,20,10,5,0,5,0
35250554,female,30,40,40,25,30,20,10,5,10,0,5,0
35250554,male,20,15,25,15,25,25,20,10,5,10,5,0
35250555,female,25,45,45,15,25,20,15,0,5,0,5,0
35250555,male,15,10,15,20,15,20,10,15,5,5,5,0
35250556,female,30,45,25,35,35,20,10,5,5,5,5,0
35250556,male,10,30,30,25,30,30,25,15,15,10,10,0
35250557,female,40,70,60,45,35,20,10,0,5,0,0,0
35250557,male,30,40,40,25,25,20,15,10,5,5,5,0
35250558,female,20,45,40,35,20,10,15,5,5,5,0,0
35250558,male,25,20,25,30,35,25,20,5,5,10,5,0
35250559,female,30,40,40,30,30,15,5,10,5,0,5,5
35250559,male,25,15,20,25,30,15,15,15,10,5,5,0
35250560,female,20,70,65,50,40,20,15,5,0,5,5,0
35250560,male,10,25,30,40,30,15,20,10,5,5,10,0
35250561,female,10,25,30,20,15,20,5,5,5,5,5,0
35250561,male,10,20,10,30,30,25,15,15,5,5,10,0
35250562,female,25,45,45,25,35,15,10,5,0,10,0,0
35250562,male,20,35,40,25,30,20,20,15,10,0,5,0
35250563,female,40,75,60,35,20,15,5,0,5,0,0,0
35250563,male,15,40,35,30,35,20,10,5,5,0,5,0
35250564,female,30,40,40,25,35,25,10,5,10,5,0,0
35250564,male,25,30,20,25,25,30,20,15,10,5,15,0
35250565,female,50,50,45,35,40,20,15,5,5,5,5,0
35250565,male,20,30,35,30,40,30,15,30,15,10,20,5
35250566,female,25,35,40,30,20,15,10,0,10,5,5,0
35250566,male,10,15,15,30,15,25,15,15,15,0,5,0
35250567,female,35,55,45,30,25,20,10,5,5,5,5,0
35250567,male,25,30,30,40,25,20,20,15,5,0,5,5
35250568,female,35,70,70,30,30,15,10,5,5,5,5,0
35250568,male,20,45,35,45,40,25,15,10,5,5,10,0
35250569,female,35,40,45,30,25,5,5,5,5,5,5,0
35250569,male,25,20,30,35,15,20,10,10,5,5,10,0
35250570,female,40,45,35,30,15,25,15,10,0,0,0,0
35250570,male,20,25,35,30,15,20,25,5,10,10,0,0
35250571,female,20,65,60,45,25,10,5,5,0,0,5,0
35250571,male,15,20,30,30,20,15,5,5,5,5,5,0
35250572,female,40,45,30,30,20,25,15,10,5,5,0,0
35250572,male,25,40,30,30,30,10,15,15,15,10,5,0
35250573,female,70,120,65,45,45,45,20,20,20,15,10,5
35250573,male,60,65,40,40,40,45,35,35,25,10,40,10
35250574,female,25,35,35,25,25,15,10,5,0,10,5,0
35250574,male,15,20,20,25,15,15,5,10,10,10,20,5
35250578,female,65,60,45,45,35,20,15,10,0,5,5,5
35250578,male,45,35,20,20,20,20,25,10,10,5,20,10
35250579,female,25,40,20,25,30,15,5,5,5,10,5,0
35250579,male,25,25,20,20,5,15,20,15,15,10,10,5
35250580,female,25,25,30,20,15,10,5,0,0,0,0,0
35250580,male,15,20,15,10,10,5,0,5,0,0,0,0
35250581,female,65,55,50,30,35,30,15,10,10,10,10,0
35250581,male,40,50,35,25,35,30,20,20,15,5,20,5
35250582,female,35,45,40,35,35,35,10,5,5,5,5,0
35250582,male,35,25,20,35,30,20,15,20,10,5,10,0
35250583,female,35,40,25,30,35,15,25,10,15,5,0,0
35250583,male,30,20,20,20,20,20,25,15,10,15,20,5
35250585,female,40,50,50,30,20,15,10,10,0,5,5,0
35250585,male,30,30,30,25,15,10,15,15,15,5,15,5
35250586,female,100,110,80,60,55,45,35,20,20,20,20,5
35250586,male,80,70,55,45,55,40,45,40,30,30,50,15
35250587,female,15,30,20,25,20,10,5,5,5,0,5,0
35250587,male,15,15,15,10,15,10,10,10,10,5,5,0
35250588,female,30,50,35,30,20,15,10,0,0,5,5,0
35250588,male,15,25,25,20,20,25,10,10,5,5,5,0
35250589,female,45,50,40,35,45,15,10,15,5,10,10,0
35250589,male,30,30,25,35,40,20,15,30,15,10,25,10
35250590,female,25,35,20,20,20,15,5,5,5,5,5,0
35250590,male,15,15,15,20,20,15,10,10,10,10,10,5
35250591,female,45,45,45,30,35,30,15,15,5,15,5,5
35250591,male,40,35,35,30,30,20,20,25,20,15,25,5
35250592,female,30,40,40,40,20,20,15,10,5,5,5,0
35250592,male,35,15,20,30,30,15,10,5,5,10,15,5
35250593,female,35,40,30,25,15,5,5,0,0,5,0,0
35250593,male,15,25,20,25,10,10,10,5,0,5,5,0
35250594,female,45,55,50,30,35,20,10,10,5,5,5,0
35250594,male,25,40,30,35,25,25,20,10,15,5,10,0
35250595,female,35,35,25,30,25,15,15,5,5,5,5,0
35250595,male,10,30,30,25,15,15,15,15,10,5,5,0
35250596,female,45,50,50,30,30,20,15,5,5,5,0,0
35250596,male,25,35,30,30,25,25,20,10,10,5,5,5
35250597,female,20,45,25,20,25,10,5,0,5,5,5,0
35250597,male,25,20,20,30,10,15,15,10,5,5,5,5
35250598,female,30,35,25,35,25,10,5,5,5,5,5,0
35250598,male,25,15,25,20,20,15,15,10,5,10,10,0
35250599,female,30,75,75,30,25,10,5,5,5,5,0,0
35250599,male,15,25,40,40,20,20,10,5,0,5,0,0
35250600,female,40,30,20,20,20,5,10,10,0,0,0,0
35250600,male,30,25,25,20,15,15,10,10,5,0,5,0
35250601,female,40,145,90,35,20,15,10,0,5,0,0,0
35250601,male,20,50,35,25,15,20,20,5,10,0,0,0
35250602,female,25,55,70,35,20,20,10,10,5,0,0,0
35250602,male,20,25,30,30,30,10,10,5,5,5,0,0
35250603,female,35,65,50,35,35,25,15,10,15,5,5,0
35250603,male,30,40,35,35,35,20,20,15,20,10,15,0
35250604,female,35,30,40,35,25,20,5,10,5,5,5,0
35250604,male,25,20,25,35,30,25,15,15,10,5,10,5
35250605,female,40,40,40,25,15,10,5,5,0,0,0,0
35250605,male,25,35,20,15,15,15,10,5,5,5,5,0
35250606,female,35,30,50,35,30,20,15,5,0,5,5,0
35250606,male,20,15,40,35,25,20,20,15,5,5,15,5
35250607,female,30,55,45,15,30,10,15,0,5,5,0,0
35250607,male,20,25,15,25,20,15,20,10,5,5,15,0
35250608,female,25,35,40,30,10,10,10,0,0,0,0,0
35250608,male,35,20,15,15,10,5,5,5,0,5,0,0
35250609,female,30,40,20,35,25,25,15,10,5,5,5,0
35250609,male,20,35,20,30,20,25,10,10,10,5,5,0
35250610,female,35,40,35,25,25,20,10,5,5,5,0,0
35250610,male,25,25,30,35,25,25,10,10,10,5,15,5
35250611,female,40,55,30,20,25,15,10,10,0,5,0,0
35250611,male,35,30,25,25,10,25,10,5,0,0,5,0
35250612,female,35,60,40,35,45,20,15,5,0,0,0,0
35250612,male,30,35,30,25,20,25,15,10,5,5,10,0
35250613,female,80,90,75,60,55,40,5,5,5,0,5,0
35250613,male,60,60,50,40,60,40,25,15,15,0,10,0
35250614,female,20,30,30,20,20,15,10,5,0,0,5,0
35250614,male,20,15,15,20,15,15,10,10,5,5,5,0
35250615,female,25,30,40,25,15,20,5,10,0,5,5,0
35250615,male,25,25,30,15,30,15,10,10,5,5,10,0
35250616,female,25,25,15,10,15,15,10,5,5,0,0,0
35250616,male,10,15,10,15,15,15,5,5,5,0,0,0
35250617,female,35,45,45,30,15,10,5,10,5,0,0,0
35250617,male,20,25,35,25,10,10,5,5,5,5,5,0
35250618,female,15,20,25,20,10,10,0,0,0,0,0,0
35250618,male,20,15,20,15,15,5,5,5,10,5,5,0
35250619,female,25,40,30,25,25,15,10,5,5,5,0,5
35250619,male,30,25,20,30,25,25,10,15,5,5,15,0
35250620,female,30,35,15,20,20,15,15,10,5,5,5,0
35250620,male,25,20,15,15,15,20,15,10,15,5,15,5
35250621,female,45,65,65,45,45,25,10,20,0,5,5,5
35250621,male,30,30,40,30,30,20,10,15,10,5,20,0
35250622,female,30,35,35,10,15,15,10,0,0,5,5,0
35250622,male,20,20,30,10,20,10,10,5,5,0,5,0
35250623,female,30,40,25,15,20,10,10,5,0,5,0,0
35250623,male,15,20,20,25,20,20,10,15,5,5,5,0
35250624,female,20,55,50,25,20,10,5,10,5,5,5,0
35250624,male,25,30,40,25,20,15,15,5,10,5,5,0
35250625,female,25,40,35,35,15,10,10,0,0,0,0,0
35250625,male,15,20,25,25,15,10,10,10,15,5,0,0
35250626,female,30,40,50,35,25,20,15,5,5,0,5,0
35250626,male,20,40,30,30,30,20,20,10,10,10,5,5
35250627,female,35,50,35,30,25,15,10,5,5,0,0,0
35250627,male,35,30,30,20,25,15,20,10,5,5,10,0
35250628,female,25,120,55,25,10,10,5,0,0,5,5,0
35250628,male,15,35,30,15,15,10,10,5,0,5,10,0
35250629,female,70,115,110,45,40,20,10,15,10,5,10,0
35250629,male,50,45,40,40,45,15,20,15,10,5,20,0
35250630,female,40,45,25,20,25,10,15,5,5,5,5,0
35250630,male,25,25,25,15,30,25,10,20,10,0,10,5
35250631,female,35,50,35,35,20,15,10,5,5,0,5,0
35250631,male,20,25,20,25,20,20,15,15,5,10,20,5
35250632,female,55,70,50,30,30,20,5,5,0,5,0,0
35250632,male,35,50,40,50,25,20,10,5,5,0,5,0
35250633,female,x,x,x,x,x,x,x,x,x,x,x,x
35250633,male,x,x,x,x,x,x,x,x,x,x,x,x
35250634,female,55,80,55,50,35,20,5,10,5,0,5,0
35250634,male,40,35,45,25,25,15,15,10,10,5,10,0
35250635,female,25,30,25,25,15,10,5,5,5,0,5,0
35250635,male,10,15,15,30,15,15,10,10,5,5,5,0
35250636,female,85,50,60,40,35,30,25,20,15,10,10,5
35250636,male,55,50,40,25,40,30,25,25,15,20,25,5
35250637,female,105,110,135,80,60,35,25,5,10,10,10,5
35250637,male,55,60,60,60,45,40,30,35,15,25,35,10
35250638,female,20,20,10,20,10,5,15,5,0,0,0,0
35250638,male,15,15,10,15,10,5,15,0,0,5,0,0
35250639,female,55,50,60,20,30,25,15,10,0,10,5,0
35250639,male,35,45,20,25,20,25,15,10,10,5,25,0
35250640,female,45,40,45,35,15,20,10,5,5,5,10,0
35250640,male,35,30,35,10,20,10,15,15,10,10,15,5
35250641,female,35,35,30,20,20,15,10,5,5,5,5,0
35250641,male,15,25,15,10,25,15,10,10,15,5,15,0
35250642,female,55,60,45,30,15,15,5,5,5,5,0,0
35250642,male,30,45,15,15,15,10,10,5,10,0,15,5
35250643,female,45,35,25,20,25,20,15,5,10,5,10,5
35250643,male,35,30,30,25,25,20,10,10,10,20,20,0
35250644,female,25,25,20,15,10,10,5,5,5,0,10,5
35250644,male,25,10,10,0,10,5,15,15,10,5,20,5
35250645,female,40,50,20,40,25,20,15,10,5,10,15,0
35250645,male,40,30,30,25,15,20,15,10,10,10,25,5
35250646,female,55,55,40,30,45,35,25,15,10,10,10,0
35250646,male,40,60,30,35,25,30,35,20,20,10,20,5
35250647,female,55,65,30,40,45,40,15,10,10,10,5,5
35250647,male,40,45,25,30,30,25,25,15,15,15,15,5
35250648,female,55,105,70,45,40,35,15,10,5,10,10,5
35250648,male,55,50,45,30,25,30,30,20,15,10,15,0
35250649,female,40,65,45,40,30,20,10,5,10,5,5,5
35250649,male,30,40,25,20,25,10,20,10,10,20,15,5
35250650,female,45,55,35,25,15,20,15,0,0,5,0,0
35250650,male,30,30,30,15,15,10,10,10,10,5,15,10
35250651,female,15,25,15,20,10,10,5,10,5,5,5,0
35250651,male,15,20,15,15,10,10,15,5,5,5,10,10
35250652,female,40,60,45,40,25,20,20,5,5,10,5,5
35250652,male,40,50,20,20,25,20,25,25,15,20,20,10
35250655,female,125,115,70,90,70,75,40,25,15,25,15,5
35250655,male,100,75,80,55,60,55,45,30,40,30,60,20
35250656,female,25,55,50,30,20,15,15,5,5,10,0,0
35250656,male,15,35,25,15,20,10,10,5,5,5,10,0
35250657,female,50,50,25,35,25,25,15,10,10,5,5,0
35250657,male,35,45,30,35,30,20,15,15,15,10,15,5
35250658,female,25,20,15,10,15,10,5,5,5,5,5,0
35250658,male,15,10,15,5,15,10,20,10,5,5,15,0
35250659,female,40,70,35,25,35,15,10,10,0,5,5,0
35250659,male,30,35,25,20,15,20,15,5,10,10,15,5
35250661,female,85,90,65,55,55,30,35,15,10,20,15,10
35250661,male,55,55,45,40,50,45,35,25,20,20,35,15
35250662,female,115,115,80,80,50,55,50,30,30,30,25,5
35250662,male,90,85,55,45,65,50,45,55,35,40,60,35
35250663,female,50,50,30,45,30,25,25,15,10,10,10,0
35250663,male,60,40,30,30,20,25,15,20,10,10,30,10
35250664,female,25,30,40,20,20,20,10,5,5,5,5,0
35250664,male,15,25,20,20,20,15,20,10,10,15,20,0
35250665,female,30,35,30,20,25,20,10,10,5,10,10,5
35250665,male,20,25,15,25,25,20,15,10,15,15,20,5
35250666,female,10,35,25,25,25,15,20,10,5,5,10,0
35250666,male,15,15,15,15,20,15,20,15,10,5,15,5
35250667,female,x,x,x,x,x,x,x,x,x,x,x,x
35250667,male,x,x,x,x,x,x,x,x,x,x,x,x
35250668,female,35,45,20,15,10,0,10,5,0,0,0,5
35250668,male,55,35,20,10,10,5,5,5,5,0,5,0
35250669,female,55,50,20,5,10,10,0,5,0,5,0,0
35250669,male,50,35,25,15,10,5,5,5,0,5,0,0
35250670,female,30,30,15,10,5,5,5,5,0,5,5,10
35250670,male,40,20,5,5,5,5,5,0,5,0,10,20
35250671,female,25,30,25,10,10,5,10,10,5,5,5,0
35250671,male,25,30,20,15,5,5,5,0,0,5,5,0
35250672,female,45,35,15,10,10,10,5,5,5,5,5,0
35250672,male,40,25,30,10,10,15,10,0,5,0,5,5
35250675,female,40,30,25,15,10,10,5,5,5,5,10,0
35250675,male,55,40,25,15,15,10,5,5,5,0,15,5
35250676,female,25,20,15,10,10,10,10,15,10,5,15,5
35250676,male,35,40,15,15,10,10,5,10,10,0,10,10
35250677,female,35,30,5,15,15,15,10,10,10,10,25,5
35250677,male,20,15,15,5,10,5,10,10,10,5,35,25
35250678,female,30,20,15,5,10,15,10,10,5,5,25,30
35250678,male,30,5,10,5,5,5,0,10,10,5,20,65
35250679,female,80,45,25,15,15,15,10,5,5,10,10,5
35250679,male,85,35,25,15,10,15,5,10,5,5,15,15
35250680,female,50,50,30,10,10,5,10,5,5,5,0,0
35250680,male,70,40,25,25,10,10,0,10,5,0,5,0
35250681,female,80,70,60,30,25,15,15,10,5,10,10,5
35250681,male,70,65,50,35,35,25,15,15,15,10,15,5
35250692,female,25,45,45,30,15,10,5,0,0,0,0,0
35250692,male,40,40,30,20,20,10,15,5,5,0,0,0
35250693,female,30,50,35,30,10,0,5,0,0,0,0,0
35250693,male,35,40,25,15,5,10,5,5,0,5,5,0
35250694,female,35,40,30,25,15,10,0,0,0,5,0,0
35250694,male,20,45,30,20,10,10,5,5,0,5,5,0
35250695,female,25,30,40,10,5,5,5,0,0,5,0,0
35250695,male,60,25,25,10,15,10,5,0,0,0,0,0
35250696,female,25,40,35,15,5,5,0,0,0,0,0,0
35250696,male,45,35,20,15,15,5,5,0,0,0,5,0
35250700,female,35,50,30,20,10,10,5,10,0,0,5,0
35250700,male,30,50,30,20,15,20,10,5,5,5,5,0
35250701,female,30,55,55,25,20,5,5,0,0,5,0,0
35250701,male,40,35,30,30,20,20,15,5,0,5,0,0
35250702,female,40,60,30,20,25,15,10,0,0,5,0,0
35250702,male,40,35,20,25,25,15,5,5,5,5,5,0
35250703,female,35,50,40,20,20,5,5,5,0,0,5,0
35250703,male,35,35,40,25,20,20,10,10,5,0,5,0
35250704,female,40,50,50,35,15,10,5,5,0,5,0,0
35250704,male,40,35,40,40,25,20,10,5,5,5,5,0
35250705,female,30,30,50,35,25,10,10,5,5,0,0,0
35250705,male,30,40,30,25,15,20,10,5,5,5,0,0
35250706,female,30,40,25,25,25,10,0,5,5,0,0,0
35250706,male,30,35,25,20,20,15,10,5,5,0,5,0
35250707,female,20,40,45,20,10,10,0,5,0,0,0,0
35250707,male,20,35,20,20,20,15,5,10,0,5,0,0
35250708,female,50,65,55,35,20,10,5,0,0,0,0,0
35250708,male,45,50,35,45,25,25,15,10,0,0,5,0
35250709,female,35,45,40,30,20,10,5,0,0,0,0,0
35250709,male,30,30,30,25,25,15,10,10,5,10,5,0
35250710,female,30,45,40,25,15,10,5,5,0,0,0,0
35250710,male,25,30,20,10,30,20,15,10,5,5,0,5
35250711,female,30,25,25,30,10,0,5,5,0,0,0,0
35250711,male,15,25,15,20,20,15,20,5,5,5,5,0
35250712,female,25,35,35,15,20,5,10,5,5,0,0,0
35250712,male,25,25,25,20,15,15,15,10,5,5,5,0
35250713,female,30,30,35,25,20,5,5,5,0,5,0,0
35250713,male,20,30,20,30,20,20,10,5,0,5,0,0
35250714,female,30,40,40,25,30,15,5,0,5,5,5,0
35250714,male,30,45,30,25,35,15,15,5,5,0,5,0
35250715,female,35,50,45,20,20,15,10,0,0,0,5,0
35250715,male,25,35,30,35,25,10,5,10,5,5,0,0
35250716,female,35,55,40,25,15,10,10,10,5,5,0,0
35250716,male,35,50,45,25,35,15,5,10,5,5,15,0
35250717,female,35,50,35,25,20,15,5,5,0,0,0,5
35250717,male,30,40,25,30,25,15,10,5,5,5,10,5
35250718,female,30,35,30,20,25,10,0,5,5,0,5,0
35250718,male,25,40,30,20,15,10,5,5,5,0,5,0
35250719,female,25,45,35,20,10,10,5,10,0,5,0,0
35250719,male,25,35,15,25,25,10,15,10,5,5,0,0
35250720,female,35,60,40,25,25,20,10,10,0,5,5,0
35250720,male,45,50,25,30,25,15,5,5,5,5,5,0
35250721,female,35,60,45,25,20,15,10,0,0,0,5,0
35250721,male,35,70,50,30,25,20,15,5,5,0,5,0
35250724,female,30,45,20,25,15,15,15,5,0,5,10,5
35250724,male,35,25,25,25,25,15,10,5,10,5,10,5
35250725,female,30,35,15,25,15,20,5,5,0,10,5,0
35250725,male,35,25,15,25,10,10,10,15,5,5,15,5
35250726,female,35,60,40,20,25,20,10,15,0,5,5,5
35250726,male,20,40,25,30,40,20,15,15,5,5,5,5
35250727,female,20,25,15,10,10,15,10,0,0,5,0,0
35250727,male,15,20,10,10,10,10,10,0,0,0,0,0
35250728,female,30,40,40,30,20,15,10,5,0,0,5,0
35250728,male,30,35,25,20,30,20,15,5,5,0,5,0
35250729,female,15,55,50,20,20,10,5,5,5,5,0,0
35250729,male,25,35,30,25,15,15,10,10,5,5,10,0
35250730,female,45,85,80,45,15,10,10,5,5,0,0,0
35250730,male,30,55,45,40,20,25,15,10,5,0,5,0
35250731,female,40,90,55,30,20,20,10,5,0,0,0,0
35250731,male,35,50,30,20,20,20,15,10,5,5,5,0
35250732,female,25,35,20,15,15,10,15,10,5,10,10,0
35250732,male,20,20,20,10,15,10,15,15,15,5,15,0
35250733,female,50,45,35,20,25,20,10,10,5,5,10,0
35250733,male,25,30,25,20,15,25,20,10,15,10,20,5
35250734,female,40,45,40,35,20,20,15,5,5,0,5,0
35250734,male,35,45,30,20,25,15,10,5,10,5,10,0
35250735,female,25,25,30,15,25,15,15,10,5,10,5,5
35250735,male,35,20,20,20,20,15,15,10,15,10,20,0
35250736,female,35,40,35,25,20,15,15,5,5,10,10,0
35250736,male,25,25,30,25,25,20,15,10,10,5,10,5
35250737,female,30,30,35,25,20,20,10,10,5,5,5,0
35250737,male,20,15,25,20,15,20,20,10,10,15,10,5
35250738,female,25,35,25,30,25,25,15,10,5,10,5,0
35250738,male,20,30,15,20,20,20,25,20,5,10,15,0
35250739,female,25,55,35,35,25,20,10,5,5,0,5,0
35250739,male,30,20,25,35,15,20,25,20,15,10,5,0
35250740,female,35,60,35,35,30,15,15,5,5,5,5,0
35250740,male,25,30,25,25,25,30,20,10,10,5,15,0
35250741,female,35,35,35,30,30,20,5,15,10,5,0,0
35250741,male,20,25,20,30,20,30,20,15,5,10,20,0
35250742,female,30,40,40,30,25,20,10,5,5,0,0,0
35250742,male,20,15,10,25,35,25,30,10,10,5,15,0
35250743,female,30,30,35,30,20,20,5,5,0,5,0,0
35250743,male,20,15,25,30,30,20,15,15,5,5,5,5
35250744,female,45,70,55,45,30,25,10,10,0,5,5,5
35250744,male,30,35,30,40,35,30,25,15,15,5,5,5
35250745,female,40,35,40,25,15,15,5,5,0,0,0,0
35250745,male,20,35,30,30,30,25,20,10,5,5,0,0
35250746,female,30,30,35,30,20,15,0,5,5,0,0,0
35250746,male,20,20,20,20,15,20,15,5,5,5,0,0
35250747,female,25,25,40,30,20,5,0,5,0,0,0,0
35250747,male,35,25,20,20,25,15,15,5,5,0,0,0
35250748,female,15,40,30,20,20,10,5,0,5,0,0,0
35250748,male,20,20,35,20,35,20,20,5,5,5,5,0
35250749,female,25,55,45,25,20,5,10,5,10,0,0,0
35250749,male,35,35,20,20,25,20,15,5,5,5,5,0
35250750,female,30,55,45,30,20,10,5,10,5,0,0,0
35250750,male,25,30,20,35,25,15,15,15,10,0,5,0
35250753,female,30,45,35,30,20,10,10,0,5,0,0,0
35250753,male,15,25,30,20,25,20,15,10,5,5,5,0
35250754,female,35,40,30,30,20,5,10,0,0,0,0,0
35250754,male,15,30,20,30,25,20,15,10,5,5,10,0
35250755,female,20,35,30,30,20,15,5,5,0,5,0,0
35250755,male,15,25,20,30,25,20,10,15,10,5,5,0
35250756,female,30,50,40,25,30,10,5,0,0,5,5,0
35250756,male,25,35,25,25,25,25,10,10,5,5,5,0
35250757,female,35,40,40,30,15,5,5,0,0,0,5,0
35250757,male,20,40,35,35,15,25,10,5,5,5,0,0
35250758,female,30,55,30,20,10,10,5,5,0,0,0,0
35250758,male,20,40,30,20,20,15,5,0,0,0,0,5
35250759,female,25,60,50,25,20,5,5,5,5,0,5,0
35250759,male,25,40,25,30,35,15,10,10,5,5,5,0
35250760,female,45,40,35,25,25,10,0,0,0,5,0,0
35250760,male,30,35,35,20,30,20,15,5,5,5,0,5
35250761,female,35,55,45,20,25,10,5,5,0,5,0,0
35250761,male,20,35,30,20,25,35,15,10,0,0,0,0
35250762,female,40,60,45,25,25,10,10,0,0,0,0,0
35250762,male,45,60,40,30,20,15,15,5,5,5,5,0
35250763,female,30,35,35,35,20,15,15,5,5,5,0,0
35250763,male,20,35,30,30,30,15,10,15,5,5,5,0
35250764,female,20,35,40,25,25,20,10,10,5,0,0,0
35250764,male,15,30,25,30,20,15,10,15,10,5,5,5
35250765,female,45,55,45,25,25,10,0,5,0,0,5,0
35250765,male,20,30,30,20,30,20,15,10,5,5,0,0
35250766,female,30,50,50,35,25,10,5,5,0,0,0,0
35250766,male,30,30,20,25,25,25,10,10,5,5,5,0
