geo_code,,"Car, truck, van - as a driver","Car, truck, van - as a passenger",Public transit,Walked,Bicyle,Other
35250177,male,150,0,0,0,0,0
35250178,female,100,20,0,0,0,0
35250178,male,155,10,0,0,0,0
35250179,female,150,10,0,10,0,0
35250179,male,230,15,10,0,0,0
35250180,female,330,30,15,0,0,0
35250180,male,370,20,10,10,0,10
35250181,female,95,10,10,0,0,0
35250181,male,95,10,0,0,0,0
35250183,female,60,0,0,0,0,0
35250183,male,70,0,0,0,0,0
35250184,female,95,0,10,0,0,0
35250184,male,90,10,0,0,0,0
35250185,female,75,0,20,0,0,0
35250185,male,60,0,15,0,0,0
35250186,female,65,10,0,0,0,0
35250186,male,55,0,0,0,0,0
35250188,female,155,10,10,0,0,0
35250188,male,195,10,15,0,0,0
35250189,female,145,15,10,0,0,0
35250189,male,230,0,0,0,0,0
35250190,female,65,0,10,0,0,0
35250190,male,80,10,15,0,0,0
35250191,female,150,15,0,20,0,0
35250191,male,155,10,0,0,0,0
35250192,female,300,50,15,0,0,0
35250192,male,345,40,25,0,0,0
35250193,female,80,10,0,0,0,0
35250193,male,65,0,0,0,0,0
35250194,female,85,10,0,0,0,0
35250194,male,105,20,0,0,0,0
35250196,female,95,0,10,10,0,0
35250196,male,85,0,10,0,0,0
35250197,female,75,10,10,0,0,0
35250197,male,105,10,0,0,0,0
35250199,female,550,45,45,0,0,10
35250199,male,590,10,55,10,0,10
35250200,female,95,25,25,0,0,0
35250200,male,130,10,10,0,0,0
35250201,female,40,0,0,0,0,0
35250201,male,30,10,0,0,0,0
35250202,female,140,10,45,0,0,0
35250202,male,205,20,40,0,0,0
35250203,female,105,40,65,0,0,0
35250203,male,195,10,25,0,10,0
35250204,female,65,15,75,10,0,0
35250204,male,150,15,40,10,10,0
35250205,female,50,10,0,0,0,0
35250205,male,60,10,0,0,0,0
35250206,female,90,10,20,0,0,0
35250206,male,130,0,10,0,0,0
35250207,female,70,10,10,0,0,0
35250207,male,65,10,10,0,0,0
35250208,female,65,15,10,0,0,0
35250208,male,80,0,0,0,0,0
35250209,female,70,0,0,0,0,0
35250209,male,85,0,0,10,0,0
35250210,female,85,15,10,10,0,10
35250210,male,110,0,0,0,0,10
35250211,female,30,0,10,0,0,0
35250211,male,35,0,0,0,0,0
35250212,female,85,0,10,0,0,0
35250212,male,85,0,20,0,0,0
35250213,female,50,0,10,0,0,0
35250213,male,70,10,0,0,0,0
35250216,female,60,0,10,0,0,10
35250216,male,70,10,10,0,0,0
35250217,female,85,10,25,10,0,0
35250217,male,95,0,35,10,0,0
35250218,female,90,10,25,0,0,0
35250218,male,115,0,0,0,0,0
35250221,female,45,20,10,10,0,10
35250221,male,115,20,20,10,0,0
35250222,female,60,15,15,0,0,0
35250222,male,75,15,0,10,0,0
35250223,female,70,0,0,10,0,0
35250223,male,110,0,0,0,0,0
35250224,female,30,10,10,10,0,0
35250224,male,65,10,15,0,0,0
35250225,female,50,10,10,0,0,0
35250225,male,70,10,10,10,0,0
35250226,female,85,10,15,0,0,0
35250226,male,60,0,10,15,0,0
35250227,female,60,25,45,0,0,0
35250227,male,85,20,20,10,0,0
35250230,female,45,15,10,10,0,0
35250230,male,105,25,15,20,0,0
35250231,female,70,15,20,0,0,10
35250231,male,100,0,10,0,10,0
35250232,female,45,10,25,20,0,0
35250232,male,50,15,20,0,0,10
35250233,female,65,10,15,15,0,0
35250233,male,90,10,0,10,10,0
35250234,female,60,10,20,10,0,0
35250234,male,65,10,10,10,0,0
35250238,female,55,30,15,20,0,0
35250238,male,125,20,15,35,0,0
35250239,female,45,0,0,0,0,0
35250239,male,70,0,10,10,0,0
35250240,female,40,20,20,10,0,0
35250240,male,70,15,15,10,0,0
35250241,female,45,10,0,15,0,0
35250241,male,70,0,0,0,0,0
35250242,female,x,x,x,x,x,x
35250242,male,x,x,x,x,x,x
35250243,female,95,15,25,25,0,0
35250243,male,135,10,15,10,0,0
35250248,female,175,10,20,0,0,0
35250248,male,195,10,10,0,0,0
35250249,female,40,0,10,0,0,0
35250249,male,65,10,0,10,0,0
35250250,female,70,10,10,0,0,0
35250250,male,85,0,0,0,0,0
35250251,female,50,0,10,10,0,10
35250251,male,70,10,10,0,10,0
35250254,female,135,20,0,0,0,0
35250254,male,150,10,10,0,0,0
35250255,female,75,0,0,10,0,0
35250255,male,95,0,15,0,0,0
35250256,female,100,15,0,0,0,0
35250256,male,105,0,10,0,0,0
35250257,female,75,25,10,0,0,0
35250257,male,100,0,20,10,0,0
35250258,female,90,0,15,10,10,0
35250258,male,110,15,10,0,0,0
35250259,female,85,10,10,10,0,0
35250259,male,110,10,10,0,0,0
35250260,female,80,15,10,0,0,0
35250260,male,85,0,0,0,0,0
35250261,female,50,10,15,10,0,0
35250261,male,65,10,15,10,0,0
35250262,female,110,0,10,10,0,0
35250262,male,120,0,10,0,0,0
35250263,female,175,35,10,0,0,0
35250263,male,225,15,0,0,0,0
35250264,female,55,25,0,0,0,0
35250264,male,90,0,0,0,0,0
35250265,female,65,15,10,0,0,0
35250265,male,90,0,0,0,0,0
35250266,female,50,0,10,0,0,0
35250266,male,70,10,10,0,0,0
35250267,female,120,10,10,15,0,0
35250267,male,120,10,15,10,0,0
35250269,female,30,10,0,0,0,0
35250269,male,30,0,0,0,0,0
35250270,female,75,20,0,0,0,0
35250270,male,50,0,0,0,0,0
35250271,female,75,0,0,0,0,0
35250271,male,90,0,10,10,0,0
35250272,female,35,0,0,0,0,0
35250272,male,45,0,10,0,0,0
35250273,female,65,0,10,0,0,0
35250273,male,85,15,0,0,0,0
35250274,female,195,15,35,10,0,0
35250274,male,195,20,15,15,0,10
35250275,female,90,0,0,0,0,0
35250275,male,95,20,10,10,0,0
35250276,female,95,10,0,10,0,10
35250276,male,140,10,0,0,0,0
35250277,female,55,10,10,10,0,10
35250277,male,65,0,10,10,0,0
35250278,female,70,0,10,15,0,0
35250278,male,90,10,10,0,0,0
35250279,female,90,10,10,0,0,10
35250279,male,135,15,0,15,0,10
35250280,female,70,25,10,10,0,0
35250280,male,85,0,10,0,0,0
35250281,female,60,10,10,15,0,0
35250281,male,70,10,15,0,0,10
35250282,female,85,0,20,10,0,0
35250282,male,120,10,0,10,0,0
35250283,female,95,10,25,0,0,10
35250283,male,95,0,0,0,0,0
35250284,female,50,10,0,10,0,0
35250284,male,90,10,0,0,0,0
35250285,female,155,15,0,10,0,0
35250285,male,150,10,0,0,0,0
35250286,female,50,10,0,10,0,0
35250286,male,55,0,0,0,0,0
35250287,female,145,15,25,0,0,0
35250287,male,175,15,0,0,0,0
35250288,female,85,0,0,0,0,0
35250288,male,105,0,0,0,0,0
35250289,female,105,10,0,0,0,10
35250289,male,130,10,15,0,0,0
35250290,female,120,25,20,10,0,0
35250290,male,145,0,10,0,0,0
35250291,female,220,20,15,0,0,0
35250291,male,210,0,15,0,10,0
35250293,female,150,15,15,0,0,0
35250293,male,220,0,10,0,10,10
35250294,female,105,10,10,0,0,0
35250294,male,95,0,10,10,0,0
35250295,female,70,10,0,10,0,0
35250295,male,100,10,0,0,0,0
35250296,female,120,0,0,0,0,0
35250296,male,80,0,0,0,0,0
35250297,female,95,0,25,0,0,0
35250297,male,100,10,0,0,0,0
35250298,female,120,10,0,0,0,0
35250298,male,125,0,0,0,0,0
35250299,female,75,10,10,0,0,0
35250299,male,120,25,10,0,0,0
35250300,female,175,20,0,0,0,0
35250300,male,220,25,0,0,0,0
35250302,female,85,10,0,0,0,0
35250302,male,65,0,0,10,0,0
35250303,female,75,10,0,0,0,0
35250303,male,80,0,0,0,0,0
35250304,female,95,10,0,0,0,0
35250304,male,155,10,0,0,0,0
35250305,female,85,20,0,10,0,10
35250305,male,120,0,10,0,0,0
35250306,female,80,0,0,0,0,0
35250306,male,90,0,0,0,0,0
35250307,female,70,20,0,0,0,0
35250307,male,95,10,0,10,0,0
35250308,female,235,15,25,10,0,0
35250308,male,205,10,10,0,0,0
35250309,female,80,0,0,10,0,0
35250309,male,75,0,10,10,0,0
35250310,female,85,0,0,0,0,0
35250310,male,100,10,0,10,0,0
35250311,female,135,15,0,10,0,0
35250311,male,140,10,0,10,0,0
35250312,female,85,10,10,10,0,0
35250312,male,110,10,0,0,10,0
35250313,female,140,15,0,0,0,0
35250313,male,155,10,0,0,0,0
35250315,female,120,0,0,10,0,0
35250315,male,75,10,10,0,0,0
35250316,female,175,15,10,0,0,0
35250316,male,115,0,10,0,0,0
35250317,female,105,25,0,0,0,0
35250317,male,110,10,0,0,0,10
35250318,female,20,0,0,0,0,0
35250318,male,30,0,0,0,0,0
35250319,female,85,10,30,10,0,0
35250319,male,75,20,15,10,0,0
35250320,female,90,10,0,0,0,0
35250320,male,90,15,0,10,0,0
35250321,female,55,0,0,0,0,0
35250321,male,60,0,0,0,0,0
35250322,female,75,10,15,10,0,10
35250322,male,50,0,0,10,0,0
35250323,female,50,10,40,0,0,0
35250323,male,90,10,0,10,0,0
35250324,female,75,10,30,0,0,0
35250324,male,50,0,10,0,0,0
35250326,female,40,0,30,0,10,0
35250326,male,65,10,30,0,0,0
35250327,female,75,0,40,10,0,0
35250327,male,105,20,25,0,0,0
35250328,female,75,15,20,0,0,0
35250328,male,65,10,0,0,0,0
35250329,female,70,10,30,0,0,10
35250329,male,90,15,35,10,0,0
35250330,female,50,10,30,0,0,0
35250330,male,40,0,10,0,10,0
35250331,female,45,15,20,0,0,0
35250331,male,55,0,10,0,10,0
35250332,female,85,10,20,10,0,10
35250332,male,130,10,15,0,0,0
35250333,female,140,10,0,0,0,0
35250333,male,120,15,15,0,0,0
35250334,female,120,10,25,0,0,0
35250334,male,85,20,30,0,0,0
35250335,female,50,0,15,0,0,0
35250335,male,80,0,0,10,0,0
35250336,female,85,10,10,10,0,0
35250336,male,85,0,10,0,0,0
35250337,female,120,20,40,20,0,0
35250337,male,145,15,10,0,10,0
35250338,female,90,0,40,0,0,10
35250338,male,125,10,20,15,0,0
35250339,female,85,10,25,10,0,0
35250339,male,135,20,0,10,0,0
35250340,female,60,10,10,0,0,0
35250340,male,75,10,0,0,0,0
35250341,female,95,10,25,10,0,0
35250341,male,85,15,10,0,0,0
35250342,female,100,0,0,10,0,0
35250342,male,90,15,20,10,0,0
35250343,female,85,15,10,10,0,10
35250343,male,75,10,10,0,0,0
35250344,female,85,10,10,0,0,0
35250344,male,100,10,10,0,0,0
35250345,female,85,20,15,10,0,0
35250345,male,100,10,0,0,0,0
35250346,female,110,0,10,0,0,0
35250346,male,100,0,0,0,0,0
35250347,female,75,20,20,0,0,0
35250347,male,130,10,0,0,0,0
35250348,female,120,10,10,10,0,0
35250348,male,150,0,15,0,0,0
35250349,female,105,0,15,0,0,0
35250349,male,90,0,10,0,10,0
35250350,female,90,20,20,0,0,0
35250350,male,135,10,30,10,0,0
35250351,female,60,0,0,0,0,0
35250351,male,40,0,10,0,0,0
35250352,female,100,0,35,0,0,0
35250352,male,120,10,15,0,0,0
35250353,female,75,15,20,0,0,0
35250353,male,100,0,25,0,0,0
35250354,female,100,10,10,10,0,0
35250354,male,115,0,10,0,0,0
35250355,female,75,0,25,0,0,0
35250355,male,100,10,10,10,0,0
35250356,female,110,20,15,0,0,0
35250356,male,130,10,10,10,0,0
35250357,female,110,20,25,20,0,0
35250357,male,140,0,30,10,0,0
35250358,female,85,10,10,15,0,0
35250358,male,105,10,10,0,0,10
35250359,female,85,15,20,0,0,0
35250359,male,90,20,0,0,0,0
35250360,female,90,20,25,0,0,0
35250360,male,90,15,15,0,0,10
35250361,female,70,0,10,10,0,0
35250361,male,80,0,25,10,0,0
35250362,female,100,10,15,20,0,0
35250362,male,90,20,15,15,0,10
35250363,female,60,0,20,0,0,0
35250363,male,90,0,0,10,0,0
35250364,female,60,0,20,0,0,0
35250364,male,25,0,20,0,0,0
35250365,female,140,25,75,15,0,0
35250365,male,195,0,30,10,0,0
35250366,female,50,10,35,30,0,0
35250366,male,70,10,50,10,0,10
35250367,female,75,0,20,10,0,0
35250367,male,80,0,25,10,0,0
35250368,female,60,20,30,25,0,0
35250368,male,75,0,40,0,0,0
35250369,female,55,20,30,25,0,0
35250369,male,100,10,15,0,0,0
35250370,female,80,10,30,0,0,0
35250370,male,70,0,15,0,0,0
35250371,female,80,0,40,10,0,0
35250371,male,80,10,0,10,10,0
35250372,female,85,0,35,0,0,0
35250372,male,100,0,0,0,0,0
35250373,female,65,0,10,10,0,0
35250373,male,75,0,0,0,0,10
35250374,female,90,10,20,10,0,0
35250374,male,100,10,25,0,0,0
35250375,female,65,20,40,0,0,0
35250375,male,125,15,10,10,0,10
35250376,female,105,0,20,0,0,0
35250376,male,95,10,20,10,0,0
35250377,female,65,15,45,0,10,0
35250377,male,90,15,15,10,10,0
35250378,female,85,25,30,0,0,0
35250378,male,120,20,10,0,0,0
35250379,female,55,0,25,0,0,0
35250379,male,50,10,0,0,0,0
35250380,female,80,20,20,10,0,0
35250380,male,120,0,10,10,0,10
35250381,female,70,0,20,10,0,0
35250381,male,55,0,10,0,10,0
35250382,female,95,10,20,15,0,0
35250382,male,110,15,10,10,0,0
35250383,female,25,10,30,15,0,0
35250383,male,65,20,25,25,0,0
35250384,female,40,10,10,10,0,0
35250384,male,90,0,70,10,0,0
35250385,female,75,10,25,10,0,0
35250385,male,70,0,15,10,10,10
35250387,female,60,25,0,20,0,0
35250387,male,90,10,0,0,0,0
35250388,female,85,0,15,15,10,0
35250388,male,90,0,10,10,0,10
35250389,female,75,10,0,15,0,0
35250389,male,80,0,15,0,0,0
35250390,female,80,0,55,35,0,0
35250390,male,95,10,10,0,0,0
35250391,female,105,0,30,10,10,10
35250391,male,100,10,15,15,20,10
35250392,female,95,10,30,35,0,0
35250392,male,75,10,10,20,10,10
35250393,female,65,10,15,40,0,0
35250393,male,50,0,30,35,0,0
35250394,female,65,10,45,45,0,10
35250394,male,95,20,40,25,10,10
35250395,female,40,10,35,30,0,0
35250395,male,60,0,55,35,0,10
35250396,female,50,15,50,35,0,10
35250396,male,105,10,25,15,0,0
35250397,female,75,10,50,50,0,0
35250397,male,95,0,40,10,10,0
35250398,female,0,0,15,10,0,0
35250398,male,20,0,15,15,0,10
35250399,female,0,0,10,10,0,0
35250399,male,25,0,25,10,0,0
35250400,female,60,10,55,45,0,10
35250400,male,80,15,35,10,0,0
35250401,female,75,0,55,55,0,0
35250401,male,125,0,25,25,10,0
35250402,female,60,0,25,25,0,0
35250402,male,65,10,25,20,0,10
35250403,female,95,0,35,15,10,0
35250403,male,110,10,40,25,10,0
35250404,female,80,10,10,20,0,0
35250404,male,60,10,15,10,0,0
35250405,female,60,10,15,15,10,0
35250405,male,55,0,30,20,10,0
35250406,female,80,0,60,30,0,10
35250406,male,85,0,40,10,15,0
35250407,female,60,0,45,25,10,0
35250407,male,80,20,10,0,0,0
35250408,female,50,0,15,20,10,0
35250408,male,65,0,10,10,10,0
35250409,female,50,0,0,20,0,0
35250409,male,75,0,10,0,0,0
35250410,female,50,10,20,15,0,0
35250410,male,60,0,20,10,0,0
35250411,female,80,10,15,30,0,0
35250411,male,90,10,15,0,10,0
35250412,female,45,0,25,0,0,0
35250412,male,30,0,0,10,0,0
35250413,female,80,20,25,15,10,0
35250413,male,110,20,20,0,15,0
35250416,female,55,15,40,25,0,0
35250416,male,110,10,10,0,0,0
35250417,female,55,10,20,15,0,0
35250417,male,50,10,15,0,0,0
35250418,female,20,10,85,35,0,0
35250418,male,65,10,40,20,10,0
35250419,female,40,10,30,25,0,0
35250419,male,50,25,40,15,10,0
35250420,female,95,10,50,55,0,0
35250420,male,155,15,50,30,0,0
35250421,female,40,0,45,60,15,0
35250421,male,100,10,35,30,0,0
35250422,female,35,0,15,30,0,0
35250422,male,60,0,55,25,0,0
35250423,female,70,0,60,40,0,0
35250423,male,75,10,35,20,0,0
35250424,female,55,10,10,55,0,0
35250424,male,50,0,35,35,10,0
35250425,female,110,15,50,25,0,10
35250425,male,110,0,45,25,0,10
35250426,female,80,10,15,20,10,0
35250426,male,50,10,35,15,0,0
35250427,female,30,10,55,30,0,0
35250427,male,80,0,0,15,10,0
35250428,female,45,10,45,15,0,0
35250428,male,60,0,20,15,0,0
35250429,female,25,0,30,10,0,0
35250429,male,65,10,25,15,0,0
35250430,female,45,0,30,30,0,0
35250430,male,55,0,30,25,10,0
35250431,female,45,10,40,35,0,15
35250431,male,55,10,35,15,10,0
35250434,female,105,15,115,60,0,0
35250434,male,150,10,120,50,0,10
35250435,female,20,0,35,20,0,0
35250435,male,80,10,15,30,10,0
35250436,female,25,10,35,20,0,0
35250436,male,35,10,15,25,0,0
35250437,female,55,0,35,10,0,0
35250437,male,60,10,50,30,0,0
35250438,female,20,0,10,20,10,0
35250438,male,35,10,20,15,10,0
35250439,female,50,10,70,30,0,0
35250439,male,40,15,55,30,10,0
35250440,female,60,10,45,30,0,0
35250440,male,125,0,45,20,0,0
35250441,female,105,0,70,15,0,0
35250441,male,70,0,30,15,0,0
35250442,female,95,10,35,10,0,10
35250442,male,145,15,20,0,0,0
35250443,female,80,30,0,0,0,0
35250443,male,105,0,35,10,10,0
35250444,female,40,10,30,20,0,0
35250444,male,60,0,10,15,0,0
35250445,female,50,15,10,10,0,0
35250445,male,70,10,10,0,0,0
35250446,female,55,15,20,25,0,0
35250446,male,85,10,10,10,10,10
35250447,female,45,10,10,0,0,0
35250447,male,45,10,30,0,0,0
35250448,female,90,10,50,15,0,0
35250448,male,85,25,60,10,0,0
35250449,female,40,0,30,15,0,0
35250449,male,45,20,30,0,10,0
35250450,female,30,10,55,10,0,0
35250450,male,55,15,10,0,0,10
35250451,female,10,0,25,0,0,0
35250451,male,30,10,10,0,0,0
35250452,female,55,0,15,10,0,0
35250452,male,75,0,10,10,0,0
35250453,female,35,0,25,20,0,10
35250453,male,70,10,40,0,10,0
35250454,female,80,10,45,10,0,0
35250454,male,100,0,40,15,10,0
35250455,female,30,0,20,30,0,0
35250455,male,55,10,30,15,0,0
35250456,female,20,10,30,30,0,0
35250456,male,25,10,20,0,10,0
35250457,female,x,x,x,x,x,x
35250457,male,x,x,x,x,x,x
35250458,female,20,0,30,10,0,0
35250458,male,10,10,30,0,0,0
35250459,female,65,20,25,0,0,0
35250459,male,90,20,30,15,0,0
35250460,female,30,0,20,10,0,0
35250460,male,35,15,15,10,0,0
35250461,female,35,0,45,10,0,0
35250461,male,50,30,15,0,0,0
35250462,female,15,10,15,20,0,0
35250462,male,20,15,10,0,0,0
35250463,female,35,25,0,30,0,0
35250463,male,25,10,25,15,0,0
35250464,female,30,0,15,15,10,10
35250464,male,40,10,15,0,0,0
35250465,female,40,10,15,20,0,10
35250465,male,75,15,90,20,0,0
35250466,female,40,15,10,30,0,0
35250466,male,25,0,0,25,10,0
35250467,female,25,0,20,15,0,0
35250467,male,55,0,25,35,0,0
35250468,female,10,0,25,25,0,0
35250468,male,80,0,20,20,0,0
35250471,female,20,10,10,15,10,0
35250471,male,40,20,10,0,0,0
35250472,female,25,10,40,20,0,0
35250472,male,50,0,15,15,0,0
35250473,female,60,0,20,15,0,0
35250473,male,30,0,0,10,0,0
35250474,female,30,20,15,10,10,0
35250474,male,75,25,25,15,0,0
35250475,female,35,10,25,10,0,0
35250475,male,60,10,10,10,10,0
35250476,female,35,0,15,10,0,0
35250476,male,50,0,15,0,0,0
35250477,female,40,20,20,0,0,10
35250477,male,55,25,30,0,15,0
35250478,female,50,10,10,0,0,0
35250478,male,45,10,20,10,0,10
35250479,female,50,10,30,10,0,10
35250479,male,85,30,15,10,0,0
35250480,female,55,0,55,10,0,0
35250480,male,55,10,25,0,10,0
35250481,female,30,10,15,0,0,0
35250481,male,60,10,0,0,0,0
35250482,female,30,10,30,10,0,0
35250482,male,70,10,10,10,0,0
35250483,female,40,10,10,15,0,0
35250483,male,55,15,15,0,0,0
35250484,female,30,10,0,0,0,0
35250484,male,35,15,20,0,0,0
35250485,female,55,15,15,0,0,0
35250485,male,70,0,15,10,10,10
35250486,female,75,0,15,10,0,0
35250486,male,85,10,20,20,10,10
35250487,female,40,0,20,10,0,0
35250487,male,50,10,10,0,0,0
35250488,female,70,10,10,10,0,0
35250488,male,85,15,30,10,0,0
35250489,female,40,0,10,15,0,0
35250489,male,70,10,10,10,0,0
35250490,female,70,0,20,10,0,0
35250490,male,95,25,0,15,0,0
35250491,female,15,0,20,0,0,0
35250491,male,15,10,10,10,0,0
35250492,female,45,15,25,10,0,0
35250492,male,70,10,0,0,10,0
35250493,female,60,10,15,10,10,10
35250493,male,55,0,15,10,0,0
35250494,female,50,10,10,10,0,0
35250494,male,80,10,20,15,0,0
35250495,female,50,0,45,10,0,0
35250495,male,75,0,0,10,0,0
35250496,female,15,0,15,10,0,0
35250496,male,30,0,0,10,0,10
35250497,female,75,0,20,40,10,0
35250497,male,80,10,20,20,10,0
35250498,female,55,0,30,25,10,0
35250498,male,65,0,25,35,15,0
35250499,female,60,10,30,15,0,0
35250499,male,100,0,15,0,20,0
35250501,female,65,20,0,15,20,0
35250501,male,55,10,20,25,10,0
35250502,female,75,15,10,10,20,0
35250502,male,70,10,20,25,10,0
35250503,female,50,10,15,25,15,0
35250503,male,80,10,30,15,25,0
35250504,female,55,0,50,0,0,0
35250504,male,55,0,20,10,10,0
35250506,female,70,15,15,40,0,0
35250506,male,85,0,10,0,10,0
35250507,female,65,20,15,15,10,10
35250507,male,80,0,15,10,10,0
35250508,female,100,10,0,0,10,0
35250508,male,95,10,0,20,20,0
35250509,female,135,0,20,15,0,10
35250509,male,105,15,10,30,10,0
35250510,female,90,10,10,25,0,10
35250510,male,95,0,0,20,15,0
35250511,female,110,0,20,10,10,0
35250511,male,100,10,0,25,25,0
35250512,female,65,10,10,25,0,0
35250512,male,60,0,10,10,0,0
35250513,female,95,10,20,25,0,0
35250513,male,95,15,30,15,10,0
35250514,female,155,25,25,15,10,0
35250514,male,180,15,10,0,30,0
35250515,female,50,0,15,10,0,0
35250515,male,80,0,10,0,0,0
35250516,female,170,20,0,0,0,0
35250516,male,155,10,20,15,0,0
35250517,female,85,0,10,0,0,0
35250517,male,50,15,0,0,10,0
35250518,female,40,15,0,10,0,0
35250518,male,60,0,0,0,0,0
35250519,female,95,10,25,0,0,0
35250519,male,135,10,10,10,0,0
35250520,female,115,10,25,10,0,0
35250520,male,140,25,40,0,0,0
35250521,female,80,20,10,0,0,0
35250521,male,135,0,0,10,0,0
35250522,female,50,0,0,0,0,0
35250522,male,30,15,10,0,0,0
35250523,female,75,0,10,0,0,0
35250523,male,85,10,10,10,0,0
35250524,female,50,15,20,0,0,0
35250524,male,50,10,10,0,0,0
35250525,female,75,20,10,0,0,0
35250525,male,70,10,10,10,0,0
35250526,female,110,15,55,15,0,0
35250526,male,135,25,20,0,0,0
35250527,female,65,15,0,0,0,0
35250527,male,90,15,10,10,0,0
35250528,female,35,10,10,0,0,0
35250528,male,65,15,0,10,0,0
35250529,female,50,20,15,0,0,0
35250529,male,60,0,0,0,0,0
35250530,female,55,0,10,10,0,0
35250530,male,80,0,20,15,0,0
35250531,female,80,10,10,0,0,0
35250531,male,100,10,0,10,10,0
35250532,female,75,0,15,10,0,0
35250532,male,90,10,10,0,0,0
35250533,female,115,10,55,10,0,0
35250533,male,125,15,20,15,0,0
35250534,female,55,15,25,10,0,0
35250534,male,100,15,10,0,0,0
35250535,female,75,15,10,0,0,0
35250535,male,75,0,15,10,0,0
35250536,female,55,0,25,10,0,10
35250536,male,85,15,20,0,0,0
35250537,female,100,30,15,0,10,0
35250537,male,150,10,0,10,0,0
35250538,female,85,15,30,0,0,0
35250538,male,110,15,0,0,0,0
35250539,female,125,15,40,0,0,0
35250539,male,135,25,10,0,0,0
35250540,female,95,10,25,0,0,0
35250540,male,120,10,10,0,0,0
35250541,female,70,0,20,10,0,0
35250541,male,80,10,15,0,0,0
35250542,female,70,0,20,10,0,0
35250542,male,90,0,20,0,0,0
35250545,female,55,15,15,0,0,0
35250545,male,65,10,0,0,0,0
35250546,female,25,0,30,10,0,0
35250546,male,70,10,25,10,0,0
35250547,female,60,0,15,0,0,0
35250547,male,85,10,30,0,0,0
35250548,female,70,15,35,10,0,0
35250548,male,105,0,20,0,0,0
35250549,female,60,10,35,10,0,0
35250549,male,70,10,30,0,0,0
35250550,female,90,0,15,0,0,10
35250550,male,80,0,15,0,0,0
35250551,female,65,25,15,10,0,0
35250551,male,100,10,10,10,0,0
35250552,female,50,20,20,10,0,0
35250552,male,55,10,15,0,0,0
35250553,female,75,10,50,15,0,0
35250553,male,75,20,20,0,0,0
35250554,female,75,15,25,0,0,0
35250554,male,85,20,20,0,0,0
35250555,female,85,15,35,15,0,0
35250555,male,70,10,20,0,0,0
35250556,female,90,10,10,0,0,0
35250556,male,165,0,0,10,0,0
35250557,female,85,30,30,20,0,10
35250557,male,90,20,25,0,0,10
35250558,female,70,10,15,10,0,0
35250558,male,120,10,10,0,0,10
35250559,female,90,0,20,10,0,0
35250559,male,95,0,0,0,0,0
35250560,female,55,15,25,0,0,0
35250560,male,95,10,10,0,0,0
35250561,female,50,15,15,0,0,0
35250561,male,80,0,10,0,0,0
35250562,female,95,10,20,10,0,10
35250562,male,90,10,25,0,0,0
35250563,female,85,20,30,20,0,0
35250563,male,105,15,20,0,0,0
35250564,female,60,10,20,0,0,0
35250564,male,85,0,10,10,0,0
35250565,female,130,15,10,10,0,0
35250565,male,195,10,45,0,0,0
35250566,female,85,10,10,10,0,0
35250566,male,100,10,10,0,0,0
35250567,female,80,0,20,10,0,10
35250567,male,110,0,30,0,0,0
35250568,female,135,15,35,0,0,0
35250568,male,140,10,10,10,0,0
35250569,female,50,10,15,0,0,0
35250569,male,65,10,0,0,0,0
35250570,female,75,15,15,0,0,0
35250570,male,60,0,10,0,0,0
35250571,female,70,0,15,0,0,0
35250571,male,35,0,0,0,0,0
35250572,female,85,10,20,0,0,0
35250572,male,110,10,0,0,0,0
35250573,female,205,65,25,0,0,0
35250573,male,220,25,0,0,0,0
35250574,female,90,0,0,0,0,10
35250574,male,100,10,0,0,0,0
35250578,female,125,30,30,0,0,0
35250578,male,150,20,15,0,0,0
35250579,female,80,0,20,0,0,0
35250579,male,115,25,0,10,0,0
35250580,female,45,0,20,10,0,0
35250580,male,35,0,0,0,0,0
35250581,female,140,15,25,15,0,0
35250581,male,145,25,20,0,0,0
35250582,female,115,10,15,0,0,0
35250582,male,115,10,0,0,0,0
35250583,female,150,15,20,10,0,0
35250583,male,145,0,10,0,0,0
35250585,female,100,20,25,10,0,0
35250585,male,140,25,10,0,0,0
35250586,female,275,25,15,0,0,0
35250586,male,305,0,20,10,0,0
35250587,female,90,10,0,0,0,0
35250587,male,70,0,10,0,0,0
35250588,female,65,10,20,0,0,0
35250588,male,85,0,0,0,0,0
35250589,female,125,20,10,10,0,0
35250589,male,165,10,0,0,0,0
35250590,female,70,10,10,0,0,0
35250590,male,80,10,0,0,0,0
35250591,female,175,20,10,10,0,0
35250591,male,160,15,20,0,0,0
35250592,female,120,10,10,10,0,10
35250592,male,100,0,20,10,0,0
35250593,female,75,10,10,0,0,0
35250593,male,55,10,15,0,0,0
35250594,female,75,20,20,0,0,0
35250594,male,90,10,10,0,0,0
35250595,female,90,20,15,15,0,0
35250595,male,100,0,0,0,0,0
35250596,female,125,10,25,0,0,0
35250596,male,150,10,10,0,0,0
35250597,female,40,0,10,0,0,0
35250597,male,75,10,0,10,0,0
35250598,female,90,15,20,0,0,0
35250598,male,110,0,0,0,0,0
35250599,female,40,15,20,0,0,0
35250599,male,35,15,15,10,0,0
35250600,female,50,0,10,10,0,0
35250600,male,80,15,10,0,0,0
35250601,female,50,0,20,0,0,0
35250601,male,60,0,15,0,0,0
35250602,female,45,0,10,10,0,0
35250602,male,65,0,0,0,0,0
35250603,female,135,30,20,0,10,0
