LICENSE_NUMBER,LICENSE_TYPE,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE
17 292111 00 1J,Eating Establishment,Restaurant,10004197 CANADA CORPORATION O/A PIZZA PIZZA,1281 MAIN ST E  HAMILTON ON,27/04/2018
17 292766 00 1J,Eating Establishment,Restaurant,10009059 Canada Inc. o/a ALMAS MULTICUISINE,25 MAIN ST W  HAMILTON ON L4V 1H5,26/10/2018
14 280368 03 1J,Eating Establishment,Restaurant Take-Out,1002547 ONTARIO LTD. O/A SUBWAY SANDWICHES & SALADS,1275 BARTON ST E BLDG  L HAMILTON ON L8H 2V4,18/10/2018
17 292431 00 1J,Eating Establishment,Restaurant Take-Out,10066770 CANADA INC O/A SUBWAY,75 CENTENNIAL PKWY N  HAMILTON ON L8E 2P2,04/07/2018
17 292400 00 1J,Eating Establishment,Restaurant with Liquor Service,10217131 Canada Inc. o/a FOX AND FIDDLE,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,28/07/2018
17 292488 00 1J,Eating Establishment,Restaurant,10224740 Canada Ltd. o/a MR. SUB,963 RYMAL RD E  HAMILTON ON L8W 3M2,19/06/2018
17 292662 00 1J,Eating Establishment,Restaurant,10243779 CANADA INC O/A CHERRY BIRCH GENERAL,219 KING ST E  HAMILTON ON,16/11/2018
15 181563 03 1J,Eating Establishment,Restaurant,1038641 ONTARIO LTD  O/A THE WINCHESTER ARMS ,120 KING ST W  DUNDAS ON,21/06/2018
13 282709 03 1J,Eating Establishment,Restaurant,1059181 ONTARIO INC. O/A TIM HORTONS,2651 REGIONAL ROAD 56  GLANBROOK ON,07/05/2018
15 125002 03 1J,Eating Establishment,Restaurant with Liquor Service,1071637 ONTARIO INC. O/A MAC RONI'S ITALIAN EATERY & BAR LTD.,1560 MAIN ST W  HAMILTON ON L8S 1E7,20/08/2018
15 287795 02 1J,Eating Establishment,Restaurant Take-Out,1087234 ONTARIO INC O/A SOUTH GARDEN RESTAURANT,1300 GARTH ST  HAMILTON ON L9C 4L7,21/09/2018
15 221456 02 1J,Eating Establishment,Restaurant,1087355 ONTARIO INC  O/A THE PURPLE PEAR,946 BARTON ST E  HAMILTON ON,18/03/2018
14 164276 03 1J,Eating Establishment,Restaurant Take-Out,1112821 ONTARIO LIMITED O/A MIKE SUBS,90 WELLINGTON ST N  HAMILTON ON,27/07/2018
15 125072 03 1J,Eating Establishment,Restaurant,1112916 Ontario Inc. o/a MAPLE LEAF PANCAKE HOUSE,1520 MAIN ST W  HAMILTON ON L8S 1E3,21/05/2018
14 286308 02 1J,Eating Establishment,Restaurant with Liquor Service,1152383 ONTARIO LIMITED O/A SEASONS UNDER THE RED ROOF,1039 5TH CON RD W  FLAMBOROUGH,13/05/2018
14 275016 03 1J,Eating Establishment,Restaurant,1156537 ONTARIO INC. O/A THE OAK CAFE,2 KING ST W  HAMILTON ON,03/10/2018
15 125595 03 1J,Eating Establishment,Restaurant Take-Out,1160473 ONTARIO LTD O/A MIKE'S SUBS-FENNELL,1104 FENNELL AVE E  HAMILTON ON,26/06/2018
15 125087 03 1J,Eating Establishment,Restaurant,1161031 ONTARIO LTD O/A CONNAUGHT FISH & CHIPS,976 MAIN ST E  HAMILTON ON,20/08/2018
14 102694 03 1J,Eating Establishment,Restaurant Take-Out,1165417 ONTARIO LIMITED O/A MIKE'S SUBS,122 OTTAWA ST N  HAMILTON ON,09/06/2018
16 125504 03 1J,Eating Establishment,Restaurant,1177106 ONTARIO INC O/A HUTCH'S HARBOUR FRONT,325 BAY ST N NLCNR HAMILTON ON L8L 1M5,15/10/2018
14 284443 03 1J,Eating Establishment,Restaurant,1180229 ONTARIO INC O/A COACH & LANTERN,386 WILSON ST E  ANCASTER ON,12/06/2018
14 283022 03 1J,Eating Establishment,Restaurant,"1180347 ONTARIO INC., O/A VALENTINO'S PLACE RESTAURANT",835 PARAMOUNT DR BLDG  STONEY CREEK ON,20/09/2018
14 286581 03 1J,Eating Establishment,Restaurant Take-Out,1201129 ONTARIO LTD O/A SECOND CUP,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,25/11/2018
14 281579 03 1J,Eating Establishment,Restaurant,1201129 ONTARIO LTD O/A SECOND CUP,1405 UPPER JAMES ST  HAMILTON ON,03/11/2018
14 277041 03 1J,Eating Establishment,Restaurant Take-Out,1205979 ONTARIO INC O/A TIM HORTONS,1368 UPPER GAGE AVE  HAMILTON ON L8W 1N2,27/05/2018
14 287000 02 1J,Eating Establishment,Restaurant,1205979 ONTARIO INC. O/A TIM HORTONS,675 MOHAWK RD E  HAMILTON ON L8V 2K6,02/03/2018
14 177052 03 1J,Eating Establishment,Restaurant,1215516 ONTARIO INC O/A  THE EGG AND I RESTAURANT,1242 GARNER RD W  ANCASTER ON,10/07/2018
13 256011 03 1J,Eating Establishment,Restaurant,1237414 ONTARIO INC. O/A MEADOWLAND SUBWAYS,1015 GOLF LINKS RD  ANCASTER ON L9K 1L6,04/10/2018
14 100748 03 1J,Eating Establishment,Restaurant with Liquor Service,"1246381 ONTARIO INC., O/A THE SNOOTY FOX",1011 KING ST W  HAMILTON ON L8S 1L3,21/09/2018
15 125142 03 1J,Eating Establishment,Restaurant,1264221 ONTARIO LIMITED O/A TIM HORTONS DONUT ,951 KING ST W  HAMILTON ON L8S 1K9,26/11/2018
18 100877 03 1J,Eating Establishment,Restaurant,1277211 ONT. INC. O/A ESPLANADA CAFE & RESTAURANT,419 BARTON ST E  HAMILTON ON L8L 2Y5,16/02/2019
15 100953 02 1J,Eating Establishment,Restaurant,1304545 ONTARIO LTD. O/A MANDARIN HAMILTON ,1508 UPPER JAMES ST  HAMILTON ON B0K 1S0,10/03/2018
14 286036 03 1J,Eating Establishment,Restaurant,1312627 ONTARIO INC O/A PARADISE SUBS,919 UPPER PARADISE RD UNIT 6 HAMILTON ON L9B 2M9,01/05/2018
14 274816 03 1J,Eating Establishment,Restaurant with Liquor Service,1322264 ONTARIO INC. O/A MY-THAI RESTAURANT,16 WILSON ST W  ANCASTER ON L9G 1N2,30/08/2018
14 283406 03 1J,Eating Establishment,Restaurant,1325615 ONTARIO INC O/A MARIA'S FIFTY'S DINER,931 QUEENSTON RD  STONEY CREEK ON L8G 1B8,22/10/2018
14 215068 03 1J,Eating Establishment,Restaurant,1340840 ONTARIO INC O/A CHECKERED FLAG BAR & GRILL,3761 HWY 6  GLANBROOK ON,18/12/2018
14 134262 03 1J,Eating Establishment,Restaurant,"1363560 ONTARIO INC., O/A WILLIAMS COFFEE HOUSE",1309 MAIN ST W  HAMILTON ON L8S 1C5,06/09/2018
15 100942 03 1J,Eating Establishment,Restaurant Take-Out,1374160 ONTARIO INC O/A PIZZA PIZZA LIMITED,75 CENTENNIAL PKWY N  HAMILTON ON L8E 2P2,20/02/2019
14 141730 03 1J,Eating Establishment,Restaurant,1374378 ONTARIO INC. O/A MARK'S CHINESE FOOD & TAV,468 KING ST W  HAMILTON ON L8S 1B7,21/06/2018
14 144624 03 1J,Eating Establishment,Restaurant Take-Out,1400008 ONTARIO INC. O/A  TACO BELL & KFC,2 KING ST W  HAMILTON ON,09/06/2018
15 275441 02 1J,Eating Establishment,Restaurant Take-Out,1423069 ONTARIO INC O/A MR SUB,2 KING ST W  HAMILTON ON,17/04/2018
14 152048 03 1J,Eating Establishment,Restaurant,1435494 ONTARIO INC,1005 MOHAWK RD W  HAMILTON ON,21/12/2018
14 286709 03 1J,Eating Establishment,Restaurant Take-Out,1435494 ONTARIO INC. O/A TIM HORTONS,642 STONE CHURCH RD W  HAMILTON ON L9B 1V3,02/12/2018
14 170820 03 1J,Eating Establishment,Restaurant,1435494 ONTARIO INC. O/A TIM HORTON'S,370 WILSON ST E  ANCASTER ON,21/11/2018
14 253786 03 1J,Eating Establishment,Restaurant Take-Out,1435793 ONTARIO INC O/A PHOENICIA FOOD EXPRESS,439 MOHAWK RD W  HAMILTON ON L9C 1X3,06/06/2018
14 285289 03 1J,Eating Establishment,Restaurant,1441183 ONTARIO LIMITED O/A MR. SUB,20 HAMILTON ST N  FLAMBOROUGH ON,04/11/2018
14 169757 03 1J,Eating Establishment,Restaurant with Liquor Service,1478773 ONTARIO LIMITED O/A SWISS CHALET,1000 GOLF LINKS RD  ANCASTER ON,17/12/2018
14 275035 03 1J,Eating Establishment,Restaurant Take-Out,1502414 ONTARIO INC O/A  DOMINO'S PIZZA,188 BARTON ST  STONEY CREEK ON,15/12/2018
14 280117 03 1J,Eating Establishment,Restaurant,1502657 ONTARIO INC O/A SANA GRILL,1900 KING ST E  HAMILTON ON L8K 1W1,18/11/2018
14 282873 03 1J,Eating Establishment,Restaurant Take-Out,1502657 ONTARIO INC O/A SANA GRILL,163 KING ST E  HAMILTON ON,31/07/2018
14 240924 03 1J,Eating Establishment,Restaurant with Liquor Service,1527831 ONTARIO INC O/A CAFE LIMONCELLO,226 OTTAWA ST N  HAMILTON ON,01/10/2018
14 209725 03 1J,Eating Establishment,Restaurant Take-Out,1533040 ONTARIO INC. O/A JIMMY THE GREEK,2 KING ST W  HAMILTON ON,28/06/2018
14 214872 03 1J,Eating Establishment,Restaurant,1540893 ONTARIO INC. O/A SUBWAY,38 YORK RD  DUNDAS ON,11/10/2018
14 282149 03 1J,Eating Establishment,Restaurant with Liquor Service,1540968 ONTARIO INC. O/A ABSINTHE,35 KING ST E  HAMILTON ON L8N 4A9,23/12/2018
15 288017 01 1J,Eating Establishment,Restaurant with Liquor Service,1541047 ONTARIO INC. O/A COOP WICKED CHICKEN,272 KING ST W  HAMILTON ON,14/07/2018
15 198904 02 1J,Eating Establishment,Restaurant Take-Out,1555821 ONTARIO LTD  O/A SOUTH PACIFIC,1410 MAIN ST E  HAMILTON ON,13/03/2018
14 251029 03 1J,Eating Establishment,Restaurant,1555965 ONTARIO INC. O/A TIM HORTONS,473 CONCESSION ST  HAMILTON ON,12/05/2018
14 213448 03 1J,Eating Establishment,Restaurant with Liquor Service,1562601 ONTARIO INC.  O/A BRASSIE PUB,73 WILSON ST W  ANCASTER ON,09/10/2018
14 205259 03 1J,Eating Establishment,Restaurant Take-Out,"1573036 ONTARIO INC, O/A ANCASTER PIZZA",240 WILSON ST E  ANCASTER ON,23/07/2018
17 292112 00 1J,Eating Establishment,Restaurant,1573117 ONTARIO INC O/A PIZZA PIZZA,815 MAIN ST W  HAMILTON ON L8P 1A2,18/05/2018
14 251404 03 1J,Eating Establishment,Restaurant,1576830 ONTARIO INC. O/A PIZZA PIZZA,280 MUD ST W BLDG E1 STONEY CREEK ON,02/06/2018
16 291411 01 1J,Eating Establishment,Restaurant Take-Out,1584616 ONTARIO LIMITED O/A THE WINGERY,101 OSLER DR  DUNDAS ON,06/09/2018
14 228096 03 1J,Eating Establishment,Restaurant,1592952 ONTARIO INC O/A MARCIANO'S PASTA CAFE',5 MILL ST S  FLAMBOROUGH ON,28/05/2018
16 290774 01 1J,Eating Establishment,Restaurant,1635003 ONTARIO LIMITED O/A VIDA LA PITA,217 KING ST W  HAMILTON ON L8P 1A7,21/04/2018
14 282448 03 1J,Eating Establishment,Restaurant,1649621 ONTARIO INC O/A CARIBBEAN & CANADIAN FAST FOOD RESTAURANT,568 CONCESSION ST  HAMILTON ON,06/11/2018
14 270242 03 1J,Eating Establishment,Restaurant with Liquor Service,1655168 ONTARIO INC O/A RUMAK EATERY & BAR,570 UPPER WELLINGTON ST  HAMILTON ON,13/07/2018
14 261385 03 1J,Eating Establishment,Restaurant,1655209 ONTARIO INC O/A CHINA CITY,51 GAGE AVE N  HAMILTON ON L8L 6Z8,07/11/2018
14 286635 02 1J,Eating Establishment,Restaurant,1661874 ONTARIO INC O/A SCARLETT HOUSE CATERING INC,123 KING ST W  HAMILTON ON,12/02/2018
14 278758 03 1J,Eating Establishment,Restaurant,1668245 ONTARIO INC O/A WASS ETHIOPIAN RESTAURANT,207 JAMES ST S  HAMILTON ON,13/09/2018
13 268139 03 1J,Eating Establishment,Restaurant with Liquor Service,1669518 ONTARIO INC. O/A SIZZLE STEAKHOUSE AND LOUNGE,25 HESS ST S  HAMILTON ON L8P 3M7,31/05/2018
15 284108 02 1J,Eating Establishment,Restaurant with Liquor Service,1677195 ONTARIO INC. O/A CHE BURRITO AND LOUNGE,38 HESS ST S  HAMILTON ON,13/04/2018
14 276424 02 1J,Eating Establishment,Restaurant Take-Out,1685887 ONTARIO INC.  O/A  DOMINO'S PIZZA,625 GREENHILL AVE  HAMILTON ON L8K 5W9,22/02/2018
14 274686 03 1J,Eating Establishment,Restaurant,1687694 ONTARIO LTD O/A INCOGNITO RESTAURANT AND WINE BAR,93 JOHN ST S  HAMILTON ON,17/08/2018
14 275190 02 1J,Eating Establishment,Restaurant,1693786 ONTARIO INC O/A THE LINCSIDE PUB & GRILL,1000 UPPER GAGE AVE  HAMILTON ON L8V 4K9,13/03/2018
17 293254 00 1J,Eating Establishment,Restaurant Take-Out,1694375 ONTARIO LIMITED. O/A TIM HORTONS,2 KING ST W  HAMILTON ON,14/12/2018
14 281079 03 1J,Eating Establishment,Restaurant,1694375 ONTARIO LIMITED. O/A TIM HORTONS,2 KING ST W  HAMILTON ON,11/05/2018
14 275009 03 1J,Eating Establishment,Restaurant,1694375 ONTARIO LTD O/A TIM HORTONS,50 DUNDURN ST S  HAMILTON ON L8P 4W3,19/10/2018
14 275007 03 1J,Eating Establishment,Restaurant Take-Out,1694375 ONTARIO LTD O/A TIM HORTONS,443 MAIN ST W  HAMILTON ON L8P 1K5,06/10/2018
14 275207 03 1J,Eating Establishment,Restaurant,1694437 ONTARIO LTD. O/A GINO'S PIZZA,16 WILSON ST W  ANCASTER ON L9G 1N2,26/01/2019
14 275567 03 1J,Eating Establishment,Restaurant Take-Out,1697186 ONTARIO INC. O/A PIZZA HUT,1262 BARTON ST E  HAMILTON ON,15/05/2018
15 275572 02 1J,Eating Establishment,Restaurant,1697186 ONTARIO INC. O/A PIZZA HUT,879 UPPER JAMES ST  HAMILTON ON,18/04/2018
14 275003 03 1J,Eating Establishment,Restaurant Take-Out,1703722 ONTARIO INC. O/A HI-LINE PIZZA AND WINGS,237 PARKDALE AVE N  HAMILTON ON,12/10/2018
14 190221 03 1J,Eating Establishment,Restaurant Take-Out,1703768 ONT  INC. O/A ORIGINAL PIZZA,1388 MAIN ST E  HAMILTON ON,17/09/2018
14 275257 02 1J,Eating Establishment,Restaurant Take-Out,1703795ONTARIO INC  O/A RYMAL PIZZA & WINGS,1001 RYMAL RD E  HAMILTON ON L8W 3M2,28/02/2018
17 275926 03 1J,Eating Establishment,Restaurant Take-Out,1704207 Ontario Inc O/A Domino's Pizza,96 MAIN ST E  HAMILTON ON L8N 1G3,31/08/2018
15 275416 02 1J,Eating Establishment,Restaurant Take-Out,1720381 ONTARIO LIMITED O/A DOMINO'S PIZZA,86 MAIN ST  DUNDAS ON L9H 2R1,08/03/2018
14 261338 03 1J,Eating Establishment,Lunch Counter,1720706 ONTARIO INC O/A ROYAL PIZZA,180 JAMES ST S  HAMILTON ON L8P 4V1,21/10/2018
15 277990 02 1J,Eating Establishment,Restaurant,1726010 ONTARIO LTD. O/A THE KEG STEAK HOUSE & BAR,36 HORSESHOE CRES  FLAMBOROUGH ON,11/03/2018
14 285312 03 1J,Eating Establishment,Restaurant,1726146 ONTARIO INC O/A A & W 4574,931 UPPER JAMES ST  HAMILTON ON,26/11/2018
15 287814 02 1J,Eating Establishment,Restaurant with Liquor Service,1726220 ONTARIO INC O/A GALLAGHER'S BAR & LOUNGE,69 AUGUSTA ST  HAMILTON ON,08/10/2018
14 199600 02 1J,Eating Establishment,Restaurant,1726362 ONTARIO INC O/A 1010 BISTRO,1010 KING ST W  HAMILTON ON L8S 1L4,09/03/2018
14 275760 03 1J,Eating Establishment,Restaurant,1729869 ONTARIO INC O/A SUBWAY RESTAURANT,920 UPPER WENTWORTH ST  HAMILTON ON,15/05/2018
14 198387 03 1J,Eating Establishment,Restaurant Take-Out,1730624 ONTARIO LTD O/A  MARIO'S PIZZA & WINGS,171 MOHAWK RD E  HAMILTON ON L9A 2H4,06/05/2018
15 276718 02 1J,Eating Establishment,Restaurant,"1734188 ONTARIO INC, O/A T J KING KARAOKE",212 KING ST E  HAMILTON ON,26/03/2018
14 278108 03 1J,Eating Establishment,Restaurant with Liquor Service,1739153 ONTARIO INC. O/A LOTOS BAR & GRILL,275 BARTON ST  STONEY CREEK ON,23/05/2018
14 277310 03 1J,Eating Establishment,Restaurant,1757331 ONTARIO INC O/A BIG TOP FAMILY RESTAURANT,754 MAIN ST E  HAMILTON ON L8M 1L1,31/07/2018
14 277288 03 1J,Eating Establishment,Restaurant Take-Out,1768937 ONTARIO INC O/A A-1 PIZZA PLACE,919 UPPER PARADISE RD UNIT 6 HAMILTON ON L9B 2M9,01/08/2018
15 125549 03 1J,Eating Establishment,Restaurant,1773216 ONTARIO INC. O/A VENTURA'S SIGNATURE RESTAURANT,178 JAMES ST N  HAMILTON ON L8R 2L1,02/12/2018
14 277462 03 1J,Eating Establishment,Restaurant,1773356 ONTARIO LIMITED O/A SPARKLE NORTHERN CHINESE CUISINE,165 KING ST E  HAMILTON ON,28/10/2018
14 278278 03 1J,Eating Establishment,Restaurant,1775141 ONTARIO INC O/A PIZZA PIZZA,958 GARTH ST  HAMILTON ON,12/05/2018
13 277886 03 1J,Eating Establishment,Restaurant Take-Out,1775222 ONTARIO INC. O/A BASKIN ROBBINS STORE 5033,1685 MAIN ST W  HAMILTON ON L8S 1G5,02/09/2018
15 287255 02 1J,Eating Establishment,Restaurant Take-Out,1775282 ONTARIO INC. O/A TIM HORTONS #5271,1712 STONE CHURCH RD E  STONEY CREEK ON,16/03/2018
14 277778 03 1J,Eating Establishment,Restaurant,1775282 ONTARIO LTD. O/A TIM HORTONS #3272,1799 STONE CHURCH RD E BLDG 8 STONEY CREEK ON,18/02/2019
14 171394 03 1J,Eating Establishment,Lunch Counter,1778311 ONTARIO INC. O/A BOOSTER JUICE,737 GOLF LINKS RD  ANCASTER ON,20/11/2018
14 278940 03 1J,Eating Establishment,Restaurant with Liquor Service,1782590 ONTARIO INC. O/A CHAN'S RESTAURANT,49 KING ST E  DUNDAS ON L9H 1B7,29/10/2018
15 277899 02 1J,Eating Establishment,Restaurant Take-Out,1782826 ONTARIO LTD. O/A CHINA KIKI,491 UPPER WELLINGTON ST  HAMILTON ON,26/02/2018
14 284636 03 1J,Eating Establishment,Restaurant,1787587 ONTARIO LTD O/A URBAN CAFE,393 RYMAL RD W  HAMILTON ON,03/07/2018
14 282110 03 1J,Eating Establishment,Restaurant Take-Out,1787732 ONTARIO INC. O/A SANA GRILL,436 HWY 8  STONEY CREEK ON,01/12/2018
16 291575 00 1J,Eating Establishment,Restaurant Take-Out,1788779 ONTARIO LTD,168 BARTON ST  STONEY CREEK ON,22/02/2018
14 284642 03 1J,Eating Establishment,Restaurant,1794628 ONTARIO INC O/A PIZZA INFERNO EATERY,1394 UPPER GAGE AVE  HAMILTON ON L8W 1E7,24/07/2018
14 281824 03 1J,Eating Establishment,Restaurant Take-Out,1794695 ONTARIO INC O/A KRISHNA SWEET & RESTAURANT,2493 BARTON ST E  HAMILTON ON,04/09/2018
14 244728 03 1J,Eating Establishment,Restaurant Take-Out,1804205 ONTARIO INC O/A NELLIE JAMES,144 KING ST W  DUNDAS ON,16/11/2018
17 279066 03 1J,Eating Establishment,Restaurant,1804289 ONTARIO LIMITED O/A PHYL'S FAMILY RESTAURANT,930 UPPER PARADISE RD  HAMILTON ON L5H 1B2,13/11/2018
14 283514 03 1J,Eating Establishment,Restaurant Take-Out,1804344 ONARIO LTD. O/A PLAZA PIZZA & WINGS,90 WELLINGTON ST N  HAMILTON ON,21/11/2018
14 279721 03 1J,Eating Establishment,Restaurant,1804408 ONTARIO INC. O/A CLAUDIO'S RISTORANTE,92 JACKSON ST E  HAMILTON ON L8N 1L2,05/05/2018
15 125441 03 1J,Eating Establishment,Restaurant,1804470 ONTATIO INC O/A BEAN BAR,1012 KING ST W  HAMILTON ON L8S 1L4,05/11/2018
14 279369 03 1J,Eating Establishment,Restaurant,1804536 ONTARIO INC. O/A ROYAL PHO,1100 GOLF LINKS RD  ANCASTER ON,02/09/2018
16 291186 01 1J,Eating Establishment,Restaurant,1805790 ONTARIO INC. O/A MR SUB,168 BARTON ST  STONEY CREEK ON,21/07/2018
14 281225 03 1J,Eating Establishment,Restaurant Take-Out,1811129 ONTARIO INC O/A GINO'S PIZZA,65 MALL RD  HAMILTON ON L8V 5B8,23/06/2018
14 286276 04 1J,Eating Establishment,Restaurant with Liquor Service,1814380 ONTARIO INC O/A CENTURY PINES GOLF CLUB,592 WESTOVER RD  FLAMBOROUGH ON,24/12/2018
14 280060 03 1J,Eating Establishment,Restaurant Take-Out,1822767 ONTARIO CORP. O/A THAI EXPRESS,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,01/07/2018
13 282009 03 1J,Eating Establishment,Restaurant Take-Out,1826216 ONTARIO LTD. O/A FENNELL SUBS,676 FENNELL AVE E  HAMILTON ON,30/06/2018
14 280494 03 1J,Eating Establishment,Restaurant Take-Out,1826352 ONTARIO LTD O/A SOUTH CITY RESTAURANT,1405 UPPER OTTAWA ST  HAMILTON ON L8W 3J6,02/10/2018
14 280513 03 1J,Eating Establishment,Restaurant,1829123 ONTARIO LTD O/A MONTANA'S COOKHOUSE,1508 UPPER JAMES ST  HAMILTON ON B0K 1S0,17/01/2019
14 280514 03 1J,Eating Establishment,Restaurant with Liquor Service,1829123 ONTARIO LTD O/A MONTANA'S COOKHOUSE,771 GOLF LINKS RD  ANCASTER ON,02/12/2018
15 281007 02 1J,Eating Establishment,Restaurant,1829123 ONTARIO LTD O/A MONTANA'S COOKHOUSE,815 PARAMOUNT DR BLDG C STONEY CREEK ON,08/03/2018
14 280901 02 1J,Eating Establishment,Restaurant,1830337 ONTARIO LTD O/A THEO'S FAMILY DINER,1249 STONE CHURCH RD E UNIT 1 HAMILTON ON,01/03/2018
14 283273 03 1J,Eating Establishment,Restaurant with Liquor Service,1837683 ONTARIO INC O/A RADIUS,153 JAMES ST S  HAMILTON ON,24/10/2018
14 286322 03 1J,Eating Establishment,Restaurant,1837839 ONTARIO INC. O/A P.A.M.'S COFFEE & TEA CO,2 KING ST W  HAMILTON ON,13/06/2018
14 283361 03 1J,Eating Establishment,Restaurant Take-Out,1837892 ONTARIO INC O/A SILVER WOK,2668 BINBROOK RD  GLANBROOK ON,04/10/2018
13 285547 03 1J,Eating Establishment,Restaurant Take-Out,1849409 ONTARIO INC O/A COFFEE AND DONUTS,77 JAMES ST N  HAMILTON ON L8R 2K3,11/04/2018
14 283594 03 1J,Eating Establishment,Restaurant Take-Out,1849450 ONTARIO INC O/A RED ROCKETS,930 UPPER PARADISE RD  HAMILTON ON L5H 1B2,31/10/2018
14 281664 03 1J,Eating Establishment,Restaurant,1850371 ONTARIO INC.,24 KING ST E  DUNDAS ON,16/11/2018
13 282372 03 1J,Eating Establishment,Restaurant with Liquor Service,1857281 ONTARIO LTD O/A WIMPY'S DINER,405 MAIN ST W  HAMILTON ON L8P 1K5,03/04/2018
14 133932 03 1J,Eating Establishment,Restaurant Take-Out,1859460 ONTARIO INC O/A SUPER MARIO'S 2 FOR 1 PIZZA & WING,1016 KING ST E  HAMILTON ON L8M 1C9,05/10/2018
14 284186 03 1J,Eating Establishment,Restaurant with Liquor Service,1859701 ONTARIO LTD OPERATING AS WIMPY'S DINER,1075 WILSON ST W  ANCASTER ON,14/05/2018
14 280583 03 1J,Eating Establishment,Restaurant with Liquor Service,1869635 ONTARIO INC. O/A SAGARMATHA CURRY PALACE RESTAURANT,43 KING WILLIAM ST  HAMILTON ON L8W 4A9,12/11/2018
17 292135 00 1J,Eating Establishment,Restaurant with Liquor Service,1-876 BAR AND GRILL,306 BARTON ST E  HAMILTON ON L8L 2X5,04/04/2018
15 125235 03 1J,Eating Establishment,Restaurant,1876523 ONTARIO INC. O/A RANKIN'S RESTAURANT,1342 MAIN ST E  HAMILTON ON,05/06/2018
14 283604 03 1J,Eating Establishment,Restaurant,1877891 ONTARIO LIMITED O/A MR. GAO CHINA RESTAURANT,1561 MAIN ST W  HAMILTON ON L8S 1E6,15/11/2018
13 283779 03 1J,Eating Establishment,Restaurant Take-Out,1877916 ONTARIO INC O/A ABERDEEN PIZZA & WINGS,411 ABERDEEN AVE  HAMILTON ON L8P 2S1,26/04/2018
14 283437 03 1J,Eating Establishment,Restaurant,1878178 ONTARIO INC. O/A GINO'S PIZZA,7 KING ST E  HAMILTON ON,04/12/2018
14 283441 02 1J,Eating Establishment,Restaurant Take-Out,1878419 ONTARIO INC. O/A MARY BROWN'S,118 CENTENNIAL PKWY N  HAMILTON ON,16/04/2018
15 290457 02 1J,Eating Establishment,Restaurant,1882821 ONTARIO INC. ,536 UPPER WELLINGTON ST 1/2 HAMILTON ON,27/01/2019
15 125326 03 1J,Eating Establishment,Restaurant,1883744 ONTARIO INC.,1760 UPPER JAMES ST  HAMILTON ON,19/11/2018
14 284728 03 1J,Eating Establishment,Restaurant,1884183 ONTARIO INC O/A PITA PIT,49 KING ST E  DUNDAS ON L9H 1B7,16/08/2018
17 291860 00 1J,Eating Establishment,Restaurant,1884268 ONTARIO LIMITED O/A TONY'S CORNER STREATERY,929 FENNELL AVE E  HAMILTON ON,09/02/2018
14 284544 03 1J,Eating Establishment,Restaurant,1887314 ONTARIO INC O/A PIZZA PIZZA,73 WILSON ST W  ANCASTER ON,11/07/2018
14 284791 03 1J,Eating Establishment,Restaurant,1892479 ONTARIO INC. O/A GOLDEN PIZA MEDITERRANEAN CUISINE,1172 WILSON ST W  ANCASTER ON,03/08/2018
14 282777 02 1J,Eating Establishment,Restaurant with Liquor Service,1892499 ONTARIO INC O/A THE PHEASANT PLUCKER,20 AUGUSTA ST  HAMILTON ON,30/04/2018
14 286059 03 1J,Eating Establishment,Restaurant,1892701 ONTARIO INC O/A AUGUST 8 RESTAURANT,835 PARAMOUNT DR BLDG  STONEY CREEK ON,09/06/2018
14 286986 02 1J,Eating Establishment,Restaurant,1899862 ONTARIO LIMITED O/A THE LIONSHEAD PUB,137 JOHN ST S  HAMILTON ON L8N 2C3,13/07/2018
16 290752 01 1J,Eating Establishment,Restaurant Take-Out,1899974 ONTARIO INC O/A PIZZA NOVA,1016 KING ST W  HAMILTON ON L8S 1L4,21/04/2018
14 286149 03 1J,Eating Establishment,Restaurant with Liquor Service,1900096 ONTARIO INC O/A EMERSON 109,109 EMERSON ST  HAMILTON ON L8S 2X5,09/12/2018
15 279516 02 1J,Eating Establishment,Restaurant with Liquor Service,1900119 ONTARIO INC O/A THE AUGUSTA HOUSE,17 AUGUSTA ST  HAMILTON ON,23/04/2018
17 292927 00 1J,Eating Establishment,Restaurant with Liquor Service,1900136 ONTARIO INC O/A BOMBAY'S TOUCH,800 QUEENSTON RD UNIT 16 STONEY CREEK ON,03/10/2018
14 285659 02 1J,Eating Establishment,Restaurant,1900136 ONTARIO INC O/A BOMBAY'S TOUCH,438 HWY 8  STONEY CREEK ON L8G 1G3,04/03/2018
14 285635 02 1J,Eating Establishment,Restaurant Take-Out,1900147 ONTARIO LTD O/A ISLANDS CARIBBEAN TAKE OUT,228 KING ST W  HAMILTON ON L8P 1A9,07/02/2018
14 283881 03 1J,Eating Establishment,Restaurant with Liquor Service,1901164 ONTARIO INC. O/A TURTLE JACK'S,1180 UPPER JAMES ST  HAMILTON ON L9C 3B1,16/12/2018
14 286394 03 1J,Eating Establishment,Restaurant,1906286 ONTARIO INC O/A THE VICARS VICE,2251 RYMAL RD  STONEY CREEK ON L8J 2V8,06/06/2018
