geo_code,,0 to 17 years (%),0 to 5 years (%),18 to 64 years (%),65 years and over (%)
35250088,female,0.0,0.0,6.7,0.0
35250088,male,0.0,0.0,4.0,0.0
35250089,female,44.4,25.0,12.9,11.1
35250089,male,28.6,50.0,14.3,9.1
35250093,female,22.2,33.3,6.5,7.7
35250093,male,11.1,0.0,8.8,0.0
35250094,female,16.7,0.0,12.0,0.0
35250094,male,22.2,0.0,11.1,20.0
35250095,female,0.0,0.0,0.0,7.7
35250095,male,14.3,0.0,4.3,8.3
35250096,female,15.4,50.0,5.7,22.2
35250096,male,33.3,0.0,6.9,12.5
35250097,female,16.7,0.0,0.0,0.0
35250097,male,0.0,0.0,4.8,0.0
35250098,female,x,x,x,x
35250098,male,x,x,x,x
35250099,female,27.8,25.0,10.7,5.9
35250099,male,25.0,25.0,8.5,6.3
35250100,female,33.3,0.0,6.9,0.0
35250100,male,11.1,0.0,7.7,0.0
35250101,female,0.0,0.0,0.0,0.0
35250101,male,9.1,0.0,0.0,0.0
35250102,female,12.5,0.0,5.6,0.0
35250102,male,0.0,0.0,0.0,0.0
35250105,female,12.5,0.0,3.0,6.7
35250105,male,9.1,0.0,3.0,0.0
35250106,female,0.0,0.0,3.7,7.7
35250106,male,0.0,0.0,6.9,0.0
35250107,female,0.0,0.0,3.3,0.0
35250107,male,0.0,0.0,0.0,0.0
35250108,female,20.0,0.0,6.7,0.0
35250108,male,0.0,0.0,6.3,0.0
35250109,female,7.1,25.0,7.1,0.0
35250109,male,6.7,33.3,7.5,0.0
35250110,female,10.0,0.0,5.9,0.0
35250110,male,0.0,0.0,8.8,8.3
35250111,female,16.7,0.0,8.0,23.7
35250111,male,11.1,0.0,4.3,0.0
35250112,female,10.0,0.0,12.0,7.7
35250112,male,10.0,0.0,4.0,0.0
35250113,female,0.0,0.0,10.5,0.0
35250113,male,20.0,0.0,10.5,0.0
35250114,female,0.0,0.0,4.3,9.1
35250114,male,0.0,0.0,5.3,0.0
35250115,female,38.2,22.2,16.8,6.3
35250115,male,36.8,25.0,15.7,0.0
35250116,female,7.7,0.0,8.7,12.5
35250116,male,17.4,25.0,6.7,0.0
35250117,female,0.0,0.0,5.6,0.0
35250117,male,28.6,0.0,5.3,0.0
35250118,female,37.5,25.0,12.0,0.0
35250118,male,37.5,50.0,8.0,0.0
35250119,female,11.1,0.0,6.5,0.0
35250119,male,11.1,33.3,3.3,0.0
35250120,female,22.2,0.0,13.3,0.0
35250120,male,33.3,0.0,12.0,0.0
35250121,female,33.3,33.3,15.2,0.0
35250121,male,41.7,66.7,12.5,0.0
35250122,female,14.3,0.0,4.2,0.0
35250122,male,0.0,0.0,5.0,0.0
35250123,female,0.0,0.0,4.5,14.3
35250123,male,0.0,0.0,4.0,0.0
35250124,female,11.1,0.0,6.3,0.0
35250124,male,22.2,0.0,3.6,0.0
35250125,female,16.7,0.0,0.0,16.7
35250125,male,12.5,0.0,4.8,0.0
35250126,female,33.3,33.3,23.8,25.0
35250126,male,35.3,20.0,15.8,20.0
35250127,female,10.3,0.0,6.4,7.7
35250127,male,7.1,6.7,5.1,0.0
35250128,female,11.1,0.0,3.3,0.0
35250128,male,0.0,0.0,3.3,0.0
35250129,female,0.0,0.0,0.0,0.0
35250129,male,20.0,0.0,0.0,0.0
35250130,female,0.0,...,4.3,0.0
35250130,male,0.0,0.0,0.0,0.0
35250133,female,...,0.0,0.0,7.5
35250133,male,...,...,25.0,0.0
35250134,female,7.1,0.0,4.4,4.3
35250134,male,10.0,0.0,5.0,0.0
35250135,female,9.8,7.1,7.3,5.6
35250135,male,15.9,6.3,6.7,0.0
35250136,female,20.0,0.0,0.0,0.0
35250136,male,14.3,0.0,5.0,12.5
35250137,female,0.0,0.0,3.8,0.0
35250137,male,0.0,0.0,0.0,0.0
35250144,female,8.0,11.1,4.8,0.0
35250144,male,6.7,6.3,5.0,0.0
35250145,female,0.0,0.0,4.5,0.0
35250145,male,0.0,0.0,4.5,0.0
35250146,female,6.7,25.0,2.2,0.0
35250146,male,7.1,33.3,6.1,0.0
35250147,female,0.0,0.0,4.0,0.0
35250147,male,0.0,0.0,8.7,0.0
35250148,female,0.0,50.0,7.1,9.1
35250148,male,0.0,0.0,7.4,11.1
35250149,female,0.0,0.0,2.8,0.0
35250149,male,0.0,0.0,2.5,0.0
35250150,female,12.5,33.3,10.0,5.3
35250150,male,14.3,25.0,4.5,0.0
35250151,female,0.0,25.0,3.8,10.0
35250151,male,0.0,0.0,0.0,0.0
35250152,female,6.5,0.0,2.4,2.5
35250152,male,7.7,14.3,2.7,3.2
35250153,female,0.0,0.0,3.0,0.0
35250153,male,10.0,0.0,2.8,0.0
35250156,female,12.5,0.0,3.8,0.0
35250156,male,0.0,0.0,4.0,0.0
35250158,female,9.1,0.0,2.9,0.0
35250158,male,0.0,0.0,3.0,0.0
35250159,female,0.0,0.0,0.0,0.0
35250159,male,11.1,0.0,0.0,0.0
35250160,female,0.0,0.0,4.2,0.0
35250160,male,0.0,0.0,0.0,0.0
35250161,female,0.0,0.0,0.0,0.0
35250161,male,0.0,0.0,2.3,0.0
35250162,female,12.5,0.0,8.7,0.0
35250162,male,16.7,0.0,4.2,0.0
35250163,female,9.1,0.0,3.0,6.7
35250163,male,10.0,0.0,3.1,0.0
35250164,female,0.0,100.0,7.1,21.7
35250164,male,22.2,0.0,11.5,7.1
35250172,female,0.0,0.0,3.0,0.0
35250172,male,10.0,0.0,3.0,0.0
35250173,female,2.5,0.0,2.6,0.0
35250173,male,2.7,0.0,1.4,0.0
35250175,female,27.8,15.8,14.7,0.0
35250175,male,31.4,31.6,9.1,0.0
35250176,female,7.7,0.0,2.0,0.0
35250176,male,13.3,0.0,2.0,0.0
35250177,female,25.0,0.0,15.7,14.3
35250177,male,29.2,16.7,6.8,16.7
35250178,female,0.0,0.0,2.5,12.5
35250178,male,9.1,0.0,5.4,0.0
35250179,female,7.7,0.0,2.3,0.0
35250179,male,6.3,25.0,2.2,0.0
35250180,female,19.0,5.9,5.7,7.7
35250180,male,14.9,5.6,5.0,0.0
35250181,female,25.0,0.0,8.0,0.0
35250181,male,14.3,0.0,8.0,0.0
35250183,female,x,x,x,x
35250183,male,x,x,x,x
35250184,female,0.0,0.0,3.6,0.0
35250184,male,12.5,0.0,3.8,0.0
35250185,female,9.1,0.0,0.0,0.0
35250185,male,14.3,0.0,0.0,0.0
35250186,female,12.5,0.0,5.3,0.0
35250186,male,0.0,0.0,5.6,0.0
35250188,female,12.5,16.7,1.9,12.5
35250188,male,6.3,20.0,4.5,0.0
35250189,female,9.1,0.0,2.4,0.0
35250189,male,18.2,25.0,2.3,0.0
35250190,female,22.2,33.3,12.9,25.0
35250190,male,10.0,50.0,8.0,0.0
35250191,female,10.0,0.0,3.9,0.0
35250191,male,7.1,0.0,4.1,0.0
35250192,female,6.5,0.0,5.1,0.0
35250192,male,12.5,8.3,5.5,8.3
35250193,female,20.0,0.0,0.0,0.0
35250193,male,25.0,0.0,0.0,0.0
35250194,female,14.3,0.0,0.0,0.0
35250194,male,0.0,0.0,3.0,0.0
35250196,female,14.3,0.0,8.3,14.3
35250196,male,17.6,20.0,5.9,16.7
35250197,female,25.0,50.0,2.9,0.0
35250197,male,18.2,33.3,0.0,11.1
35250199,female,33.7,21.9,12.1,16.1
35250199,male,30.5,18.2,10.3,4.3
35250200,female,33.3,0.0,3.0,7.1
35250200,male,11.1,33.3,5.9,16.7
35250201,female,33.3,100.0,5.9,0.0
35250201,male,33.3,0.0,5.9,20.0
35250202,female,26.7,27.3,18.9,18.2
35250202,male,44.0,30.0,18.9,10.0
35250203,female,25.0,16.7,18.9,12.5
35250203,male,30.8,33.3,14.3,0.0
35250204,female,57.1,42.9,32.8,14.3
35250204,male,65.4,62.5,23.1,20.0
35250205,female,x,x,x,x
35250205,male,x,x,x,x
35250206,female,9.1,25.0,7.3,0.0
35250206,male,11.1,33.3,5.4,0.0
35250207,female,16.7,0.0,0.0,0.0
35250207,male,0.0,0.0,6.3,0.0
35250208,female,0.0,0.0,5.0,0.0
35250208,male,14.3,100.0,0.0,0.0
35250209,female,20.0,50.0,5.6,0.0
35250209,male,16.7,0.0,5.6,0.0
35250210,female,16.7,0.0,0.0,0.0
35250210,male,0.0,0.0,3.4,0.0
35250211,female,100.0,...,20.0,4.0
35250211,male,0.0,0.0,12.5,0.0
35250212,female,0.0,0.0,9.1,10.0
35250212,male,16.7,0.0,4.3,7.1
35250213,female,0.0,0.0,5.6,6.7
35250213,male,25.0,50.0,5.0,0.0
35250216,female,14.3,0.0,4.0,0.0
35250216,male,0.0,0.0,0.0,0.0
35250217,female,47.4,28.6,17.1,11.1
35250217,male,33.3,33.3,11.4,0.0
35250218,female,38.5,50.0,8.6,0.0
35250218,male,27.3,0.0,10.8,0.0
35250221,female,71.4,0.0,25.0,14.3
35250221,male,57.1,25.0,21.6,9.1
35250222,female,10.0,33.3,10.0,0.0
35250222,male,20.0,0.0,3.3,0.0
35250223,female,0.0,0.0,12.0,0.0
35250223,male,0.0,0.0,3.6,0.0
35250224,female,57.1,66.7,29.2,14.3
35250224,male,33.3,66.7,22.2,16.7
35250225,female,25.0,50.0,10.5,0.0
35250225,male,14.3,33.3,8.7,0.0
35250226,female,0.0,0.0,17.2,15.4
35250226,male,40.0,0.0,13.6,13.3
35250227,female,46.7,40.0,23.1,30.0
35250227,male,45.5,40.0,17.6,12.5
35250230,female,33.3,50.0,10.7,0.0
35250230,male,30.0,0.0,3.3,0.0
35250231,female,10.0,0.0,4.9,4.3
35250231,male,0.0,0.0,4.8,5.9
35250232,female,73.3,60.0,43.6,25.0
35250232,male,62.9,66.7,33.3,0.0
35250233,female,14.3,0.0,8.0,17.4
35250233,male,30.0,0.0,10.3,0.0
35250234,female,22.2,25.0,8.0,0.0
35250234,male,28.6,0.0,12.5,0.0
35250238,female,63.6,44.4,32.1,28.6
35250238,male,60.0,42.9,27.1,20.0
35250239,female,33.3,50.0,15.4,25.0
35250239,male,37.5,33.3,16.7,0.0
35250240,female,58.3,33.3,34.9,28.6
35250240,male,63.6,40.0,35.9,28.6
35250241,female,25.0,0.0,13.3,0.0
35250241,male,25.0,0.0,5.6,0.0
35250242,female,x,x,x,x
35250242,male,x,x,x,x
35250243,female,45.8,55.6,25.9,13.6
35250243,male,44.4,60.0,17.6,6.3
35250248,female,7.1,0.0,5.6,4.8
35250248,male,9.1,0.0,4.0,0.0
35250249,female,33.3,0.0,32.1,16.7
35250249,male,0.0,...,25.9,0.0
35250250,female,0.0,0.0,3.4,10.0
35250250,male,11.1,0.0,11.8,0.0
35250251,female,42.9,33.3,21.4,16.7
35250251,male,33.3,50.0,20.0,16.7
35250254,female,11.1,33.3,7.5,17.6
35250254,male,20.0,0.0,11.1,5.9
35250255,female,14.3,25.0,16.7,17.6
35250255,male,14.3,0.0,9.4,0.0
35250256,female,0.0,0.0,5.9,16.0
35250256,male,11.1,0.0,6.5,7.1
35250257,female,25.0,0.0,20.0,15.4
35250257,male,33.3,50.0,15.6,6.7
35250258,female,25.0,0.0,8.6,6.8
35250258,male,12.5,0.0,9.4,0.0
35250259,female,11.1,0.0,10.0,8.3
35250259,male,22.2,0.0,6.9,0.0
35250260,female,16.7,0.0,14.3,14.3
35250260,male,20.0,0.0,12.0,0.0
35250261,female,0.0,100.0,29.0,33.3
35250261,male,57.1,66.7,16.7,9.1
35250262,female,14.3,0.0,3.0,3.3
35250262,male,0.0,0.0,3.4,5.0
35250263,female,0.0,0.0,1.8,5.0
35250263,male,7.7,0.0,1.8,0.0
35250264,female,20.0,0.0,4.0,0.0
35250264,male,0.0,0.0,0.0,0.0
35250265,female,0.0,0.0,3.3,8.3
35250265,male,0.0,0.0,0.0,0.0
35250266,female,0.0,0.0,9.5,0.0
35250266,male,0.0,0.0,0.0,0.0
35250267,female,14.3,100.0,6.9,0.0
35250267,male,10.0,0.0,10.0,0.0
35250269,female,0.0,0.0,0.0,0.0
35250269,male,0.0,0.0,6.3,0.0
35250270,female,0.0,0.0,5.3,10.0
35250270,male,0.0,0.0,0.0,0.0
35250271,female,25.0,0.0,5.3,0.0
35250271,male,0.0,0.0,10.0,0.0
35250272,female,0.0,...,6.3,28.6
35250272,male,25.0,...,5.9,14.3
35250273,female,0.0,0.0,4.5,0.0
35250273,male,25.0,0.0,4.5,0.0
35250274,female,14.3,0.0,8.8,6.7
35250274,male,20.8,12.5,8.9,8.3
35250275,female,11.1,0.0,6.7,0.0
35250275,male,0.0,0.0,3.0,0.0
35250276,female,20.0,0.0,7.7,9.1
35250276,male,8.3,20.0,7.0,0.0
35250277,female,25.0,25.0,11.1,11.1
35250277,male,10.0,0.0,8.3,0.0
35250278,female,0.0,50.0,3.8,11.1
35250278,male,10.0,0.0,3.8,0.0
35250279,female,9.1,50.0,4.9,4.8
35250279,male,9.1,0.0,7.3,6.3
35250280,female,0.0,...,3.8,11.1
35250280,male,14.3,0.0,8.0,0.0
35250281,female,27.3,25.0,17.6,12.5
35250281,male,26.7,20.0,12.5,0.0
35250282,female,9.1,0.0,9.1,8.3
35250282,male,10.0,0.0,11.1,0.0
35250283,female,12.5,0.0,5.1,0.0
35250283,male,0.0,0.0,7.9,6.3
35250284,female,33.3,0.0,5.0,0.0
35250284,male,14.3,0.0,8.0,0.0
35250285,female,14.3,0.0,5.9,4.8
35250285,male,11.8,20.0,6.5,0.0
35250286,female,0.0,0.0,5.3,8.3
35250286,male,0.0,0.0,6.7,0.0
35250287,female,0.0,0.0,0.0,0.0
35250287,male,0.0,0.0,0.0,0.0
35250288,female,0.0,0.0,4.0,0.0
35250288,male,0.0,0.0,4.3,8.3
35250289,female,0.0,0.0,6.1,0.0
35250289,male,0.0,0.0,2.7,7.7
35250290,female,20.0,0.0,4.8,9.1
35250290,male,9.1,0.0,7.3,7.7
35250291,female,8.7,0.0,9.3,8.3
35250291,male,16.7,14.3,8.2,10.0
35250293,female,17.6,16.7,5.7,3.7
35250293,male,15.4,0.0,3.5,0.0
35250294,female,16.7,0.0,6.9,0.0
35250294,male,14.3,0.0,4.0,0.0
35250295,female,20.0,0.0,4.2,20.0
35250295,male,14.3,0.0,8.7,0.0
35250296,female,16.7,0.0,3.6,0.0
35250296,male,0.0,0.0,4.0,0.0
35250297,female,0.0,0.0,8.8,0.0
35250297,male,16.7,0.0,2.9,0.0
35250298,female,0.0,0.0,0.0,12.5
35250298,male,0.0,0.0,0.0,0.0
35250299,female,14.3,0.0,2.8,0.0
35250299,male,0.0,0.0,5.6,0.0
35250300,female,13.3,25.0,4.0,0.0
35250300,male,7.1,0.0,2.1,0.0
35250302,female,0.0,0.0,4.8,0.0
35250302,male,16.7,0.0,4.3,0.0
35250303,female,0.0,0.0,3.7,0.0
35250303,male,0.0,0.0,4.0,0.0
35250304,female,9.1,0.0,3.4,6.7
35250304,male,9.1,33.3,3.1,8.3
35250305,female,22.2,0.0,5.7,7.7
35250305,male,15.4,0.0,3.2,0.0
35250306,female,11.1,0.0,8.3,0.0
35250306,male,14.3,0.0,4.2,16.7
35250307,female,11.1,33.3,11.4,0.0
35250307,male,15.4,0.0,10.0,0.0
35250308,female,10.5,0.0,9.1,0.0
35250308,male,10.5,0.0,3.5,0.0
35250309,female,0.0,0.0,8.0,0.0
35250309,male,0.0,0.0,4.0,0.0
35250310,female,14.3,100.0,0.0,0.0
35250310,male,0.0,0.0,4.0,0.0
35250311,female,8.3,25.0,2.6,0.0
35250311,male,12.5,0.0,2.8,0.0
35250312,female,14.3,0.0,3.8,0.0
35250312,male,14.3,25.0,3.8,16.7
35250313,female,22.2,0.0,6.4,12.5
35250313,male,11.1,0.0,11.6,5.3
35250315,female,0.0,0.0,9.1,4.1
35250315,male,0.0,...,4.0,0.0
35250316,female,18.2,0.0,6.0,9.1
35250316,male,15.4,0.0,7.5,0.0
35250317,female,12.5,0.0,8.1,0.0
35250317,male,0.0,0.0,8.1,0.0
35250318,female,x,x,x,x
35250318,male,x,x,x,x
35250319,female,33.3,0.0,13.8,25.0
35250319,male,33.3,20.0,12.9,0.0
35250320,female,22.2,50.0,10.3,8.3
35250320,male,22.2,0.0,10.7,0.0
35250321,female,16.7,0.0,15.8,0.0
35250321,male,16.7,33.3,21.7,0.0
35250322,female,40.0,0.0,10.3,0.0
35250322,male,16.7,50.0,7.1,12.5
35250323,female,14.3,50.0,13.9,8.3
35250323,male,20.0,0.0,8.6,0.0
35250324,female,78.6,61.5,50.0,18.2
35250324,male,75.6,66.7,35.3,12.5
35250326,female,58.3,33.3,24.0,33.3
35250326,male,62.5,0.0,8.3,33.3
35250327,female,54.2,50.0,35.4,16.7
35250327,male,76.7,60.0,32.5,0.0
35250328,female,12.5,50.0,10.3,0.0
35250328,male,0.0,0.0,15.4,0.0
35250329,female,0.0,0.0,5.7,11.1
35250329,male,10.0,0.0,12.1,11.1
35250330,female,50.0,50.0,18.8,11.1
35250330,male,66.7,0.0,16.7,14.3
35250331,female,54.5,66.7,28.6,33.3
35250331,male,53.3,75.0,17.4,0.0
35250332,female,20.0,33.3,8.6,0.0
35250332,male,12.5,0.0,5.9,0.0
35250333,female,11.1,33.3,4.8,8.3
35250333,male,20.0,33.3,4.9,0.0
35250334,female,20.0,0.0,11.8,8.3
35250334,male,16.7,0.0,13.9,9.1
35250335,female,0.0,0.0,12.0,20.0
35250335,male,0.0,0.0,6.9,0.0
35250336,female,14.3,0.0,6.1,10.0
35250336,male,12.5,0.0,5.6,0.0
35250337,female,25.0,33.3,16.3,16.7
35250337,male,33.3,25.0,13.5,7.7
35250338,female,54.5,60.0,30.9,28.6
35250338,male,45.5,40.0,25.5,18.2
35250339,female,0.0,25.0,5.6,10.0
35250339,male,11.1,0.0,7.7,0.0
35250340,female,0.0,0.0,0.0,20.0
35250340,male,0.0,0.0,0.0,0.0
35250341,female,20.0,33.3,18.2,21.4
35250341,male,25.0,33.3,16.3,9.1
35250342,female,33.3,0.0,8.1,16.7
35250342,male,28.6,0.0,9.7,0.0
35250343,female,16.7,0.0,6.5,0.0
35250343,male,0.0,0.0,3.0,0.0
35250344,female,12.5,0.0,6.5,10.0
35250344,male,0.0,0.0,5.9,0.0
35250345,female,11.1,0.0,3.8,0.0
35250345,male,0.0,0.0,7.7,0.0
35250346,female,0.0,0.0,3.3,0.0
35250346,male,0.0,0.0,3.2,0.0
35250347,female,0.0,0.0,7.7,9.1
35250347,male,16.7,0.0,9.4,0.0
35250348,female,0.0,0.0,3.2,0.0
35250348,male,0.0,0.0,2.8,0.0
35250349,female,9.1,0.0,6.1,12.5
35250349,male,12.5,0.0,3.6,0.0
35250350,female,30.0,0.0,23.1,0.0
35250350,male,25.0,33.3,15.0,8.3
35250351,female,0.0,...,13.6,10.5
35250351,male,50.0,...,11.1,0.0
35250352,female,44.4,50.0,17.9,10.0
35250352,male,36.4,33.3,14.7,0.0
35250353,female,33.3,25.0,18.4,13.3
35250353,male,12.5,50.0,16.1,0.0
35250354,female,10.0,0.0,2.7,0.0
35250354,male,14.3,0.0,5.9,0.0
35250355,female,11.1,33.3,3.0,0.0
35250355,male,7.7,0.0,8.6,0.0
35250356,female,11.1,0.0,5.4,7.1
35250356,male,8.3,0.0,7.3,10.0
35250357,female,12.5,50.0,3.0,11.1
35250357,male,0.0,0.0,2.9,0.0
35250358,female,14.3,50.0,8.6,7.7
35250358,male,25.0,50.0,2.8,0.0
35250359,female,22.2,0.0,15.6,0.0
35250359,male,20.0,33.3,6.3,0.0
35250360,female,12.5,0.0,3.0,0.0
35250360,male,0.0,0.0,5.9,0.0
35250361,female,12.5,0.0,3.1,9.1
35250361,male,16.7,0.0,6.5,11.1
35250362,female,25.0,0.0,12.5,0.0
35250362,male,12.5,0.0,6.3,0.0
35250363,female,40.0,100.0,17.2,16.7
35250363,male,14.3,33.3,12.9,0.0
35250364,female,x,x,x,x
35250364,male,x,x,x,x
35250365,female,22.2,25.0,17.7,9.7
35250365,male,33.3,25.0,16.7,5.3
35250366,female,53.8,40.0,30.2,25.0
35250366,male,55.6,40.0,24.5,22.2
35250367,female,36.4,20.0,13.9,16.7
35250367,male,45.5,25.0,15.8,0.0
35250368,female,22.2,33.3,10.5,14.3
35250368,male,12.5,0.0,17.1,0.0
35250369,female,10.0,0.0,6.1,0.0
35250369,male,11.1,0.0,8.8,0.0
35250370,female,42.9,33.3,16.1,0.0
35250370,male,25.0,33.3,17.9,0.0
35250371,female,22.2,66.7,9.1,0.0
35250371,male,11.1,25.0,6.5,0.0
35250372,female,14.3,0.0,8.1,0.0
35250372,male,20.0,0.0,8.6,0.0
35250373,female,14.3,0.0,7.1,0.0
35250373,male,14.3,0.0,10.0,0.0
35250374,female,0.0,25.0,5.9,14.3
35250374,male,0.0,0.0,6.1,0.0
35250375,female,22.2,0.0,8.6,0.0
35250375,male,0.0,0.0,5.6,20.0
35250376,female,12.5,0.0,6.1,0.0
35250376,male,12.5,0.0,6.3,0.0
35250377,female,16.7,25.0,8.6,0.0
35250377,male,27.3,0.0,14.6,0.0
35250378,female,28.6,50.0,6.3,0.0
35250378,male,12.5,33.3,9.7,0.0
35250379,female,33.3,0.0,9.1,8.3
35250379,male,25.0,0.0,10.0,0.0
35250380,female,12.5,0.0,3.1,0.0
35250380,male,0.0,0.0,3.6,14.3
35250381,female,0.0,50.0,6.7,0.0
35250381,male,0.0,0.0,7.7,0.0
35250382,female,20.0,0.0,6.3,14.3
35250382,male,11.1,33.3,14.7,0.0
35250383,female,50.0,50.0,32.5,14.3
35250383,male,60.0,75.0,30.2,28.6
35250384,female,25.0,0.0,34.6,0.0
35250384,male,27.3,0.0,47.5,25.0
35250385,female,22.2,33.3,15.6,12.5
35250385,male,20.0,20.0,21.2,0.0
35250387,female,12.5,0.0,3.7,0.0
35250387,male,0.0,0.0,3.7,0.0
35250388,female,7.7,0.0,5.7,0.0
35250388,male,0.0,0.0,6.5,0.0
35250389,female,16.7,0.0,7.7,0.0
35250389,male,0.0,0.0,4.0,0.0
35250390,female,11.1,0.0,9.8,20.0
35250390,male,0.0,0.0,12.1,0.0
35250391,female,20.0,0.0,14.6,12.5
35250391,male,14.3,0.0,22.9,28.6
35250392,female,0.0,0.0,15.4,0.0
35250392,male,0.0,0.0,8.6,20.0
35250393,female,50.0,50.0,32.4,25.0
35250393,male,50.0,100.0,23.5,25.0
35250394,female,50.0,66.7,31.5,20.0
35250394,male,62.5,33.3,35.8,0.0
35250395,female,66.7,66.7,31.0,15.0
35250395,male,75.0,66.7,32.7,20.0
35250396,female,50.0,50.0,23.7,18.8
35250396,male,33.3,25.0,23.1,11.1
35250397,female,40.0,50.0,27.1,50.0
35250397,male,60.0,33.3,22.2,33.3
35250398,female,...,...,85.7,100.0
35250398,male,...,...,91.2,66.7
35250399,female,100.0,...,88.2,77.8
35250399,male,100.0,...,84.9,72.4
35250400,female,71.4,40.0,32.0,9.1
35250400,male,100.0,50.0,34.7,11.1
35250401,female,40.0,0.0,34.0,14.3
35250401,male,37.5,0.0,34.0,16.7
35250402,female,33.3,0.0,17.1,0.0
35250402,male,50.0,33.3,21.2,14.3
35250403,female,42.9,25.0,15.2,15.4
35250403,male,66.7,0.0,20.0,11.1
35250404,female,28.6,0.0,14.7,0.0
35250404,male,10.0,0.0,13.3,0.0
35250405,female,33.3,25.0,15.6,14.3
35250405,male,0.0,0.0,11.1,20.0
35250406,female,20.0,33.3,32.0,18.2
35250406,male,80.0,33.3,34.7,16.7
35250407,female,28.6,0.0,28.9,0.0
35250407,male,30.0,0.0,24.3,0.0
35250408,female,16.7,0.0,26.7,14.3
35250408,male,33.3,0.0,32.3,20.0
35250409,female,40.0,0.0,27.3,20.0
35250409,male,0.0,0.0,37.0,33.3
35250410,female,14.3,33.3,13.3,28.6
35250410,male,16.7,33.3,12.9,20.0
35250411,female,33.3,0.0,16.1,11.1
35250411,male,25.0,33.3,9.4,0.0
35250412,female,33.3,0.0,40.0,58.3
35250412,male,0.0,0.0,44.4,38.1
35250413,female,44.4,33.3,13.2,11.1
35250413,male,37.5,66.7,15.4,0.0
35250416,female,37.5,33.3,15.2,25.0
35250416,male,33.3,50.0,21.6,14.3
35250417,female,50.0,50.0,35.1,25.0
35250417,male,66.7,50.0,36.4,25.0
35250418,female,80.0,66.7,38.1,25.0
35250418,male,60.0,66.7,42.2,50.0
35250419,female,60.0,33.3,39.5,28.6
35250419,male,40.0,33.3,40.7,33.3
35250420,female,28.6,33.3,18.8,11.8
35250420,male,20.0,0.0,17.6,7.7
35250421,female,20.0,100.0,18.6,12.5
35250421,male,50.0,0.0,25.0,8.3
35250422,female,66.7,100.0,48.6,68.0
35250422,male,50.0,33.3,56.0,70.4
35250423,female,62.5,66.7,31.1,21.4
35250423,male,50.0,40.0,41.5,11.1
35250424,female,200.0,...,23.5,9.5
35250424,male,0.0,0.0,31.6,6.7
35250425,female,42.9,50.0,22.4,10.5
35250425,male,33.3,100.0,26.8,16.7
35250426,female,0.0,0.0,15.6,8.3
35250426,male,0.0,0.0,22.2,0.0
35250427,female,0.0,0.0,20.7,50.0
35250427,male,33.3,0.0,20.8,0.0
35250428,female,66.7,66.7,45.2,33.3
35250428,male,88.9,75.0,40.5,16.7
35250429,female,20.0,33.3,29.2,25.0
35250429,male,50.0,50.0,30.0,0.0
35250430,female,33.3,100.0,26.5,20.0
35250430,male,25.0,0.0,31.6,25.0
35250431,female,57.1,50.0,33.3,16.7
35250431,male,60.0,100.0,28.6,25.0
35250434,female,68.4,55.6,37.5,13.0
35250434,male,63.2,60.0,42.5,14.3
35250435,female,66.7,66.7,41.9,60.0
35250435,male,57.1,33.3,45.9,25.0
35250436,female,50.0,50.0,41.7,25.0
35250436,male,42.9,33.3,41.5,33.3
35250437,female,60.0,100.0,36.4,60.0
35250437,male,75.0,50.0,37.8,33.3
35250438,female,66.7,50.0,35.0,25.0
35250438,male,25.0,50.0,41.4,20.0
35250439,female,53.8,40.0,33.3,16.7
35250439,male,53.8,60.0,32.6,0.0
35250440,female,33.3,0.0,22.5,25.0
35250440,male,50.0,50.0,26.9,8.3
35250441,female,28.6,25.0,17.1,11.1
35250441,male,33.3,0.0,27.9,12.5
35250442,female,14.3,0.0,14.6,16.7
35250442,male,22.2,0.0,14.0,12.5
35250443,female,20.0,0.0,13.8,12.5
35250443,male,22.2,0.0,12.1,0.0
35250444,female,50.0,50.0,31.3,15.0
35250444,male,62.5,100.0,21.4,18.2
35250445,female,42.9,25.0,10.7,0.0
35250445,male,20.0,25.0,15.4,0.0
35250446,female,25.0,0.0,17.6,28.6
35250446,male,20.0,0.0,12.2,16.7
35250447,female,33.3,0.0,27.3,0.0
35250447,male,42.9,50.0,33.3,0.0
35250448,female,66.7,40.0,32.1,14.3
35250448,male,57.1,16.7,33.3,33.3
35250449,female,60.0,50.0,32.1,100.0
35250449,male,28.6,50.0,35.5,0.0
35250450,female,37.5,25.0,25.0,11.1
35250450,male,66.7,50.0,23.5,16.7
35250451,female,x,x,x,x
35250451,male,x,x,x,x
35250452,female,66.7,100.0,23.1,0.0
35250452,male,33.3,0.0,21.7,0.0
35250453,female,55.6,75.0,26.7,0.0
35250453,male,37.5,33.3,27.6,25.0
35250454,female,42.9,33.3,30.4,20.0
35250454,male,33.3,25.0,35.3,33.3
35250455,female,60.0,33.3,34.4,25.0
35250455,male,42.9,0.0,31.6,25.0
35250456,female,77.8,100.0,51.6,50.0
35250456,male,71.4,100.0,53.1,33.3
35250457,female,x,x,x,x
35250457,male,x,x,x,x
35250458,female,83.3,33.3,51.6,50.0
35250458,male,60.0,60.0,39.1,25.0
35250459,female,66.7,57.1,41.3,33.3
35250459,male,53.3,50.0,42.0,25.0
35250460,female,33.3,0.0,23.8,20.0
35250460,male,44.4,0.0,29.2,25.0
35250461,female,63.6,50.0,30.0,0.0
