,geo_code,married,common_law,not_married_or_common_law,never_married,separated,divorced,widowed
1025,35250908,275,10,155,120,5,15,15
1026,35250909,860,60,465,355,30,45,35
1027,35250910,660,45,425,335,10,40,35
1028,35250911,330,25,225,185,15,5,20
1029,35250912,360,15,205,175,10,10,15
1030,35250913,280,30,215,125,15,40,40
1031,35250914,245,20,165,100,15,15,35
1032,35250918,1240,85,570,125,30,100,305
1033,35250919,350,30,200,150,5,20,25
1034,35250920,660,65,330,250,10,30,40
1035,35250921,345,60,245,160,15,35,30
1036,35250922,335,45,220,160,15,25,25
1037,35250923,195,40,150,115,10,20,10
1038,35250924,190,30,120,80,10,15,15
1039,35250925,300,50,165,125,10,10,20
1040,35250928,235,35,140,95,15,15,15
1041,35250929,310,40,175,125,5,25,20
1042,35250930,320,40,175,125,10,15,25
1043,35250931,330,30,165,125,15,15,5
1044,35250932,250,30,140,65,10,30,30
1045,35250933,240,35,135,100,5,15,10
1046,35250934,230,30,130,105,5,10,10
1047,35250935,625,100,300,110,30,60,95
1048,35250936,245,25,135,100,5,10,15
1049,35250937,500,55,285,205,15,30,40
1050,35250938,345,40,200,145,5,20,35
1051,35250939,305,45,155,110,5,15,25
1052,35250940,230,20,145,95,10,20,20
1053,35250941,390,30,230,165,20,15,25
1054,35250942,200,55,165,115,5,20,20
1055,35250943,465,70,240,160,15,30,30
1056,35250944,255,20,160,120,10,15,10
1057,35250945,315,45,175,130,15,10,15
1058,35250946,220,15,170,100,10,20,40
1059,35250947,315,45,210,140,25,20,25
1060,35250948,635,90,335,245,25,30,35
1061,35250949,225,25,115,85,5,10,10
1062,35250950,215,35,125,105,0,10,10
1063,35250951,255,45,170,145,0,15,5
1064,35250952,905,150,520,355,45,85,35
1065,35250953,70,30,220,160,15,30,15
1066,35250954,105,35,175,130,10,25,10
1067,35250955,90,20,145,115,10,10,10
1068,35250956,80,50,520,195,65,165,100
1069,35250957,100,75,240,165,20,40,20
1070,35250958,105,55,240,165,20,40,20
1071,35250959,105,75,255,195,10,35,15
1072,35250960,105,35,230,165,15,40,15
1073,35250961,90,40,225,160,25,25,15
1074,35250962,210,60,295,220,30,35,15
1075,35250963,770,260,1620,930,105,290,285
1076,35250964,215,40,275,190,15,25,45
1077,35250965,145,20,175,130,10,25,15
1078,35250966,F,F,F,F,F,F,F
1079,35250967,265,15,130,90,5,15,20
1080,35250968,110,25,310,260,10,25,20
1081,35250969,145,30,290,220,15,30,25
1082,35250970,155,30,255,160,30,40,25
1083,35250971,220,20,140,105,10,15,15
1084,35250972,195,25,135,90,10,15,25
1085,35250973,200,20,175,120,5,30,20
1086,35250974,225,25,130,95,5,10,20
1087,35250975,220,20,135,100,5,10,20
1088,35250976,155,30,90,60,5,5,20
1089,35250978,1040,150,520,370,50,60,40
1090,35250980,160,25,100,75,5,15,10
1091,35250981,1110,60,730,565,25,55,85
1092,35250982,165,10,155,15,5,15,120
1093,35250983,210,15,150,110,5,15,15
1094,35250985,570,50,385,310,20,30,30
1095,35250986,745,40,465,390,20,25,30
1096,35250987,260,50,335,185,25,55,65
1097,35250988,430,60,390,270,30,50,35
1098,35250989,415,50,385,290,15,55,30
1099,35250990,165,50,230,125,25,40,40
1100,35250991,280,50,245,155,25,30,40
1101,35250992,240,20,135,110,5,10,5
1102,35250993,125,0,210,55,10,20,125
1103,35250994,545,30,425,225,20,50,130
1104,35250995,650,105,815,400,85,150,180
1105,35250996,605,60,305,225,20,40,20
1106,35250997,655,45,335,115,15,30,175
1107,35250998,340,25,155,115,5,10,25
1108,35250999,575,30,265,215,10,15,25
1109,35251000,165,15,140,120,5,10,10
1110,35251001,295,10,195,160,5,15,20
1111,35251002,220,20,190,140,15,30,10
1112,35251003,160,5,145,90,15,25,10
1113,35251004,175,45,185,110,30,35,10
1114,35251005,490,10,335,180,5,25,125
1115,35251006,460,40,220,155,15,20,35
1116,35251007,360,75,290,185,40,45,20
1117,35251008,235,15,105,85,5,15,10
1118,35251009,380,45,310,205,25,60,20
1119,35251010,310,25,175,140,10,15,15
1120,35251011,325,45,275,145,10,30,90
1121,35251012,300,25,160,135,10,10,10
1122,35251013,465,30,245,215,5,15,15
1123,35251014,165,20,95,70,5,10,15
1124,35251015,305,30,240,185,20,20,20
1125,35251016,240,25,150,125,10,5,10
1126,35251017,250,5,150,125,10,5,10
1127,35251018,280,30,335,240,25,50,20
1128,35251019,205,15,115,95,5,5,10
1129,35251020,425,60,310,225,20,35,25
1130,35251021,325,30,170,125,10,20,25
1131,35251022,925,80,375,290,15,40,30
1132,35251023,480,40,200,150,15,20,15
1133,35251024,525,90,235,165,20,25,25
1134,35251025,195,45,360,250,30,45,35
1135,35251026,265,50,190,120,5,30,30
1136,35260307,440,30,170,125,10,10,20
1137,35260309,660,90,355,250,25,35,50
1138,35260310,200,35,100,80,5,15,10
1139,35260311,455,80,325,200,25,60,40
1140,35260313,300,30,140,85,10,20,25
1141,35260314,305,35,130,100,5,10,10
1142,35260315,215,35,150,95,10,25,20
1143,35260316,205,30,185,110,20,30,25
1144,35260317,200,35,145,95,5,25,20
1145,35260318,220,35,155,100,10,20,25
1146,35260319,175,40,125,75,10,15,25
1147,35260320,180,20,155,95,5,30,20
1148,35260321,165,50,335,155,45,70,65
1149,35260322,165,40,165,90,15,40,20
1150,35260323,230,25,180,100,10,25,40
1151,35260324,295,45,245,140,20,30,50
1152,35260325,120,45,215,80,30,50,55
1153,35260326,315,20,250,125,10,15,100
1154,35260327,200,20,85,65,5,10,10
1155,35260328,205,10,65,45,5,5,5
1156,35260330,235,25,165,110,15,25,15
1157,35260332,215,25,115,80,10,10,15
1158,35260333,275,40,200,145,10,15,25
1159,35260334,215,35,140,100,5,20,20
1160,35260335,800,115,450,290,45,75,35
1161,35260336,720,105,390,235,40,65,45
1162,35260337,165,10,110,65,10,10,20
1163,35260338,755,185,515,340,65,75,35
1164,35260339,210,30,205,140,20,35,15
1165,35260340,605,60,220,140,10,40,30
1166,35260341,295,40,160,95,20,20,25
1167,35260342,260,30,125,80,15,10,15
1168,35260734,745,75,490,210,20,55,200
1169,35260828,320,25,270,70,10,25,160
1170,35260829,220,40,160,90,20,25,20
1171,35260830,520,25,195,125,15,15,30
1172,35260831,250,10,105,90,5,5,10
1173,35260832,445,45,160,110,10,15,25
1174,35260833,370,45,155,115,5,10,20
