,geo_code,1960 or before,1961 to 1980,1981 to 1990,1991 to 2000,2001 to 2005,2006 to 2010,2011 to 2016
672,35250499,185,35,10,15,10,0,0
673,35250501,190,20,0,0,0,0,0
674,35250502,190,0,10,0,0,0,0
675,35250503,140,60,30,15,0,0,0
676,35250504,75,145,55,35,10,0,0
677,35250506,165,20,0,0,10,0,0
678,35250507,150,55,15,0,0,0,0
679,35250508,190,10,0,0,0,0,0
680,35250509,190,25,0,0,0,0,25
681,35250510,185,10,0,0,0,0,0
682,35250511,250,50,10,10,0,0,0
683,35250512,180,25,0,15,0,0,0
684,35250513,200,35,10,10,0,0,0
685,35250514,190,15,0,40,110,20,0
686,35250515,70,35,30,0,0,10,10
687,35250516,140,145,0,0,0,0,0
688,35250517,45,95,0,0,0,0,0
689,35250518,55,60,0,0,0,0,0
690,35250519,120,115,0,0,0,0,0
691,35250520,165,75,0,15,0,0,0
692,35250521,35,170,0,0,0,0,0
693,35250522,10,80,0,0,0,0,0
694,35250523,25,145,10,0,0,0,0
695,35250524,25,90,10,20,0,0,0
696,35250525,30,100,20,10,0,0,0
697,35250526,65,190,195,85,10,0,0
698,35250527,35,130,0,0,0,0,0
699,35250528,35,135,0,0,0,0,0
700,35250529,55,90,25,0,0,0,0
701,35250530,30,105,20,15,10,0,0
702,35250531,25,130,10,0,0,0,0
703,35250532,35,110,10,0,0,0,0
704,35250533,110,245,0,15,0,0,0
705,35250534,50,165,15,0,0,0,0
706,35250535,30,85,50,30,0,0,0
707,35250536,125,80,10,10,0,0,0
708,35250537,165,85,20,0,0,0,0
709,35250538,160,70,0,0,0,0,0
710,35250539,160,60,10,30,0,0,0
711,35250540,165,80,0,0,0,0,0
712,35250541,135,50,10,0,0,0,0
713,35250542,135,80,0,15,0,0,0
714,35250545,15,105,10,0,10,10,0
715,35250546,60,175,15,0,0,0,0
716,35250547,45,95,20,0,0,0,0
717,35250548,105,170,20,0,0,0,0
718,35250549,150,55,15,0,0,0,0
719,35250550,130,55,0,0,0,0,0
720,35250551,145,45,10,0,0,0,0
721,35250552,30,90,20,0,0,0,0
722,35250553,110,45,40,0,0,0,0
723,35250554,140,40,10,0,0,0,0
724,35250555,135,35,10,0,0,0,0
725,35250556,190,35,0,0,0,0,0
726,35250557,175,70,25,10,10,0,0
727,35250558,165,30,0,0,0,0,0
728,35250559,185,10,0,0,0,0,0
729,35250560,140,180,10,10,0,0,0
730,35250561,135,30,0,0,0,0,0
731,35250562,190,20,10,0,0,0,0
732,35250563,95,115,25,20,10,0,0
733,35250564,205,25,0,0,0,0,0
734,35250565,150,70,0,0,30,20,0
735,35250566,120,45,0,0,0,0,0
736,35250567,165,75,0,0,0,0,0
737,35250568,175,125,25,0,0,0,0
738,35250569,20,120,25,0,0,0,0
739,35250570,0,160,25,0,0,0,0
740,35250571,0,125,145,0,0,0,0
741,35250572,120,70,10,0,15,0,0
742,35250573,0,0,55,280,35,10,0
743,35250574,0,35,70,30,0,0,0
744,35250578,0,45,80,100,0,0,0
745,35250579,0,15,90,35,0,0,0
746,35250580,0,20,70,10,0,0,0
747,35250581,0,20,90,135,10,15,0
748,35250582,0,15,85,115,10,10,10
749,35250583,10,10,40,120,20,0,0
750,35250585,10,0,50,80,15,15,0
751,35250586,15,15,50,85,60,80,115
752,35250587,0,50,60,0,0,0,0
753,35250588,10,75,45,15,10,10,0
754,35250589,0,50,130,25,0,10,0
755,35250590,0,50,75,20,0,0,0
756,35250591,0,60,90,70,0,0,0
757,35250592,10,95,70,10,0,0,0
758,35250593,0,55,45,20,0,10,0
759,35250594,20,140,20,10,0,0,0
760,35250595,15,115,30,0,0,0,0
761,35250596,50,110,0,10,10,40,0
762,35250597,10,115,0,0,0,10,0
763,35250598,15,135,0,0,0,10,0
764,35250599,135,145,0,0,0,0,0
765,35250600,90,45,10,10,0,0,0
766,35250601,135,200,40,10,10,0,0
767,35250602,60,200,0,10,0,0,0
768,35250603,40,165,15,10,20,0,10
769,35250604,185,15,0,0,10,0,0
770,35250605,30,100,20,0,0,0,0
771,35250606,20,140,10,0,25,20,0
772,35250607,10,140,20,0,0,0,0
773,35250608,25,70,30,10,0,0,0
774,35250609,10,150,15,10,0,0,0
775,35250610,20,145,0,10,0,0,0
776,35250611,30,115,20,0,0,0,0
777,35250612,10,105,95,15,0,10,0
778,35250613,25,235,95,15,10,0,0
779,35250614,0,90,10,0,0,0,0
780,35250615,0,130,10,0,0,0,0
781,35250616,0,45,20,10,0,0,0
782,35250617,10,75,55,20,20,0,0
783,35250618,10,40,25,15,0,0,0
784,35250619,0,130,20,0,10,0,10
785,35250620,0,10,60,30,0,25,10
786,35250621,0,75,95,45,15,20,45
787,35250622,0,100,35,15,0,0,0
788,35250623,10,130,0,0,0,0,0
789,35250624,160,75,10,0,0,0,0
790,35250625,120,20,20,0,0,0,0
791,35250626,135,35,45,0,0,0,0
792,35250627,10,40,120,0,0,0,0
793,35250628,15,75,150,10,0,0,0
794,35250629,20,85,185,80,0,45,15
795,35250630,10,20,95,25,0,0,0
796,35250631,10,160,15,0,0,0,0
797,35250632,90,175,20,10,0,0,0
798,35250633,0,20,70,0,0,0,0
799,35250634,0,35,135,90,10,0,0
800,35250635,10,30,75,15,0,0,0
801,35250636,0,0,110,50,0,105,45
802,35250637,20,20,125,150,85,20,35
803,35250638,0,10,20,45,15,0,0
804,35250639,0,30,155,0,10,0,0
805,35250640,10,10,75,25,0,30,50
806,35250641,15,0,25,100,0,0,0
807,35250642,10,20,65,45,25,0,15
808,35250643,0,10,110,25,15,0,0
809,35250644,0,0,95,0,0,0,0
810,35250645,0,15,170,0,0,0,0
811,35250646,0,35,50,110,10,0,40
812,35250647,0,10,50,80,25,45,75
813,35250648,0,20,50,200,30,10,0
814,35250649,0,20,115,75,0,0,0
815,35250650,10,10,95,40,10,0,10
816,35250651,10,0,40,45,0,0,0
817,35250652,10,10,55,110,15,0,10
818,35250655,0,10,140,115,50,100,110
819,35250656,15,10,95,55,0,0,0
820,35250657,10,0,105,25,50,35,0
821,35250658,0,0,75,15,0,0,0
822,35250659,0,35,125,20,10,0,0
823,35250661,60,15,25,115,75,70,35
824,35250662,40,105,15,100,85,165,35
825,35250663,15,80,15,90,25,0,0
826,35250664,145,20,0,0,0,0,0
827,35250665,135,35,0,0,0,0,0
828,35250666,95,70,10,0,0,0,0
829,35250667,70,10,20,0,0,0,0
830,35250668,60,50,10,40,10,10,0
831,35250669,80,20,15,0,10,0,0
832,35250670,85,10,10,0,0,0,0
833,35250671,110,15,10,10,0,0,0
834,35250672,125,15,0,10,10,0,0
835,35250675,165,10,0,10,0,0,0
836,35250676,130,10,10,0,10,0,0
837,35250677,165,10,0,0,0,0,0
838,35250678,165,0,0,0,0,0,0
839,35250679,125,35,10,10,10,25,10
840,35250680,100,55,10,15,0,0,0
841,35250681,200,85,0,10,0,0,10
842,35250692,145,10,10,10,0,0,0
843,35250693,110,35,10,0,0,0,0
844,35250694,135,10,10,10,0,0,0
845,35250695,85,40,15,10,0,0,0
846,35250696,145,10,0,10,0,0,0
847,35250700,155,20,25,0,0,10,0
848,35250701,180,20,0,0,0,0,0
849,35250702,180,20,0,0,0,0,0
850,35250703,180,20,0,0,10,0,0
851,35250704,205,25,0,0,0,0,0
852,35250705,190,25,10,0,0,0,0
853,35250706,185,0,0,0,0,0,0
854,35250707,145,10,10,0,0,0,0
855,35250708,235,35,10,0,0,0,0
856,35250709,185,10,10,0,0,0,0
857,35250710,155,30,0,10,0,0,0
858,35250711,140,20,0,0,0,0,0
859,35250712,145,15,0,0,0,0,0
860,35250713,130,10,0,10,0,0,0
861,35250714,185,20,0,0,0,0,0
862,35250715,190,20,0,0,0,0,0
863,35250716,240,15,0,0,0,0,0
864,35250717,190,35,0,20,0,0,0
865,35250718,170,20,0,0,0,0,10
866,35250719,170,20,0,0,0,0,0
867,35250720,225,20,10,10,0,0,0
868,35250721,195,30,0,10,0,0,0
869,35250724,185,25,0,0,0,0,0
870,35250725,155,0,0,0,0,0,0
871,35250726,225,25,10,0,0,0,0
872,35250727,90,0,0,10,0,0,0
873,35250728,190,20,0,10,0,0,0
874,35250729,170,45,0,0,0,0,0
875,35250730,130,120,65,45,0,10,10
876,35250731,90,45,25,65,35,45,0
877,35250732,155,10,0,0,0,0,0
878,35250733,220,0,0,0,0,0,0
879,35250734,240,25,0,0,0,0,0
880,35250735,175,10,0,10,0,0,0
881,35250736,200,15,0,0,0,0,0
882,35250737,190,0,0,0,0,0,0
883,35250738,195,0,0,0,0,0,0
884,35250739,200,25,0,0,0,0,10
885,35250740,210,20,10,0,0,0,0
886,35250741,225,10,0,0,0,0,0
887,35250742,195,25,0,0,0,0,0
888,35250743,160,25,10,0,0,0,0
889,35250744,250,40,15,0,0,0,0
890,35250745,170,10,0,0,0,0,0
891,35250746,140,25,0,0,0,0,0
892,35250747,115,30,0,15,0,0,0
893,35250748,150,35,0,0,0,0,0
894,35250749,140,30,0,10,0,0,0
895,35250750,165,45,10,10,0,0,0
896,35250753,135,40,10,0,0,0,0
897,35250754,105,50,15,0,0,0,0
898,35250755,135,40,0,0,0,10,0
899,35250756,125,65,10,0,0,0,0
900,35250757,195,15,10,10,0,0,0
901,35250758,145,20,0,0,0,0,0
902,35250759,150,30,0,0,0,0,0
903,35250760,145,45,10,0,0,0,0
904,35250761,165,30,10,10,0,0,0
905,35250762,180,60,10,10,0,0,0
906,35250763,190,35,10,0,0,0,0
907,35250764,180,0,10,0,10,0,0
908,35250765,180,25,10,10,0,0,0
909,35250766,195,30,0,0,10,0,0
910,35250767,150,15,0,0,10,0,0
911,35250768,140,20,0,10,10,0,0
912,35250769,190,20,10,0,0,0,0
913,35250770,140,80,15,10,0,0,0
914,35250771,170,25,15,10,0,0,0
915,35250772,135,45,10,10,0,0,0
916,35250773,175,35,10,0,0,10,0
917,35250774,150,25,0,10,0,0,0
918,35250775,190,30,0,0,0,0,0
919,35250776,155,15,10,0,0,0,0
920,35250777,195,30,10,0,0,0,0
921,35250778,160,25,10,0,0,0,0
922,35250779,155,10,10,0,0,0,0
923,35250780,160,20,0,0,0,0,0
924,35250781,170,30,10,0,0,0,0
925,35250782,160,25,0,0,0,0,0
926,35250783,165,25,10,10,0,20,15
927,35250784,170,25,0,0,0,0,0
928,35250785,200,25,0,0,0,0,0
929,35250786,185,15,0,0,0,0,0
930,35250787,195,35,0,10,15,60,20
931,35250788,165,30,0,10,10,10,0
932,35250789,180,35,0,0,0,0,0
933,35250790,215,15,0,0,0,0,0
934,35250791,170,10,10,0,0,0,0
935,35250792,180,20,0,10,0,0,0
936,35250793,180,0,0,0,0,0,0
937,35250798,110,15,10,0,0,0,0
938,35250799,125,25,10,0,0,0,10
939,35250800,160,30,0,0,0,0,0
940,35250801,95,135,40,15,0,20,140
941,35250802,180,20,0,0,0,0,0
942,35250803,35,10,40,70,20,0,0
943,35250804,20,20,75,185,65,295,245
944,35250805,75,35,15,10,80,150,50
945,35250806,35,30,10,55,0,0,0
946,35250807,60,25,0,105,10,10,155
947,35250810,140,115,0,45,20,0,0
948,35250812,70,55,15,10,15,0,0
949,35250813,50,125,10,10,0,10,0
950,35250814,35,100,15,15,15,0,0
951,35250815,35,70,10,25,270,100,55
952,35250826,165,15,10,0,95,45,10
953,35250827,120,10,0,0,0,0,0
954,35250828,105,10,0,0,0,10,0
955,35250829,180,55,0,0,0,10,0
956,35250830,105,65,10,20,25,10,10
957,35250831,120,170,30,60,45,170,20
958,35250832,20,130,20,10,0,0,0
959,35250833,90,30,10,0,0,0,0
960,35250834,20,65,45,20,0,10,0
961,35250835,140,30,0,0,0,0,0
962,35250836,130,15,10,15,0,10,0
963,35250843,20,135,170,40,10,0,0
964,35250845,425,495,15,25,0,0,10
965,35250846,195,405,35,25,20,0,0
966,35250847,75,170,15,0,0,0,0
967,35250848,220,105,55,30,10,0,0
968,35250849,10,80,165,85,25,0,55
969,35250850,185,275,35,10,0,0,0
970,35250851,140,780,75,60,0,0,0
971,35250852,80,655,85,40,10,0,10
972,35250853,150,260,35,30,0,0,0
973,35250854,95,235,25,15,45,70,25
974,35250855,105,235,70,35,0,10,10
975,35250857,10,170,20,10,0,0,0
976,35250859,0,0,20,130,30,10,100
977,35250860,25,45,45,170,35,135,135
978,35250861,10,0,0,65,25,35,0
979,35250862,60,55,10,20,45,15,0
980,35250863,25,55,0,10,0,10,10
981,35250864,70,55,30,35,25,0,0
982,35250865,20,40,65,45,30,20,0
983,35250866,40,65,50,0,10,10,0
984,35250867,20,75,45,30,0,10,0
985,35250868,25,50,15,30,0,0,0
986,35250869,15,100,50,10,0,10,0
987,35250870,45,40,50,85,60,0,0
988,35250871,45,70,40,30,0,0,0
989,35250872,35,55,80,25,25,20,0
990,35250873,60,60,75,45,0,0,0
991,35250874,75,85,15,20,15,0,10
992,35250875,90,60,60,20,0,0,10
993,35250876,30,55,15,15,10,0,0
994,35250877,60,40,15,30,10,10,0
995,35250878,140,35,10,0,0,0,0
996,35250879,80,110,30,55,0,0,0
997,35250880,60,90,25,50,10,0,0
998,35250881,50,215,20,10,0,10,0
999,35250882,10,25,45,130,45,30,50
1000,35250883,0,0,10,160,25,0,0
1001,35250884,15,15,15,100,45,0,0
1002,35250885,0,0,10,140,15,0,0
1003,35250886,0,10,90,75,0,0,0
1004,35250887,0,10,30,170,15,0,0
1005,35250888,10,55,25,70,15,0,0
1006,35250889,0,0,0,150,35,0,0
1007,35250890,0,0,0,125,10,0,0
1008,35250891,0,0,15,125,0,0,0
1009,35250892,65,45,65,20,10,205,535
1010,35250893,105,50,10,10,10,10,10
1011,35250894,60,55,40,10,10,0,0
1012,35250895,50,120,30,10,0,0,0
1013,35250896,55,60,10,20,0,10,0
1014,35250897,50,80,30,10,10,10,15
1015,35250898,40,60,30,10,10,0,0
1016,35250899,65,75,0,10,0,10,0
1017,35250900,45,15,50,15,0,0,0
1018,35250901,50,70,30,35,0,15,0
1019,35250902,100,55,10,0,0,10,0
1020,35250903,120,70,15,10,15,0,0
1021,35250904,90,55,15,15,10,15,10
1022,35250905,95,25,25,45,10,15,0
1023,35250906,70,55,15,20,10,0,10
1024,35250907,65,50,15,10,0,0,0
1025,35250908,70,60,10,30,0,10,0
1026,35250909,10,0,0,10,180,175,175
1027,35250910,0,0,15,345,50,15,10
1028,35250911,0,0,10,85,95,10,0
1029,35250912,0,0,10,170,25,10,0
1030,35250913,0,0,0,60,170,30,0
1031,35250914,0,10,35,130,10,0,0
1032,35250918,0,15,25,375,290,305,95
1033,35250919,75,35,0,95,0,0,0
1034,35250920,65,55,10,100,10,0,180
1035,35250921,135,125,15,0,0,10,10
1036,35250922,120,70,25,10,0,0,10
1037,35250923,70,40,10,25,0,0,0
1038,35250924,70,50,10,20,0,10,0
1039,35250925,45,140,10,10,0,0,0
1040,35250928,75,30,30,15,10,10,0
1041,35250929,130,55,20,15,0,0,0
1042,35250930,85,75,30,15,0,10,0
1043,35250931,85,45,55,10,10,10,10
1044,35250932,50,50,55,45,10,10,30
1045,35250933,70,40,15,20,15,10,0
1046,35250934,60,55,10,10,10,0,0
1047,35250935,10,130,65,50,105,150,35
1048,35250936,55,60,25,15,10,0,10
1049,35250937,160,115,40,20,30,15,0
1050,35250938,110,115,15,10,10,0,10
1051,35250939,115,65,0,10,15,10,10
1052,35250940,85,60,10,0,0,10,10
1053,35250941,125,95,10,10,10,20,0
1054,35250942,80,50,25,0,15,0,0
1055,35250943,20,50,55,70,95,40,20
1056,35250944,45,10,15,85,25,0,0
1057,35250945,0,60,90,20,0,0,55
1058,35250946,45,15,60,55,40,0,0
1059,35250947,80,45,80,0,0,0,30
1060,35250948,25,100,25,20,0,0,240
1061,35250949,0,50,80,25,10,0,0
1062,35250950,10,0,20,115,10,0,0
1063,35250951,0,0,20,160,0,0,0
1064,35250952,30,20,50,220,25,250,150
1065,35250953,110,20,0,15,0,0,0
1066,35250954,135,35,0,0,0,0,0
1067,35250955,50,50,20,20,0,0,0
1068,35250956,130,230,70,65,0,0,10
1069,35250957,170,60,10,0,0,0,0
1070,35250958,190,35,0,10,0,0,0
1071,35250959,150,25,15,10,0,0,0
1072,35250960,125,55,0,0,0,0,0
1073,35250961,145,25,0,10,0,0,0
1074,35250962,135,120,30,0,0,0,0
1075,35250963,320,895,150,120,70,10,10
1076,35250964,155,100,25,10,0,0,0
1077,35250965,115,55,0,10,0,0,0
1078,35250966,x,x,x,x,x,x,x
1079,35250967,0,20,0,85,0,0,65
1080,35250968,120,35,0,0,0,0,10
1081,35250969,140,30,0,0,10,0,0
1082,35250970,100,115,15,10,0,10,0
1083,35250971,80,55,20,10,0,10,0
1084,35250972,65,65,15,15,0,0,0
1085,35250973,55,55,15,10,15,10,10
1086,35250974,30,55,20,0,10,10,0
1087,35250975,65,30,20,20,10,0,10
1088,35250976,40,60,0,0,10,10,0
1089,35250978,80,25,0,40,205,240,135
1090,35250980,55,60,0,0,0,0,10
1091,35250981,10,20,10,205,55,85,285
1092,35250982,0,85,90,45,0,0,0
1093,35250983,0,80,60,10,0,0,0
1094,35250985,10,70,120,125,15,15,0
1095,35250986,0,0,110,250,50,15,10
1096,35250987,70,170,15,30,0,0,0
1097,35250988,10,0,10,85,125,65,40
1098,35250989,15,30,65,105,75,50,20
1099,35250990,0,60,90,70,0,0,0
1100,35250991,15,130,100,10,0,0,0
1101,35250992,20,10,0,0,55,10,50
1102,35250993,0,60,0,0,0,0,0
1103,35250994,0,10,0,85,230,45,0
1104,35250995,90,525,80,110,45,15,0
1105,35250996,10,0,0,75,170,40,120
1106,35250997,25,25,60,305,115,15,25
1107,35250998,175,35,0,10,0,0,0
1108,35250999,30,70,130,40,50,0,20
1109,35251000,0,0,10,45,40,0,0
1110,35251001,0,45,50,35,30,10,0
1111,35251002,10,35,10,115,15,0,0
1112,35251003,0,0,0,65,65,0,0
1113,35251004,0,0,10,65,120,10,0
1114,35251005,10,10,100,35,50,80,10
1115,35251006,40,0,15,45,170,35,0
1116,35251007,0,10,0,0,65,225,30
1117,35251008,0,20,135,0,0,0,0
1118,35251009,0,10,15,110,85,95,10
1119,35251010,0,0,0,135,50,20,0
1120,35251011,40,20,0,25,110,0,0
1121,35251012,10,0,0,30,110,15,10
1122,35251013,0,0,10,40,195,20,10
1123,35251014,10,0,0,25,60,10,0
1124,35251015,0,0,0,205,10,10,0
1125,35251016,0,15,0,115,20,10,0
1126,35251017,0,0,0,50,85,0,0
1127,35251018,10,30,30,100,80,0,0
1128,35251019,10,15,0,75,0,0,0
1129,35251020,50,30,0,10,85,75,50
1130,35251021,20,10,10,10,135,50,0
1131,35251022,45,50,30,75,55,275,55
1132,35251023,10,0,0,0,140,115,30
1133,35251024,0,10,0,20,175,140,20
1134,35251025,70,175,35,30,0,0,0
1135,35251026,15,185,40,0,0,0,0
1136,35260307,55,50,60,15,0,0,100
1137,35260309,50,45,140,120,60,55,0
1138,35260310,0,55,100,0,0,0,0
1139,35260311,145,25,60,80,35,10,30
1140,35260313,25,40,45,10,45,15,45
1141,35260314,0,40,140,10,0,0,0
1142,35260315,115,50,15,0,0,0,0
1143,35260316,145,65,0,0,0,15,0
1144,35260317,120,40,0,0,0,0,0
1145,35260318,30,145,0,10,0,0,0
1146,35260319,20,130,0,10,10,0,0
1147,35260320,15,100,10,10,0,0,30
1148,35260321,100,155,55,15,10,40,0
1149,35260322,165,50,0,10,0,0,0
1150,35260323,105,105,10,15,0,0,0
1151,35260324,215,65,15,10,0,0,0
1152,35260325,80,70,60,25,0,0,0
1153,35260326,35,125,20,10,10,0,0
1154,35260327,40,65,20,0,0,0,0
1155,35260328,15,95,10,10,0,0,0
1156,35260330,15,40,10,110,10,0,0
1157,35260332,85,50,10,10,15,10,0
1158,35260333,65,100,35,10,10,10,10
1159,35260334,80,45,0,15,10,0,0
1160,35260335,115,75,50,35,155,190,20
1161,35260336,50,65,10,110,80,115,120
1162,35260337,55,55,0,15,0,0,0
1163,35260338,30,20,115,35,175,30,295
1164,35260339,10,15,150,25,10,0,20
1165,35260340,60,105,10,15,15,30,180
1166,35260341,45,155,15,0,0,0,0
1167,35260342,55,60,15,25,10,10,10
1168,35260734,115,50,140,115,30,95,0
1169,35260828,20,10,15,80,80,10,10
1170,35260829,0,0,15,60,65,45,20
1171,35260830,20,35,10,25,180,60,10
1172,35260831,0,0,10,130,0,0,0
1173,35260832,20,15,0,80,95,70,20
1174,35260833,25,35,25,25,45,70,10
