geo_code,,less than 15 minutes,15 to 29 minutes,30 to 44 minutes,45 to 59 minutes,60 minutes and over
35250238,female,35,40,20,10,10
35250238,male,60,75,45,0,10
35250239,female,25,10,10,0,0
35250239,male,30,25,15,0,30
35250240,female,0,40,10,10,10
35250240,male,0,60,30,10,15
35250241,female,15,30,25,0,0
35250241,male,10,35,20,0,0
35250242,female,x,x,x,x,x
35250242,male,x,x,x,x,x
35250243,female,55,55,20,15,15
35250243,male,50,40,20,15,35
35250248,female,60,70,50,10,10
35250248,male,55,110,30,10,20
35250249,female,20,30,10,0,0
35250249,male,20,30,15,10,10
35250250,female,15,45,20,0,0
35250250,male,20,45,15,0,0
35250251,female,30,15,20,0,10
35250251,male,20,25,25,10,20
35250254,female,50,80,30,0,10
35250254,male,55,40,25,0,35
35250255,female,25,35,10,15,10
35250255,male,30,25,30,15,15
35250256,female,60,30,25,10,10
35250256,male,30,50,25,20,0
35250257,female,30,35,30,0,10
35250257,male,40,40,30,0,20
35250258,female,55,40,10,0,10
35250258,male,15,55,30,20,10
35250259,female,20,35,40,0,10
35250259,male,25,30,50,0,25
35250260,female,40,45,0,15,10
35250260,male,20,50,20,15,0
35250261,female,40,30,20,0,10
35250261,male,20,35,20,10,10
35250262,female,35,60,10,10,20
35250262,male,20,65,35,0,0
35250263,female,55,100,40,10,15
35250263,male,55,100,40,30,25
35250264,female,30,35,10,0,10
35250264,male,40,20,10,10,15
35250265,female,15,55,15,10,10
35250265,male,10,45,20,0,15
35250266,female,0,30,15,0,0
35250266,male,15,25,20,10,25
35250267,female,40,50,25,25,10
35250267,male,35,35,35,15,25
35250269,female,0,20,0,0,15
35250269,male,10,25,0,0,10
35250270,female,25,25,30,10,0
35250270,male,0,25,10,10,10
35250271,female,30,35,15,10,0
35250271,male,35,35,15,10,10
35250272,female,25,0,15,0,0
35250272,male,0,25,15,0,20
35250273,female,15,20,30,10,0
35250273,male,20,50,20,0,10
35250274,female,65,110,40,20,15
35250274,male,50,85,40,30,45
35250275,female,20,35,15,15,15
35250275,male,25,20,45,30,20
35250276,female,30,40,45,20,10
35250276,male,30,60,25,0,20
35250277,female,30,15,15,10,10
35250277,male,20,35,10,15,10
35250278,female,20,35,25,10,0
35250278,male,20,35,35,10,15
35250279,female,50,40,25,10,10
35250279,male,40,70,35,0,20
35250280,female,35,30,25,10,10
35250280,male,30,30,20,10,10
35250281,female,35,30,10,10,15
35250281,male,30,40,10,10,10
35250282,female,30,40,25,10,0
35250282,male,65,25,15,20,10
35250283,female,40,55,25,15,0
35250283,male,15,20,15,20,25
35250284,female,30,15,10,10,10
35250284,male,30,25,10,0,30
35250285,female,50,70,25,10,25
35250285,male,45,45,25,30,15
35250286,female,10,20,15,0,15
35250286,male,15,0,20,0,15
35250287,female,40,60,70,0,15
35250287,male,70,35,60,15,10
35250288,female,40,25,20,10,10
35250288,male,30,70,10,0,10
35250289,female,40,40,20,0,20
35250289,male,35,35,40,15,25
35250290,female,40,65,55,10,10
35250290,male,10,85,30,25,10
35250291,female,70,80,70,40,15
35250291,male,60,75,35,25,40
35250293,female,50,65,35,20,15
35250293,male,30,115,20,35,35
35250294,female,35,45,30,15,10
35250294,male,10,50,45,10,10
35250295,female,15,35,25,0,10
35250295,male,40,30,20,15,15
35250296,female,20,60,50,0,0
35250296,male,25,35,20,15,0
35250297,female,15,75,10,0,25
35250297,male,30,30,35,10,15
35250298,female,20,55,40,0,10
35250298,male,30,40,30,10,25
35250299,female,25,35,25,0,10
35250299,male,45,40,35,10,20
35250300,female,50,80,50,20,0
35250300,male,65,105,30,15,35
35250302,female,25,35,10,10,10
35250302,male,20,30,15,0,10
35250303,female,25,40,15,0,0
35250303,male,20,30,15,10,0
35250304,female,45,25,40,10,0
35250304,male,25,65,55,10,25
35250305,female,25,35,35,15,10
35250305,male,20,30,35,10,30
35250306,female,20,35,20,0,10
35250306,male,25,35,30,10,10
35250307,female,40,20,20,10,10
35250307,male,20,50,35,10,10
35250308,female,85,85,60,20,20
35250308,male,50,80,40,25,30
35250309,female,35,10,20,10,20
35250309,male,25,20,10,0,25
35250310,female,55,25,0,10,0
35250310,male,55,35,15,0,15
35250311,female,45,75,45,10,0
35250311,male,40,50,25,25,20
35250312,female,45,35,15,0,15
35250312,male,10,45,30,25,25
35250313,female,35,65,25,25,15
35250313,male,55,70,15,15,15
35250315,female,25,70,15,10,20
35250315,male,20,30,15,15,15
35250316,female,45,60,60,10,25
35250316,male,25,35,35,20,15
35250317,female,35,45,35,0,15
35250317,male,40,50,20,10,25
35250318,female,10,0,0,10,0
35250318,male,15,15,0,0,0
35250319,female,25,35,35,10,15
35250319,male,10,50,30,20,15
35250320,female,35,40,20,10,10
35250320,male,15,40,20,20,20
35250321,female,20,30,10,0,0
35250321,male,30,15,0,0,15
35250322,female,15,35,20,15,10
35250322,male,35,20,25,10,0
35250323,female,10,65,10,10,0
35250323,male,20,40,25,10,25
35250324,female,15,60,20,0,10
35250324,male,25,20,10,10,10
35250326,female,15,20,30,0,10
35250326,male,20,40,20,0,25
35250327,female,30,50,35,0,20
35250327,male,30,40,50,10,30
35250328,female,20,55,30,10,0
35250328,male,15,20,40,10,10
35250329,female,45,15,30,10,15
35250329,male,20,40,60,20,10
35250330,female,10,50,10,0,15
35250330,male,0,30,10,0,10
35250331,female,30,30,0,10,0
35250331,male,10,20,15,20,10
35250332,female,35,60,25,10,0
35250332,male,55,40,40,0,15
35250333,female,50,60,20,15,20
35250333,male,30,60,35,10,25
35250334,female,25,75,30,15,10
35250334,male,50,20,25,10,25
35250335,female,20,25,20,10,0
35250335,male,10,25,45,0,10
35250336,female,40,35,0,10,15
35250336,male,30,45,10,0,10
35250337,female,35,95,40,15,15
35250337,male,45,50,50,30,10
35250338,female,25,65,35,10,0
35250338,male,60,60,45,15,0
35250339,female,40,35,20,10,20
35250339,male,30,80,25,20,10
35250340,female,40,25,15,0,0
35250340,male,25,40,20,0,0
35250341,female,30,50,30,15,0
35250341,male,15,45,15,15,15
35250342,female,25,35,30,15,20
35250342,male,15,50,30,10,20
35250343,female,25,65,15,10,10
35250343,male,35,15,25,10,10
35250344,female,30,50,20,0,0
35250344,male,30,50,10,10,15
35250345,female,50,60,15,0,0
35250345,male,30,40,30,10,15
35250346,female,25,85,10,10,0
35250346,male,30,40,20,10,10
35250347,female,25,45,20,15,10
35250347,male,15,75,35,15,10
35250348,female,40,60,15,15,10
35250348,male,20,70,35,25,15
35250349,female,35,50,30,10,0
35250349,male,25,55,10,0,10
35250350,female,30,55,35,0,15
35250350,male,25,55,60,20,25
35250351,female,25,15,10,10,10
35250351,male,0,20,10,10,15
35250352,female,40,40,40,0,20
35250352,male,10,60,30,10,35
35250353,female,35,40,10,10,10
35250353,male,35,50,25,10,0
35250354,female,40,50,20,0,10
35250354,male,30,60,25,10,10
35250355,female,25,45,20,0,15
35250355,male,20,55,10,15,25
35250356,female,35,45,35,20,10
35250356,male,45,50,15,15,30
35250357,female,40,80,15,20,15
35250357,male,30,65,50,20,20
35250358,female,25,55,25,0,0
35250358,male,20,60,30,20,10
35250359,female,30,45,30,0,10
35250359,male,30,55,20,0,0
35250360,female,25,75,25,10,0
35250360,male,30,40,30,10,25
35250361,female,30,40,0,0,10
35250361,male,20,35,30,25,0
35250362,female,50,35,25,20,10
35250362,male,40,40,25,35,10
35250363,female,20,35,0,0,20
35250363,male,10,50,10,15,15
35250364,female,15,20,30,10,10
35250364,male,10,15,0,15,10
35250365,female,55,125,30,25,20
35250365,male,35,90,50,15,40
35250366,female,55,30,0,10,20
35250366,male,10,55,40,20,20
35250367,female,45,35,10,10,10
35250367,male,20,40,15,20,20
35250368,female,45,45,40,10,0
35250368,male,15,50,20,20,25
35250369,female,20,60,15,10,15
35250369,male,30,40,30,15,15
35250370,female,35,45,30,10,10
35250370,male,25,30,15,10,15
35250371,female,30,55,25,10,20
35250371,male,25,55,20,0,15
35250372,female,40,45,30,0,10
35250372,male,25,50,20,15,10
35250373,female,10,30,40,0,0
35250373,male,20,35,0,15,10
35250374,female,35,55,25,0,0
35250374,male,15,50,40,10,25
35250375,female,20,50,30,20,0
35250375,male,35,65,35,0,20
35250376,female,20,70,0,0,25
35250376,male,20,50,25,15,15
35250377,female,35,55,15,15,10
35250377,male,15,50,20,15,35
35250378,female,25,60,30,15,0
35250378,male,10,70,35,20,20
35250379,female,40,25,10,10,10
35250379,male,15,20,20,10,0
35250380,female,45,40,30,0,10
35250380,male,35,65,30,10,10
35250381,female,25,55,10,10,10
35250381,male,20,35,0,10,0
35250382,female,40,45,45,0,10
35250382,male,30,40,50,10,10
35250383,female,0,40,20,0,10
35250383,male,30,45,25,0,30
35250384,female,15,30,15,0,0
35250384,male,25,45,35,15,60
35250385,female,70,30,10,10,10
35250385,male,40,35,15,0,15
35250387,female,35,55,0,10,0
35250387,male,50,25,10,10,15
35250388,female,50,40,10,10,10
35250388,male,30,50,10,10,20
35250389,female,40,40,10,0,10
35250389,male,40,25,0,20,15
35250390,female,10,90,25,30,20
35250390,male,15,40,25,25,15
35250391,female,25,65,35,10,25
35250391,male,40,60,45,10,15
35250392,female,55,65,35,0,15
35250392,male,10,80,10,0,15
35250393,female,40,45,15,10,25
35250393,male,35,45,10,10,15
35250394,female,20,70,30,20,25
35250394,male,25,80,50,30,15
35250395,female,30,35,10,10,20
35250395,male,25,55,25,30,15
35250396,female,35,65,25,10,15
35250396,male,10,60,40,0,35
35250397,female,50,90,25,0,10
35250397,male,10,60,45,0,20
35250398,female,0,0,0,10,0
35250398,male,10,25,0,0,0
35250399,female,10,0,0,0,0
35250399,male,0,10,20,10,15
35250400,female,45,55,50,15,0
35250400,male,35,35,40,15,10
35250401,female,50,55,30,35,25
35250401,male,35,70,30,25,10
35250402,female,30,30,15,10,25
35250402,male,35,25,30,10,25
35250403,female,35,75,25,20,10
35250403,male,35,70,35,20,40
35250404,female,30,45,20,0,10
35250404,male,25,40,0,10,10
35250405,female,35,50,25,0,0
35250405,male,20,35,35,10,10
35250406,female,50,50,55,10,20
35250406,male,30,65,25,15,15
35250407,female,25,45,30,15,25
35250407,male,35,50,0,10,0
35250408,female,35,20,20,0,15
35250408,male,15,35,20,0,20
35250409,female,20,40,15,10,0
35250409,male,20,30,25,0,0
35250410,female,30,25,15,10,15
35250410,male,20,20,30,0,25
35250411,female,45,40,30,0,20
35250411,male,20,35,25,25,20
35250412,female,20,30,10,0,15
35250412,male,0,10,0,20,10
35250413,female,45,80,0,0,25
35250413,male,25,90,30,15,10
35250416,female,30,60,30,10,10
35250416,male,25,45,35,15,20
35250417,female,20,45,20,10,10
35250417,male,20,35,10,0,15
35250418,female,20,50,30,15,25
35250418,male,25,45,25,25,30
35250419,female,30,20,35,0,15
35250419,male,25,40,35,25,20
35250420,female,100,55,20,10,30
35250420,male,75,90,45,10,35
35250421,female,65,60,15,10,20
35250421,male,50,60,25,35,10
35250422,female,30,30,10,0,10
35250422,male,30,60,15,15,25
35250423,female,45,70,20,20,15
35250423,male,25,60,35,10,20
35250424,female,80,35,0,0,10
35250424,male,40,40,30,0,15
35250425,female,55,85,30,15,25
35250425,male,75,70,20,10,25
35250426,female,40,55,15,10,15
35250426,male,25,45,15,0,25
35250427,female,60,45,0,10,15
35250427,male,35,15,35,0,15
35250428,female,40,25,20,10,20
35250428,male,0,65,20,0,0
35250429,female,25,10,30,0,10
35250429,male,25,30,20,10,20
35250430,female,30,30,20,10,15
35250430,male,30,20,25,0,45
35250431,female,30,55,35,10,20
35250431,male,20,30,20,30,15
35250434,female,70,105,85,10,35
35250434,male,60,105,80,20,65
35250435,female,15,35,20,10,0
35250435,male,15,55,25,15,20
35250436,female,15,35,20,10,10
35250436,male,10,35,25,15,10
35250437,female,0,40,20,15,15
35250437,male,30,40,40,0,25
35250438,female,10,20,10,10,10
35250438,male,15,15,20,0,25
35250439,female,25,45,45,25,20
35250439,male,30,65,0,15,30
35250440,female,45,40,20,10,30
35250440,male,40,65,55,10,15
35250441,female,35,65,45,10,35
35250441,male,15,45,20,20,20
35250442,female,50,70,10,0,20
35250442,male,35,80,35,0,25
35250443,female,15,75,15,0,0
35250443,male,20,75,10,15,25
35250444,female,35,30,15,10,10
35250444,male,20,20,30,10,15
35250445,female,20,25,15,15,10
35250445,male,10,25,10,15,30
35250446,female,45,15,35,10,10
35250446,male,20,20,15,50,25
35250447,female,20,25,15,0,10
35250447,male,15,20,10,15,20
35250448,female,25,80,35,15,25
35250448,male,40,50,35,10,40
35250449,female,15,25,10,0,30
35250449,male,20,25,20,15,15
35250450,female,20,35,20,10,20
35250450,male,15,45,15,15,10
35250451,female,0,10,15,0,10
35250451,male,0,15,15,20,0
35250452,female,20,20,15,20,10
35250452,male,10,45,10,20,0
35250453,female,30,20,20,15,0
35250453,male,20,45,30,15,20
35250454,female,35,65,20,0,15
35250454,male,20,95,35,10,15
35250455,female,20,25,20,10,0
35250455,male,10,30,25,25,15
35250456,female,15,40,15,0,20
35250456,male,15,15,10,10,10
35250457,female,x,x,x,x,x
35250457,male,x,x,x,x,x
35250458,female,0,20,10,10,15
35250458,male,10,10,25,10,0
35250459,female,20,50,25,15,10
35250459,male,40,65,35,20,10
35250460,female,20,15,0,10,15
35250460,male,0,15,30,10,25
35250461,female,25,30,25,10,10
35250461,male,10,25,35,20,10
35250462,female,20,30,0,10,10
35250462,male,0,20,0,10,10
35250463,female,25,50,10,0,10
35250463,male,0,30,15,10,25
35250464,female,0,30,20,10,10
35250464,male,0,20,20,15,10
35250465,female,20,30,15,15,10
35250465,male,40,70,35,25,30
35250466,female,40,35,10,0,15
35250466,male,30,20,10,10,0
35250467,female,20,25,10,10,0
35250467,male,25,50,15,10,15
35250468,female,20,25,10,0,20
35250468,male,40,30,25,10,20
35250471,female,10,20,10,10,0
35250471,male,0,30,20,10,10
35250472,female,40,15,35,10,0
35250472,male,25,10,30,0,15
35250473,female,25,40,10,15,10
35250473,male,0,0,15,10,10
35250474,female,20,35,15,0,0
35250474,male,35,40,20,20,30
35250475,female,10,35,10,10,10
35250475,male,15,40,30,0,10
35250476,female,35,20,0,0,0
35250476,male,20,10,0,15,20
35250477,female,15,35,25,10,10
35250477,male,20,35,50,10,20
35250478,female,10,25,30,0,10
35250478,male,0,20,20,15,25
35250479,female,20,35,30,10,10
35250479,male,20,35,35,25,25
35250480,female,20,35,35,15,10
35250480,male,10,45,35,0,20
35250481,female,0,25,25,0,0
35250481,male,10,20,30,0,10
35250482,female,10,20,25,0,10
35250482,male,30,40,10,10,0
35250483,female,20,30,10,0,10
35250483,male,10,30,20,10,20
35250484,female,10,15,20,0,10
35250484,male,10,20,25,15,15
35250485,female,35,20,15,10,10
35250485,male,40,30,10,20,15
35250486,female,30,50,20,10,0
35250486,male,35,45,20,15,25
35250487,female,10,35,15,0,15
35250487,male,20,25,25,0,0
35250488,female,30,30,10,0,20
35250488,male,25,50,25,15,20
35250489,female,0,40,25,0,0
35250489,male,10,40,25,10,20
35250490,female,20,30,25,0,20
35250490,male,25,70,20,15,15
35250491,female,10,15,10,0,0
35250491,male,10,20,10,0,0
35250492,female,15,35,20,10,10
35250492,male,20,30,20,0,15
35250493,female,25,30,10,10,30
35250493,male,10,20,30,15,10
35250494,female,15,35,10,20,10
35250494,male,30,40,15,15,10
35250495,female,20,20,15,30,15
35250495,male,15,20,35,0,10
35250496,female,10,10,10,10,0
35250496,male,20,25,0,0,10
35250497,female,55,50,0,25,10
35250497,male,30,60,10,20,15
35250498,female,45,55,0,0,10
35250498,male,35,40,25,20,20
35250499,female,20,55,10,20,15
35250499,male,25,70,10,20,20
35250501,female,45,50,15,0,10
35250501,male,20,40,20,10,20
35250502,female,40,55,15,0,10
35250502,male,25,50,25,20,10
35250503,female,30,45,10,10,15
35250503,male,55,45,25,10,25
35250504,female,20,55,15,10,20
35250504,male,35,40,20,0,0
35250506,female,40,45,15,10,20
35250506,male,15,45,15,10,25
35250507,female,40,65,15,0,0
35250507,male,25,40,15,0,30
35250508,female,55,60,10,0,10
35250508,male,45,60,10,15,15
35250509,female,95,60,15,10,10
35250509,male,40,55,20,10,25
35250510,female,40,55,15,0,15
35250510,male,40,50,30,10,0
35250511,female,55,50,15,20,15
35250511,male,45,75,15,15,0
35250512,female,40,50,10,0,20
35250512,male,25,40,0,0,0
35250513,female,40,70,25,10,10
35250513,male,45,35,35,15,40
35250514,female,65,95,30,10,25
35250514,male,105,60,30,20,25
35250515,female,35,25,10,0,10
35250515,male,20,40,20,10,10
35250516,female,70,75,30,10,0
35250516,male,25,65,50,15,40
35250517,female,30,35,20,10,10
35250517,male,10,40,15,15,15
35250518,female,25,30,0,0,0
35250518,male,10,35,10,10,0
35250519,female,40,55,15,10,10
35250519,male,0,75,25,15,35
35250520,female,35,65,15,15,20
35250520,male,60,75,30,15,30
35250521,female,40,50,0,10,0
35250521,male,25,65,30,15,20
35250522,female,15,25,10,0,0
35250522,male,30,20,10,0,0
35250523,female,40,20,10,10,15
35250523,male,10,55,15,0,20
35250524,female,30,20,25,10,0
35250524,male,10,25,35,0,10
35250525,female,50,35,10,0,0
35250525,male,10,45,10,20,15
35250526,female,55,65,45,20,20
35250526,male,10,75,45,25,20
35250527,female,15,45,10,10,0
35250527,male,25,40,25,15,15
35250528,female,20,25,0,10,0
35250528,male,40,20,10,10,10
35250529,female,30,25,25,0,10
35250529,male,0,35,0,10,10
35250530,female,15,35,10,10,10
35250530,male,0,40,30,10,25
35250531,female,35,40,15,0,0
35250531,male,40,35,25,15,10
35250532,female,30,50,15,0,10
35250532,male,15,45,15,0,20
35250533,female,35,80,30,15,15
35250533,male,20,75,30,30,30
35250534,female,35,45,20,0,10
35250534,male,30,35,25,15,20
35250535,female,50,40,10,10,10
35250535,male,25,40,10,0,20
35250536,female,25,45,20,0,10
35250536,male,10,50,40,10,15
35250537,female,60,45,30,0,15
35250537,male,30,60,25,35,25
35250538,female,30,65,25,10,10
35250538,male,25,55,30,10,20
35250539,female,60,85,25,15,15
35250539,male,45,45,35,25,25
35250540,female,35,70,10,10,10
35250540,male,30,50,25,10,35
35250541,female,25,35,10,10,20
35250541,male,10,30,35,20,20
35250542,female,20,50,25,0,0
35250542,male,10,50,35,10,0
35250545,female,25,30,15,15,10
35250545,male,10,40,15,10,10
35250546,female,30,35,0,10,0
35250546,male,25,30,10,15,15
35250547,female,30,20,25,0,10
35250547,male,25,15,35,10,30
35250548,female,45,70,10,10,20
35250548,male,25,45,20,15,15
35250549,female,25,35,20,15,0
35250549,male,15,40,35,20,10
35250550,female,40,30,15,0,10
35250550,male,15,35,25,10,15
35250551,female,40,40,15,10,10
35250551,male,15,40,25,25,15
35250552,female,35,20,10,30,10
35250552,male,0,35,15,15,15
35250553,female,40,55,40,0,10
35250553,male,15,45,30,10,15
35250554,female,20,65,30,0,0
35250554,male,0,80,25,10,15
35250555,female,25,60,30,10,20
35250555,male,15,30,20,20,10
35250556,female,40,40,20,0,10
35250556,male,20,75,50,20,15
35250557,female,10,80,55,10,15
35250557,male,25,55,25,10,35
35250558,female,40,35,10,0,0
35250558,male,25,65,30,10,20
35250559,female,35,40,15,15,20
35250559,male,15,35,15,15,20
35250560,female,30,60,10,0,0
35250560,male,35,40,10,10,10
35250561,female,10,40,20,0,15
35250561,male,20,25,20,0,25
35250562,female,50,60,15,10,0
35250562,male,35,45,25,15,20
35250563,female,25,80,30,0,15
35250563,male,20,55,40,15,10
35250564,female,25,25,25,15,0
35250564,male,10,45,10,15,20
35250565,female,50,45,30,10,25
35250565,male,15,145,25,30,35
35250566,female,25,55,15,0,0
35250566,male,15,40,30,10,15
35250567,female,30,55,0,15,10
35250567,male,20,65,10,0,35
35250568,female,40,55,60,15,15
35250568,male,35,70,40,10,20
35250569,female,15,25,15,0,0
35250569,male,15,25,25,0,10
35250570,female,35,45,15,0,0
35250570,male,20,30,10,10,10
35250571,female,25,30,15,0,0
35250571,male,0,15,10,10,0
35250572,female,20,40,20,25,10
35250572,male,30,45,35,0,15
35250573,female,75,145,40,10,25
35250573,male,60,145,25,10,25
35250574,female,40,45,20,0,10
35250574,male,30,25,20,20,0
35250578,female,45,85,40,10,15
35250578,male,30,65,60,15,20
35250579,female,15,50,15,10,15
35250579,male,15,75,25,20,10
35250580,female,20,35,10,0,15
35250580,male,10,30,0,0,0
35250581,female,70,65,30,20,10
35250581,male,45,50,35,20,40
35250582,female,25,55,25,20,15
35250582,male,20,45,30,20,15
35250583,female,40,80,45,10,20
35250583,male,20,60,35,10,35
35250585,female,40,50,30,15,15
35250585,male,45,50,20,10,35
35250586,female,105,125,45,20,25
35250586,male,55,120,50,30,80
35250587,female,35,55,10,10,0
35250587,male,0,40,10,25,0
35250588,female,10,45,30,0,10
35250588,male,15,50,0,0,20
35250589,female,40,70,30,15,10
35250589,male,40,50,40,15,40
35250590,female,30,40,10,0,0
35250590,male,15,45,30,0,0
35250591,female,50,90,40,10,20
35250591,male,25,95,40,15,25
35250592,female,50,40,40,10,20
35250592,male,35,45,30,10,15
35250593,female,20,30,20,15,10
35250593,male,20,35,0,10,20
35250594,female,50,30,25,10,10
35250594,male,20,40,20,10,25
35250595,female,50,45,20,10,20
35250595,male,20,30,35,15,15
35250596,female,40,70,40,0,20
35250596,male,35,55,40,15,25
35250597,female,30,20,10,10,10
35250597,male,10,45,10,10,20
35250598,female,45,45,25,15,0
35250598,male,30,30,25,10,25
35250599,female,15,35,30,0,0
35250599,male,10,35,15,0,10
35250600,female,40,25,0,10,0
35250600,male,25,65,10,10,0
35250601,female,15,35,15,0,0
35250601,male,10,30,20,0,15
35250602,female,20,30,0,0,0
35250602,male,15,20,15,10,10
35250603,female,50,115,15,10,20
35250603,male,35,75,25,10,20
35250604,female,20,45,10,10,0
35250604,male,40,25,35,10,10
35250605,female,30,20,10,0,10
35250605,male,25,10,25,10,0
35250606,female,30,45,20,10,15
35250606,male,10,50,15,10,10
35250607,female,35,50,25,25,10
35250607,male,20,60,30,25,10
35250608,female,30,20,15,10,0
35250608,male,30,15,35,10,10
35250609,female,45,80,10,0,15
35250609,male,0,60,30,15,0
35250610,female,30,55,25,0,10
35250610,male,15,50,20,25,30
35250611,female,15,35,30,0,0
35250611,male,10,15,50,10,10
35250612,female,65,55,30,10,0
35250612,male,30,55,30,10,0
35250613,female,80,120,60,10,55
35250613,male,25,110,55,15,45
35250614,female,15,20,0,0,10
35250614,male,15,25,10,0,15
35250615,female,15,35,15,0,15
35250615,male,10,25,20,10,0
35250616,female,15,10,10,0,0
35250616,male,0,20,10,10,0
35250617,female,25,30,25,20,0
35250617,male,15,50,35,0,0
35250618,female,15,30,0,0,0
35250618,male,10,25,25,0,10
35250619,female,35,35,20,10,10
35250619,male,25,55,35,15,15
35250620,female,15,40,15,20,10
35250620,male,35,25,40,10,15
35250621,female,35,110,45,20,30
35250621,male,35,65,30,20,30
35250622,female,15,35,10,10,10
35250622,male,10,55,10,15,15
35250623,female,20,55,10,10,10
35250623,male,10,45,20,0,10
35250624,female,35,30,10,0,15
35250624,male,10,65,10,10,10
35250625,female,30,35,0,0,0
35250625,male,15,45,10,0,0
35250626,female,40,25,30,0,10
35250626,male,15,60,25,10,10
35250627,female,35,60,10,0,15
35250627,male,15,75,30,20,20
35250628,female,15,0,15,0,10
35250628,male,0,25,10,10,20
35250629,female,50,65,25,0,10
35250629,male,25,65,35,0,30
35250630,female,60,65,10,0,0
35250630,male,20,60,35,20,20
35250631,female,25,50,0,15,10
35250631,male,15,30,35,15,0
35250632,female,50,35,45,10,10
35250632,male,30,40,40,0,20
35250633,female,10,30,0,0,0
35250633,male,10,25,0,15,15
35250634,female,30,65,15,10,10
35250634,male,30,35,25,0,15
35250635,female,15,40,25,0,10
35250635,male,10,40,20,0,0
35250636,female,55,85,35,30,10
35250636,male,25,105,35,25,35
35250637,female,55,130,40,0,25
35250637,male,50,100,45,35,30
35250638,female,35,40,0,0,0
35250638,male,15,15,10,10,0
35250639,female,60,75,25,15,15
35250639,male,25,50,25,25,10
35250640,female,30,65,15,20,15
35250640,male,15,60,20,10,20
35250641,female,10,90,10,0,10
35250641,male,35,35,0,10,35
35250642,female,50,45,35,10,0
35250642,male,25,50,15,15,15
35250643,female,45,35,25,10,10
35250643,male,55,40,45,10,25
35250644,female,40,25,20,0,15
35250644,male,20,45,10,0,10
35250645,female,25,75,25,10,0
35250645,male,25,85,20,0,10
35250646,female,60,135,15,20,10
35250646,male,25,105,35,20,40
35250647,female,80,110,45,10,10
35250647,male,35,80,20,35,55
35250648,female,55,135,40,0,20
35250648,male,35,55,40,30,45
35250649,female,50,70,25,10,0
35250649,male,40,45,35,15,20
35250650,female,30,45,10,0,0
35250650,male,15,40,20,10,25
35250651,female,15,40,15,0,15
35250651,male,10,55,20,10,0
35250652,female,50,85,10,0,20
35250652,male,30,90,30,20,25
35250655,female,125,160,75,35,35
35250655,male,80,175,110,50,40
35250656,female,25,50,20,10,10
35250656,male,15,25,10,0,15
35250657,female,45,85,20,25,15
35250657,male,35,95,10,15,15
35250658,female,20,35,10,0,0
35250658,male,15,20,25,0,0
35250659,female,35,85,30,10,0
35250659,male,25,75,30,0,15
35250661,female,110,110,20,25,25
35250661,male,50,115,35,50,60
35250662,female,140,200,25,30,35
35250662,male,55,200,80,30,75
35250663,female,45,95,25,10,15
35250663,male,30,30,40,30,40
35250664,female,10,65,15,15,10
35250664,male,15,40,45,15,10
35250665,female,20,60,30,10,0
35250665,male,20,65,40,15,15
35250666,female,20,45,15,0,0
35250666,male,15,35,30,10,15
35250667,female,15,15,10,0,0
35250667,male,0,20,0,0,0
35250668,female,10,25,0,10,0
35250668,male,30,15,10,20,15
35250669,female,25,20,0,0,0
35250669,male,20,20,0,10,10
35250670,female,15,10,0,0,10
35250670,male,50,0,0,10,15
35250671,female,0,20,10,0,15
35250671,male,20,10,0,0,15
35250672,female,25,20,0,0,0
35250672,male,20,10,0,0,10
35250675,female,30,25,15,0,0
35250675,male,35,50,15,0,20
35250676,female,10,25,10,0,0
35250676,male,35,60,15,0,0
35250677,female,35,75,10,0,10
35250677,male,30,30,20,15,10
35250678,female,80,40,15,0,10
35250678,male,40,70,15,10,10
35250679,female,30,40,10,0,15
35250679,male,45,45,0,15,20
35250680,female,20,65,10,15,0
35250680,male,25,55,15,0,0
35250681,female,30,65,15,10,15
35250681,male,45,80,55,25,15
35250692,female,20,35,10,10,0
35250692,male,10,15,30,15,15
35250693,female,10,45,15,0,15
35250693,male,0,20,15,10,10
35250694,female,20,40,15,0,0
35250694,male,10,20,10,0,10
35250695,female,10,25,0,10,10
35250695,male,10,40,10,10,10
35250696,female,0,15,0,10,0
35250696,male,10,20,10,0,15
35250700,female,20,25,15,10,15
35250700,male,10,55,10,0,35
35250701,female,45,45,20,0,10
35250701,male,10,25,30,0,15
35250702,female,45,50,20,30,20
35250702,male,25,30,10,20,45
35250703,female,20,25,10,20,0
35250703,male,20,30,20,10,20
35250704,female,10,35,10,10,25
35250704,male,20,40,45,10,10
35250705,female,30,35,30,0,0
35250705,male,25,35,50,15,20
35250706,female,35,40,25,10,0
35250706,male,55,25,50,15,0
35250707,female,30,35,10,0,20
35250707,male,30,20,25,0,10
35250708,female,40,35,25,10,10
35250708,male,35,70,35,10,25
35250709,female,35,45,40,10,0
35250709,male,15,35,40,10,15
35250710,female,20,40,15,10,15
35250710,male,30,25,25,15,25
35250711,female,15,30,15,10,15
35250711,male,20,35,0,10,15
35250712,female,15,25,20,10,0
35250712,male,20,50,15,10,30
35250713,female,25,25,10,0,10
35250713,male,15,30,15,0,20
35250714,female,25,40,20,15,10
35250714,male,15,45,20,10,15
35250715,female,35,25,15,15,15
35250715,male,30,35,45,20,0
35250716,female,10,30,45,10,10
35250716,male,35,70,20,25,30
35250717,female,10,40,25,10,15
